key,population,population_male,population_female,rural_population,urban_population,largest_city_population,clustered_population,population_density,human_development_index,population_age_00_09,population_age_10_19,population_age_20_29,population_age_30_39,population_age_40_49,population_age_50_59,population_age_60_69,population_age_70_79,population_age_80_89,population_age_90_99
NL_NB_1702,11606,,,,,,,,,,,,,,,,,,
NL_NB_1706,20440,10262,10279,,,,,,,2141,2340,2634,2520,2587,2976,2495,1860,790,198
NL_NB_1709,36961,18588,18613,,,,,,,3871,4238,4775,4557,4682,5395,4524,3374,1428,357
NL_NB_1719,27150,,,,,,,,,,,,,,,,,,
NL_NB_1721,30806,,,,,,,,,,,,,,,,,,
NL_NB_1723,10149,,,,,,,,,,,,,,,,,,
NL_NB_1724,18491,,,,,,,,,,,,,,,,,,
NL_NB_1728,20175,,,,,,,,,,,,,,,,,,
NL_NB_1771,39595,,,,,,,,,,,,,,,,,,
NL_NB_1948,80815,40040,40093,,,,,,,8340,9131,10285,9817,10085,11621,9743,7267,3075,769
NL_NB_1959,55386,21128,21161,,,,,,,4402,4818,5427,5181,5323,6132,5142,3836,1622,406
NL_NH,2813466,1395736,1444365,,,,,,,295612,323615,364514,347946,357450,411850,345315,257569,108984,27246
NL_NH_0358,31728,,,,,,,,,,,,,,,,,,
NL_NH_0361,108558,,,,,,,,,,,,,,,,,,
NL_NH_0362,90838,,,,,,,,,,,,,,,,,,
NL_NH_0363,860124,397879,411740,,,,,,,84270,92252,103911,99187,101897,117404,98438,73425,31068,7767
NL_NH_0370,9748,,,,,,,,,,,,,,,,,,
NL_NH_0373,29974,5465,5657,,,,,,,1158,1267,1428,1363,1399,1613,1352,1009,426,107
NL_NH_0375,41176,,,,,,,,,,,,,,,,,,
NL_NH_0376,11202,4699,4863,,,,,,,996,1089,1227,1171,1204,1386,1163,867,367,92
NL_NH_0377,23410,,,,,,,,,,,,,,,,,,
NL_NH_0383,35772,10236,10589,,,,,,,2168,2372,2673,2551,2621,3020,2532,1889,799,200
NL_NH_0384,29196,,,,,,,,,,,,,,,,,,
NL_NH_0385,36099,18423,19065,,,,,,,3902,4272,4812,4592,4718,5436,4558,3400,1438,360
NL_NH_0388,18507,,,,,,,,,,,,,,,,,,
NL_NH_0392,161265,72833,75371,,,,,,,15426,16886,19022,18158,18652,21491,18019,13441,5687,1422
NL_NH_0394,154235,91748,94940,,,,,,,19432,21273,23960,22871,23496,27072,22699,16930,7164,1791
NL_NH_0396,39164,,,,,,,,,,,,,,,,,,
NL_NH_0397,27286,,,,,,,,,,,,,,,,,,
NL_NH_0398,56742,27983,28958,,,,,,,5927,6488,7308,6977,7166,8257,6923,5164,2185,546
NL_NH_0399,23464,,,,,,,,,,,,,,,,,,
NL_NH_0400,55604,20088,20789,,,,,,,4254,4658,5247,5007,5145,5928,4970,3707,1569,392
NL_NH_0402,90238,,,,,,,,,,,,,,,,,,
NL_NH_0405,73080,22522,23306,,,,,,,4769,5221,5882,5615,5768,6646,5573,4156,1758,440
NL_NH_0406,41273,,,,,,,,,,,,,,,,,,
NL_NH_0415,11488,,,,,,,,,,,,,,,,,,
NL_NH_0416,27992,14956,15481,,,,,,,3168,3469,3906,3729,3831,4413,3700,2761,1168,292
NL_NH_0417,11195,,,,,,,,,,,,,,,,,,
NL_NH_0420,44809,,,,,,,,,,,,,,,,,,
NL_NH_0431,9757,,,,,,,,,,,,,,,,,,
NL_NH_0432,11779,,,,,,,,,,,,,,,,,,
NL_NH_0437,13916,8743,9049,,,,,,,1851,2028,2284,2179,2240,2580,2163,1614,682,171
NL_NH_0439,80117,39890,41279,,,,,,,8449,9249,10417,9944,10216,11771,9869,7361,3114,779
NL_NH_0441,46553,24810,25675,,,,,,,5255,5752,6479,6185,6353,7321,6139,4580,1937,484
NL_NH_0448,13547,,,,,,,,,,,,,,,,,,
NL_NH_0450,13528,7265,7518,,,,,,,1540,1685,1897,1811,1861,2143,1797,1340,567,142
NL_NH_0451,29168,6208,6431,,,,,,,1316,1440,1623,1548,1591,1833,1536,1146,485,121
NL_NH_0453,68348,33808,34987,,,,,,,7160,7839,8829,8428,8659,9976,8365,6239,2640,660
NL_NH_0457,19334,8607,8908,,,,,,,1824,1996,2248,2146,2204,2539,2129,1589,672,168
NL_NH_0473,17011,,,,,,,,,,,,,,,,,,
NL_NH_0479,155885,,,,,,,,,,,,,,,,,,
NL_NH_0498,19597,10936,11315,,,,,,,2314,2536,2857,2727,2800,3227,2705,2018,854,213
NL_NH_0532,21706,10374,10734,,,,,,,2197,2405,2709,2586,2656,3060,2567,1915,810,203
NL_NH_0852,17315,,,,,,,,,,,,,,,,,,
NL_NH_0880,16329,8959,9269,,,,,,,1897,2077,2339,2233,2294,2644,2216,1653,700,175
NL_NH_1598,22738,12446,12880,,,,,,,2635,2886,3251,3102,3188,3673,3079,2297,972,243
NL_NH_1696,24013,12023,12446,,,,,,,2548,2789,3140,2997,3079,3548,2975,2219,939,235
NL_NH_1911,47815,24932,25800,,,,,,,5280,5781,6511,6215,6386,7357,6168,4600,1947,487
NL_NH_1942,57715,27954,28926,,,,,,,5920,6481,7300,6969,7160,8248,6916,5158,2182,546
NL_OV,1142360,588179,587892,,,,,,,122396,133980,150930,144094,148015,170563,142999,106659,45148,11287
NL_OV_0141,72849,33812,33792,,,,,,,7036,7703,8677,8282,8509,9803,8220,6131,2594,649
NL_OV_0147,23210,,,,,,,,,,,,,,,,,,
NL_OV_0148,28499,,,,,,,,,,,,,,,,,,
NL_OV_0150,99957,52920,52906,,,,,,,11015,12058,13582,12965,13319,15345,12868,9598,4061,1015
NL_OV_0153,158986,,,,,,,,,,,,,,,,,,
NL_OV_0158,24277,,,,,,,,,,,,,,,,,,
NL_OV_0160,59689,,,,,,,,,,,,,,,,,,
NL_OV_0163,35808,,,,,,,,,,,,,,,,,,
NL_OV_0164,80683,,,,,,,,,,,,,,,,,,
NL_OV_0166,52398,,,,,,,,,,,,,,,,,,
NL_OV_0168,22622,11546,11553,,,,,,,2394,2612,2955,2837,2906,3362,2813,2095,900,225
NL_OV_0173,31840,15975,15965,,,,,,,3324,3640,4099,3913,4020,4633,3883,2896,1226,306
NL_OV_0175,17813,9100,9092,,,,,,,1893,2072,2335,2229,2290,2638,2212,1650,698,175
NL_OV_0177,37511,18478,18467,,,,,,,3846,4210,4742,4526,4650,5358,4490,3351,1418,354
NL_OV_0180,17003,9127,9129,,,,,,,1900,2080,2343,2237,2297,2647,2220,1656,701,175
NL_OV_0183,21276,,,,,,,,,,,,,,,,,,
NL_OV_0189,24351,12400,12395,,,,,,,2580,2825,3182,3038,3120,3596,3015,2249,952,238
NL_OV_0193,127497,66239,66206,,,,,,,13785,15092,16999,16227,16669,19205,16103,12012,5082,1271
NL_OV_1700,33792,16985,16975,,,,,,,3534,3870,4358,4161,4274,4925,4129,3080,1303,326
NL_OV_1708,43940,22507,22497,,,,,,,4684,5128,5776,5514,5665,6527,5471,4081,1726,432
NL_OV_1735,34940,18441,18434,,,,,,,3837,4202,4733,4518,4641,5347,4483,3345,1415,354
NL_OV_1742,38300,19361,19349,,,,,,,4029,4412,4968,4743,4873,5612,4707,3510,1485,371
NL_OV_1773,18071,9153,9151,,,,,,,1907,2086,2348,2242,2303,2654,2226,1660,702,176
NL_OV_1774,26350,,,,,,,,,,,,,,,,,,
NL_OV_1896,22503,11084,11078,,,,,,,2306,2525,2844,2716,2789,3214,2695,2010,850,213
NL_UT,1253672,667489,699847,,,,,,,142319,155800,175491,167516,172091,198281,166249,124003,52469,13117
NL_UT_0307,156286,,,,,,,,,,,,,,,,,,
NL_UT_0308,24767,,,,,,,,,,,,,,,,,,
NL_UT_0310,42824,,,,,,,,,,,,,,,,,,
NL_UT_0312,15192,,,,,,,,,,,,,,,,,,
NL_UT_0313,21576,,,,,,,,,,,,,,,,,,
NL_UT_0317,9113,,,,,,,,,,,,,,,,,,
NL_UT_0321,49911,,,,,,,,,,,,,,,,,,
NL_UT_0327,30030,,,,,,,,,,,,,,,,,,
NL_UT_0331,14473,,,,,,,,,,,,,,,,,,
NL_UT_0335,13996,,,,,,,,,,,,,,,,,,
NL_UT_0339,5259,,,,,,,,,,,,,,,,,,
NL_UT_0340,20004,,,,,,,,,,,,,,,,,,
NL_UT_0342,46194,,,,,,,,,,,,,,,,,,
NL_UT_0344,352866,,,,,,,,,,,,,,,,,,
NL_UT_0345,65589,,,,,,,,,,,,,,,,,,
NL_UT_0351,13166,,,,,,,,,,,,,,,,,,
NL_UT_0352,23762,6759,7084,,,,,,,1442,1578,1776,1696,1741,2007,1684,1255,531,133
NL_UT_0353,34160,,,,,,,,,,,,,,,,,,
NL_UT_0355,63934,29615,31071,,,,,,,6317,6915,7789,7434,7638,8800,7378,5504,2329,582
NL_UT_0356,63036,29537,30987,,,,,,,6299,6896,7767,7415,7618,8777,7359,5489,2323,581
NL_UT_0589,10201,,,,,,,,,,,,,,,,,,
NL_UT_0632,52197,25649,26902,,,,,,,5470,5988,6744,6438,6614,7621,6388,4767,2017,504
NL_UT_0736,44059,,,,,,,,,,,,,,,,,,
NL_UT_1581,49515,,,,,,,,,,,,,,,,,,
NL_UT_1904,64336,32199,33773,,,,,,,6866,7517,8467,8083,8303,9568,8021,5983,2531,633
NL_UT_1961,55712,26279,27277,,,,,,,5574,6102,6874,6561,6741,7767,6512,4856,2055,514
NL_ZE,380726,194614,196319,,,,,,,40731,44537,50148,47930,49223,56655,47511,35404,15035,3759
NL_ZE_0654,22800,11962,12063,,,,,,,2500,2738,3083,2943,3024,3483,2922,2180,922,230
NL_ZE_0664,37739,,,,,,,,,,,,,,,,,,
NL_ZE_0677,27523,,,,,,,,,,,,,,,,,,
NL_ZE_0678,7019,,,,,,,,,,,,,,,,,,
NL_ZE_0687,47939,,,,,,,,,,,,,,,,,,
NL_ZE_0703,22678,,,,,,,,,,,,,,,,,,
NL_ZE_0715,54589,,,,,,,,,,,,,,,,,,
NL_ZE_0716,25780,,,,,,,,,,,,,,,,,,
NL_ZE_0717,21865,,,,,,,,,,,,,,,,,,
NL_ZE_0718,44391,,,,,,,,,,,,,,,,,,
NL_ZE_1676,33779,17141,17288,,,,,,,3584,3922,4419,4219,4333,4993,4186,3122,1321,330
NL_ZE_1695,7525,3952,3987,,,,,,,826,904,1019,973,999,1151,966,720,305,76
NL_ZE_1714,23386,,,,,,,,,,,,,,,,,,
NL_ZH,3577032,1732735,1786661,,,,,,,366317,401016,451699,431168,442946,510356,427907,319174,135050,33763
NL_ZH_0482,20069,,,,,,,,,,,,,,,,,,
NL_ZH_0484,110986,,,,,,,,,,,,,,,,,,
NL_ZH_0489,48673,32555,33571,,,,,,,6882,7536,8486,8102,8323,9589,8040,5997,2537,634
NL_ZH_0501,17182,,,,,,,,,,,,,,,,,,
NL_ZH_0502,66818,31075,32041,,,,,,,6568,7192,8101,7732,7944,9153,7674,5724,2422,606
NL_ZH_0503,103163,46870,48328,,,,,,,9909,10847,12219,11663,11980,13805,11574,8634,3654,913
NL_ZH_0505,118654,,,,,,,,,,,,,,,,,,
NL_ZH_0512,36682,,,,,,,,,,,,,,,,,,
NL_ZH_0513,73181,31542,32524,,,,,,,6668,7301,8222,7849,8063,9290,7790,5810,2458,615
NL_ZH_0518,537833,259679,267759,,,,,,,54899,60100,67694,64617,66382,76485,64129,47833,20239,5060
NL_ZH_0523,18051,3616,3729,,,,,,,765,836,943,900,925,1065,893,666,282,70
NL_ZH_0530,40049,19551,20162,,,,,,,4134,4525,5097,4865,4999,5758,4828,3602,1524,381
NL_ZH_0531,30966,16827,17351,,,,,,,3557,3894,4386,4187,4301,4957,4156,3100,1312,328
NL_ZH_0534,21966,9735,10039,,,,,,,2059,2253,2538,2423,2489,2868,2404,1792,758,190
NL_ZH_0537,65302,,,,,,,,,,,,,,,,,,
NL_ZH_0542,29376,13480,13897,,,,,,,2849,3120,3514,3354,3446,3970,3328,2483,1050,263
NL_ZH_0546,124899,,,,,,,,,,,,,,,,,,
NL_ZH_0547,27109,,,,,,,,,,,,,,,,,,
NL_ZH_0553,22400,11025,11369,,,,,,,2331,2552,2875,2743,2818,3248,2723,2030,859,215
NL_ZH_0556,32768,,,,,,,,,,,,,,,,,,
NL_ZH_0569,28628,,,,,,,,,,,,,,,,,,
NL_ZH_0575,42859,21553,22229,,,,,,,4557,4988,5620,5363,5511,6349,5323,3971,1680,420
NL_ZH_0579,24426,12540,12928,,,,,,,2651,2902,3269,3120,3206,3693,3096,2309,978,244
NL_ZH_0590,32290,,,,,,,,,,,,,,,,,,
NL_ZH_0597,46241,23067,23786,,,,,,,4877,5339,6012,5740,5898,6794,5697,4249,1798,449
NL_ZH_0599,631155,188253,194111,,,,,,,39797,43569,49075,46845,48123,55448,46490,34677,14672,3668
NL_ZH_0603,53467,,,,,,,,,,,,,,,,,,
NL_ZH_0606,77999,36032,37153,,,,,,,7619,8338,9393,8967,9210,10613,8898,6637,2808,702
NL_ZH_0610,25026,,,,,,,,,,,,,,,,,,
NL_ZH_0613,25271,16542,17056,,,,,,,3497,3829,4311,4116,4229,4872,4085,3047,1290,322
NL_ZH_0614,14626,7578,7814,,,,,,,1603,1753,1976,1885,1937,2232,1872,1396,590,148
NL_ZH_0622,72404,,,,,,,,,,,,,,,,,,
NL_ZH_0626,25479,,,,,,,,,,,,,,,,,,
NL_ZH_0627,28316,,,,,,,,,,,,,,,,,,
NL_ZH_0629,26211,15716,16207,,,,,,,3322,3638,4097,3911,4018,4629,3881,2896,1225,306
NL_ZH_0637,124994,,,,,,,,,,,,,,,,,,
NL_ZH_0638,8450,,,,,,,,,,,,,,,,,,
NL_ZH_0642,44639,,,,,,,,,,,,,,,,,,
NL_ZH_1525,37061,19139,19734,,,,,,,4047,4430,4988,4762,4893,5637,4727,3525,1491,373
NL_ZH_1621,61601,35750,36863,,,,,,,7557,8274,9319,8896,9139,10530,8829,6586,2786,697
NL_ZH_1783,108603,52928,54579,,,,,,,11190,12250,13798,13171,13530,15590,13071,9750,4126,1031
NL_ZH_1842,19391,11888,12254,,,,,,,2512,2751,3098,2958,3039,3501,2935,2190,926,232
NL_ZH_1884,26866,13575,13998,,,,,,,2870,3141,3539,3378,3470,3998,3353,2501,1058,265
NL_ZH_1892,42762,22797,23502,,,,,,,4819,5275,5942,5672,5827,6714,5629,4200,1777,444
NL_ZH_1901,34462,,,,,,,,,,,,,,,,,,
NL_ZH_1916,75425,,,,,,,,,,,,,,,,,,
NL_ZH_1924,49611,,,,,,,,,,,,,,,,,,
NL_ZH_1926,54331,33436,34474,,,,,,,7068,7738,8717,8320,8546,9848,8257,6159,2606,651
NL_ZH_1930,84797,39745,40980,,,,,,,8403,9198,10362,9890,10159,11705,9816,7320,3098,774
NL_ZH_1931,56048,28506,29393,,,,,,,6026,6598,7431,7093,7288,8397,7039,5250,2222,555
NL_ZH_1963,86656,34557,35633,,,,,,,7306,7998,9009,8598,8834,10179,8534,6365,2694,673
NL_ZH_1978,43858,22893,23601,,,,,,,4839,5298,5968,5696,5851,6743,5652,4217,1784,446
NO,5311916,2681209,2630707,942971,4368945,1012225,1012225,14.548292,0.953,621818,633215,711095,735857,722502,699362,578545,431695,182944,45736
NO_03,693494,341751,345579,,,,,,,79697,81157,91139,94312,92601,89635,74150,55329,23448,5862
NO_11,475654,252826,248023,,,,,,,58073,59139,66413,68725,67477,65315,54032,40318,17086,4271
NO_15,265392,133065,128870,,,,,,,30371,30929,34732,35941,35289,34159,28259,21085,8936,2234
NO_18,243385,120227,116220,,,,,,,27417,27919,31352,32443,31855,30836,25509,19033,8066,2017
NO_21,2668,,,,,,,,,,,,,,,,,,
NO_22,18,,,,,,,,,,,,,,,,,,
NO_30,1227305,956325,962687,,,,,,,222511,226590,254459,263315,258538,250259,207027,154480,65466,16367
NO_34,371054,184459,182636,,,,,,,42565,43346,48676,50370,49456,47873,39603,29552,12523,3131
NO_38,417711,213698,213061,,,,,,,49482,50391,56588,58557,57496,55654,46040,34353,14558,3640
NO_42,305244,154178,151253,,,,,,,35415,36064,40500,41910,41150,39831,32950,24587,10419,2605
NO_46,633117,326009,315732,,,,,,,74410,75775,85094,88057,86458,83690,69232,51660,21892,5473
NO_50,464060,235187,229746,,,,,,,53909,54898,61650,63796,62638,60631,50158,37427,15861,3965
NO_54,244326,120516,116517,,,,,,,27485,27986,31429,32534,31937,30913,25571,19074,8083,2021
NP,28087871,12770054,15317817,22543325,5544546,1329732,1329732,195.93911,0.574,7343836,8795125,7474334,5427214,4413618,3411246,2360425,1293581,291599,72900
NR,12704,4785,5461,0,12704,,,635.2,,2211,1831,1548,1941,1190,885,500,118,18,4
NU,1612,687,702,,,,,,,256,216,176,163,164,186,111,84,26,7
NZ,4841000,2379944,2461056,651695,4189305,1556875,1556875,18.385173,0.917,581618,579959,622533,574089,548821,582065,482834,334115,138206,34552
OM,4829483,3186779,1642704,746686,4082797,1446563,1446563,15.604145,0.821,580183,405839,826693,1074752,492561,228135,104071,39208,12793,3198
PA,4176873,2092389,2084484,1348754,2828119,1783490,1783490,56.186077,0.789,751900,697327,647932,585395,525548,407155,263652,146335,64729,16182
PA_1,125461,83842,78621,,,,,,,43706,33892,24948,19386,16452,11706,8061,2880,1146,286
PA_10,464038,284558,278886,,,,,,,104366,91517,92908,87969,76456,52670,30666,17341,7641,1910
PA_2,233708,138775,130025,,,,,,,53138,47475,36379,34424,32302,27928,19003,11275,5501,1375
PA_3,241928,150111,145593,,,,,,,57903,54952,47140,41386,35863,26085,17004,10053,4254,1064
PA_4,416873,241099,232103,,,,,,,87565,82780,68090,66210,59160,45931,33402,19636,8342,2086
PA_5,48378,28712,23490,,,,,,,13120,10665,7084,6087,5684,4882,2814,1322,435,109
PA_6,109955,60914,60250,,,,,,,18471,19038,15624,16362,17266,15109,10200,6155,2351,588
PA_7,89592,48654,47222,,,,,,,12603,13514,11566,13021,14105,13056,9450,5609,2362,590
PA_8,1249032,756226,783004,,,,,,,235890,239042,270551,239347,211115,160721,96429,54028,25686,6421
PA_9,226991,134766,123197,,,,,,,49379,46653,35397,32078,30353,27261,21088,10556,4158,1040
PA_EM,10001,5468,4489,,,,,,,2501,2034,1351,1160,1084,932,538,253,83,21
PA_KY,33109,16228,18243,,,,,,,8303,6073,4428,3580,3733,3866,2607,1423,366,92
PA_NB,156747,105053,102507,,,,,,,58902,44819,28915,21421,19400,14982,11103,5269,2199,550
PE,31989256,15886583,16102673,7067386,24921870,10390607,10390607,24.991606,0.75,6397238,6094481,5987902,5490094,4493710,3430398,2210170,1183955,454876,113719
PE_AMA,379384,224478,212622,,,,,,,102323,83767,65804,61147,48660,34601,23280,12006,4410,1102
PE_ANC,1083519,590100,597757,,,,,,,213691,207202,180451,173223,144493,113902,84581,47793,18017,4504
PE_APU,405759,215937,220992,,,,,,,94760,87203,57064,57969,48845,36075,29258,16420,7468,1867
PE_ARE,1382730,765133,795839,,,,,,,234952,244365,268630,250497,207010,161204,104613,58590,24889,6222
PE_AYA,616176,398981,408511,,,,,,,173879,153009,122560,109085,88210,66337,49461,28813,12910,3228
PE_CAJ,1341012,784386,789860,,,,,,,320433,298230,248025,223538,178516,132440,94565,52445,20843,5211
PE_CAL,1129854,,,,,,,,,,,,,,,,,,
PE_CUS,1205527,699739,709200,,,,,,,278828,259262,220715,203630,171746,125317,83345,44084,17610,4402
PE_HUC,721047,461891,455603,,,,,,,203444,184172,139968,123135,103564,75170,50360,26546,8908,2227
PE_HUV,347639,289832,299252,,,,,,,140880,119124,83543,72173,62465,47808,34416,18873,7842,1960
PE_ICA,850765,445690,455606,,,,,,,151818,146936,151703,139448,113989,90658,58839,32131,12619,3155
PE_JUN,1246038,811700,800971,,,,,,,326685,302264,267626,229632,191958,137864,89475,45894,17018,4255
PE_LAL,1778080,1033736,1064931,,,,,,,379135,366667,346913,308573,256299,198841,135344,72157,27790,6948
PE_LAM,1197260,650059,688506,,,,,,,237607,235430,209723,198074,170232,133404,84399,46651,18436,4609
PE_LIM,9485405,5622559,5886457,,,,,,,1704714,1713202,2049676,1918990,1535041,1222787,762467,405351,157430,39358
PE_LMA,9674755,5093699,5373383,,,,,,,1531061,1543018,1882897,1759119,1403683,1118436,689889,362336,141314,35329
PE_LOR,883510,607799,573886,,,,,,,290553,236792,190242,157217,129461,91584,52421,24004,7529,1882
PE_MDD,141070,101508,83281,,,,,,,36498,31715,37737,31688,24072,13516,6168,2393,802,200
PE_MOQ,174863,102789,97024,,,,,,,29011,28442,33935,34234,27665,21808,13901,7347,2776,694
PE_PAS,254065,191746,180855,,,,,,,71554,71950,64953,56588,44681,30496,19087,9463,3063,766
PE_PIU,1856809,1007072,1019007,,,,,,,396679,364292,318591,291337,252679,185347,118919,67483,24602,6150
PE_PUN,1172697,786643,786669,,,,,,,291238,286340,259441,224927,184507,142138,99101,57869,22201,5550
PE_SAM,813381,544886,492649,,,,,,,216424,198082,169509,156139,129510,83639,50203,24098,7945,1986
PE_TAC,329332,193672,194570,,,,,,,60568,61830,71843,67597,53035,37869,21252,9922,3461,865
PE_TUM,224863,130791,121212,,,,,,,46780,42217,44479,40494,33388,22849,12164,6676,2365,591
PE_UCA,496459,324142,303943,,,,,,,138353,124814,104604,91101,75034,50389,26751,12003,4029,1007
PF,277679,140715,136964,105979,171700,,,75.868579,,,,,,,,,,,
PG,8606316,4392429,4213887,7472950,1133366,366862,,19.004363,0.544,2210430,1974797,1609149,1261790,966871,643606,382573,160821,42359,10590
PH,106651922,53601488,53050434,56624705,50027217,13482468,15227448,357.68831,0.699,23394068,21232389,19620297,15477483,12284589,9271897,5698852,2467768,597597,149399
PH_00,24245000,6465881,6733876,,,,,,,2521410,2177524,2815717,2131855,1619399,1093563,566970,213646,47738,11935
PH_01,5026128,2750494,2760437,,,,,,,1075360,1048457,932065,740894,605285,519485,339918,179411,56045,14011
PH_01_ILN,593081,,,,,,,,,,,,,,,,,,
PH_01_ILS,689668,,,,,,,,,,,,,,,,,,
PH_01_LUN,786653,,,,,,,,,,,,,,,,,,
PH_01_PAN,2956726,,,,,,,,,,,,,,,,,,
PH_02,3451410,,,,,,,,,,,,,,,,,,
PH_02_BTN,17246,,,,,,,,,,,,,,,,,,
PH_02_CAG,1199320,,,,,,,,,,,,,,,,,,
PH_02_ISA,1593566,,,,,,,,,,,,,,,,,,
PH_02_NUV,452287,,,,,,,,,,,,,,,,,,
PH_02_QUI,188991,,,,,,,,,,,,,,,,,,
PH_03,11218177,,,,,,,,,,,,,,,,,,
PH_03_AUR,214336,,,,,,,,,,,,,,,,,,
PH_03_BAN,760650,,,,,,,,,,,,,,,,,,
PH_03_BUL,3292071,,,,,,,,,,,,,,,,,,
PH_03_NUE,2151461,,,,,,,,,,,,,,,,,,
PH_03_PAM,2198110,,,,,,,,,,,,,,,,,,
PH_03_TAR,1366027,,,,,,,,,,,,,,,,,,
PH_03_ZMB,590848,,,,,,,,,,,,,,,,,,
PH_05,5796989,,,,,,,,,,,,,,,,,,
PH_05_ALB,1314826,,,,,,,,,,,,,,,,,,
PH_05_CAN,583313,,,,,,,,,,,,,,,,,,
PH_05_CAS,1952544,,,,,,,,,,,,,,,,,,
PH_05_CAT,260964,,,,,,,,,,,,,,,,,,
PH_05_MAS,892393,,,,,,,,,,,,,,,,,,
PH_05_SOR,792949,,,,,,,,,,,,,,,,,,
PH_06,7536383,,,,,,,,,,,,,,,,,,
PH_06_AKL,574823,,,,,,,,,,,,,,,,,,
PH_06_ANT,582012,,,,,,,,,,,,,,,,,,
PH_06_CAP,761384,,,,,,,,,,,,,,,,,,
PH_06_GUI,174613,,,,,,,,,,,,,,,,,,
PH_06_ILI,1936423,,,,,,,,,,,,,,,,,,
PH_06_NEC,2497261,,,,,,,,,,,,,,,,,,
PH_07,7396898,,,,,,,,,,,,,,,,,,
PH_07_BOH,1313560,,,,,,,,,,,,,,,,,,
PH_07_CEB,2938982,,,,,,,,,,,,,,,,,,
PH_07_NER,1354995,,,,,,,,,,,,,,,,,,
PH_07_SIG,95984,,,,,,,,,,,,,,,,,,
PH_08,4440150,,,,,,,,,,,,,,,,,,
PH_08_BIL,171612,,,,,,,,,,,,,,,,,,
PH_08_EAS,467160,,,,,,,,,,,,,,,,,,
PH_08_LEY,1724679,,,,,,,,,,,,,,,,,,
PH_08_NSA,632379,,,,,,,,,,,,,,,,,,
PH_08_SLE,421750,,,,,,,,,,,,,,,,,,
PH_08_WSA,780481,,,,,,,,,,,,,,,,,,
PH_09,3629783,,,,,,,,,,,,,,,,,,
PH_09_ZAN,1011393,,,,,,,,,,,,,,,,,,
PH_09_ZAS,1010674,,,,,,,,,,,,,,,,,,
PH_09_ZSI,633129,,,,,,,,,,,,,,,,,,
PH_10,4689302,,,,,,,,,,,,,,,,,,
PH_10_BUK,1415226,,,,,,,,,,,,,,,,,,
PH_10_CAM,88478,,,,,,,,,,,,,,,,,,
PH_10_LAN,676395,,,,,,,,,,,,,,,,,,
PH_10_MSC,602126,,,,,,,,,,,,,,,,,,
PH_10_MSR,888509,,,,,,,,,,,,,,,,,,
PH_11,4893318,,,,,,,,,,,,,,,,,,
PH_11_COM,736107,,,,,,,,,,,,,,,,,,
PH_11_DAO,558958,,,,,,,,,,,,,,,,,,
PH_11_DAS,632588,,,,,,,,,,,,,,,,,,
PH_11_DAV,1016332,,,,,,,,,,,,,,,,,,
PH_11_DVO,316342,,,,,,,,,,,,,,,,,,
PH_12,4545276,,,,,,,,,,,,,,,,,,
PH_12_NCO,1379747,,,,,,,,,,,,,,,,,,
PH_12_SAR,544261,,,,,,,,,,,,,,,,,,
PH_12_SCO,915289,,,,,,,,,,,,,,,,,,
PH_12_SUK,812095,,,,,,,,,,,,,,,,,,
PH_13,2596709,,,,,,,,,,,,,,,,,,
PH_13_AGN,354503,,,,,,,,,,,,,,,,,,
PH_13_AGS,700653,,,,,,,,,,,,,,,,,,
PH_13_DIN,127152,,,,,,,,,,,,,,,,,,
PH_13_SUN,485088,,,,,,,,,,,,,,,,,,
PH_13_SUR,592250,,,,,,,,,,,,,,,,,,
PH_14,3781387,,,,,,,,,,,,,,,,,,
PH_14_BAS,459367,,,,,,,,,,,,,,,,,,
PH_14_LAS,1045429,,,,,,,,,,,,,,,,,,
PH_14_MAG,1173933,,,,,,,,,,,,,,,,,,
PH_14_SLU,824731,,,,,,,,,,,,,,,,,,
PH_14_TAW,390715,,,,,,,,,,,,,,,,,,
PH_15,1722006,,,,,,,,,,,,,,,,,,
PH_15_ABR,241160,,,,,,,,,,,,,,,,,,
PH_15_APA,119184,,,,,,,,,,,,,,,,,,
PH_15_BEN,446224,,,,,,,,,,,,,,,,,,
PH_15_IFU,202802,,,,,,,,,,,,,,,,,,
PH_15_KAL,212680,,,,,,,,,,,,,,,,,,
PH_15_MOU,154590,,,,,,,,,,,,,,,,,,
PH_40,14414774,,,,,,,,,,,,,,,,,,
PH_40_BTG,2694335,,,,,,,,,,,,,,,,,,
PH_40_CAV,3678301,,,,,,,,,,,,,,,,,,
PH_40_LAG,3035081,,,,,,,,,,,,,,,,,,
PH_40_QUE,1856582,,,,,,,,,,,,,,,,,,
PH_40_RIZ,2884227,,,,,,,,,,,,,,,,,,
PH_41,2963360,,,,,,,,,,,,,,,,,,
PH_41_MAD,234521,,,,,,,,,,,,,,,,,,
PH_41_MDC,487414,,,,,,,,,,,,,,,,,,
PH_41_MDR,844059,,,,,,,,,,,,,,,,,,
PH_41_PLW,849469,,,,,,,,,,,,,,,,,,
PH_41_ROM,292781,,,,,,,,,,,,,,,,,,
PK,212215030,109209940,103005090,134404267,77810763,15400223,42595519,275.28932,0.562,54966734,45742774,41063211,33454011,22915188,16447421,9687123,4989668,1259568,314892
PK_BA,13162222,,,,,,,,,,,,,,,,,,
PK_GB,1155755,,,,,,,,,,,,,,,,,,
PK_JK,4567982,,,,,,,,,,,,,,,,,,
