date,key,mobility_driving,mobility_transit,mobility_walking,mobility_retail_and_recreation,mobility_grocery_and_pharmacy,mobility_parks,mobility_transit_stations,mobility_workplaces,mobility_residential
2020-06-07,US_GA_13231,37.41,,,,,,,-23,
2020-06-07,US_GA_13233,43.32,,,0,9,,,-13,
2020-06-07,US_GA_13237,138.96,,,,,,,-18,
2020-06-07,US_GA_13241,264.68,,,,,,,-3,
2020-06-07,US_GA_13245,14.86,,,-16,0,33,-8,-20,4
2020-06-07,US_GA_13247,24.13,,,-11,1,32,,-19,6
2020-06-07,US_GA_13255,25.93,,,-2,3,,,-18,
2020-06-07,US_GA_13257,43.91,,,2,,,,-7,
2020-06-07,US_GA_13261,-7.71,,,-7,,,,-18,
2020-06-07,US_GA_13267,21.71,,,,,,,-20,
2020-06-07,US_GA_13275,-5.17,,,-24,-4,,,-19,
2020-06-07,US_GA_13277,27.61,,,-1,3,,-7,-12,
2020-06-07,US_GA_13279,11.09,,,-10,,,,-9,
2020-06-07,US_GA_13285,66.77,,,-2,6,,-2,-12,
2020-06-07,US_GA_13287,96.51,,,,,,,,
2020-06-07,US_GA_13289,76.66,,,,,,,,
2020-06-07,US_GA_13291,129.56,,,17,,,,-10,
2020-06-07,US_GA_13293,25.67,,,-5,,,,-19,
2020-06-07,US_GA_13295,45.03,,,2,13,,,-13,
2020-06-07,US_GA_13297,28.17,,,-6,9,,,-20,3
2020-06-07,US_GA_13299,26.68,,,-4,4,,,-19,
2020-06-07,US_GA_13303,43.58,,,,,,,-8,
2020-06-07,US_GA_13305,36.5,,,-7,,,,-26,
2020-06-07,US_GA_13311,290.65,,,46,,,,-3,
2020-06-07,US_GA_13313,48.48,,,-4,11,,-1,-15,2
2020-06-07,US_GA_13321,27.33,,,,,,,-21,
2020-06-07,US_GU,-14.62,,,,,,,,
2020-06-07,US_HI,-47.72,,,-39,-19,-30,-66,-28,9
2020-06-07,US_HI_15001,-69.97,,,-44,-29,-48,-82,-25,8
2020-06-07,US_HI_15003,-34.55,,,-34,-12,-13,-61,-26,8
2020-06-07,US_HI_15007,-85.83,,,-55,-36,-60,-83,-36,
2020-06-07,US_HI_15009,-74.29,,,-55,-35,-51,-81,-40,10
2020-06-07,US_IA,43.53,,,-2,28,266,3,-8,0
2020-06-07,US_IA_19001,66.78,,,,,,,,
2020-06-07,US_IA_19011,88.03,,,,,,,-6,
2020-06-07,US_IA_19013,31.48,,,-10,16,,-6,-8,0
2020-06-07,US_IA_19015,92.63,,,,,,,-10,
2020-06-07,US_IA_19017,36.18,,,,,,,-15,
2020-06-07,US_IA_19019,72.59,,,,,,,,
2020-06-07,US_IA_19021,36.66,,,,,,,-17,
2020-06-07,US_IA_19027,36.44,,,,,,,,
2020-06-07,US_IA_19029,80.86,,,,,,,,
2020-06-07,US_IA_19031,80.1,,,,,,,,
2020-06-07,US_IA_19033,75.6,,,14,37,,,-5,
2020-06-07,US_IA_19041,,,,,,,,-11,
2020-06-07,US_IA_19045,60.16,,,15,,,,-5,
2020-06-07,US_IA_19049,44.6,,,-16,-19,,,-5,
2020-06-07,US_IA_19057,65.83,,,6,,,,-11,
2020-06-07,US_IA_19059,358.69,,,,,,,,
2020-06-07,US_IA_19061,59.96,,,-8,36,,-18,-9,-1
2020-06-07,US_IA_19065,,,,,,,,-3,
2020-06-07,US_IA_19067,41.26,,,,,,,,
2020-06-07,US_IA_19069,73.26,,,,,,,,
2020-06-07,US_IA_19071,,,,,,,17,,
2020-06-07,US_IA_19075,43.72,,,,,,,,
2020-06-07,US_IA_19079,70.25,,,,,,0,,
2020-06-07,US_IA_19083,34.98,,,,,,,-11,
2020-06-07,US_IA_19085,68.74,,,,,,,,
2020-06-07,US_IA_19087,56.13,,,,,,,-3,
2020-06-07,US_IA_19095,88.69,,,,,,,-9,
2020-06-07,US_IA_19097,,,,,,,,2,
2020-06-07,US_IA_19099,65.78,,,-5,,,29,-2,
2020-06-07,US_IA_19103,58.99,,,-16,-2,,-9,-11,3
2020-06-07,US_IA_19105,90.21,,,,,,,4,
2020-06-07,US_IA_19109,,,,,,,,-7,
2020-06-07,US_IA_19111,43.64,,,19,7,,,-7,
2020-06-07,US_IA_19113,39.87,,,-11,36,245,-24,-12,1
2020-06-07,US_IA_19121,60.11,,,,,,,,
2020-06-07,US_IA_19123,25.36,,,-2,,,,-6,
2020-06-07,US_IA_19125,86.57,,,23,,,,-5,
2020-06-07,US_IA_19127,63.24,,,6,,,,-6,
2020-06-07,US_IA_19129,50.77,,,,,,,,
2020-06-07,US_IA_19139,109.95,,,14,,,,-4,
2020-06-07,US_IA_19145,,,,,,,,-15,
2020-06-07,US_IA_19149,31.69,,,,,,,-7,
2020-06-07,US_IA_19153,23.76,,,-7,23,262,-16,-12,1
2020-06-07,US_IA_19155,38.45,,,-6,28,,13,-12,1
2020-06-07,US_IA_19157,55.03,,,,,,-15,-15,
2020-06-07,US_IA_19163,60.43,,,-2,20,,,-10,0
2020-06-07,US_IA_19167,1.39,,,,,,,-21,
2020-06-07,US_IA_19169,-9.05,,,-21,-6,,,-18,4
2020-06-07,US_IA_19171,,,,,,,,-20,
2020-06-07,US_IA_19179,62.77,,,1,,,,0,
2020-06-07,US_IA_19181,40,,,13,,,,-2,
2020-06-07,US_IA_19183,53.43,,,,,,,0,
2020-06-07,US_IA_19187,25.93,,,5,,,,-10,
2020-06-07,US_IA_19191,73.87,,,,,,,-16,
2020-06-07,US_IA_19193,39.43,,,-7,12,,4,-11,3
2020-06-07,US_ID,36.78,,,3,10,71,9,-15,3
2020-06-07,US_ID_16001,8.22,,,-11,-1,25,-31,-16,4
2020-06-07,US_ID_16005,48.29,,,13,8,27,36,-10,2
2020-06-07,US_ID_16011,61.66,,,,,,,-13,
2020-06-07,US_ID_16013,92.7,,,-39,,,,-34,
2020-06-07,US_ID_16017,131.75,,,32,,,,-12,
2020-06-07,US_ID_16019,22.14,,,11,17,77,7,-12,2
2020-06-07,US_ID_16027,26.03,,,2,7,47,12,-15,2
2020-06-07,US_ID_16031,105.33,,,,,,,-25,
2020-06-07,US_ID_16039,117.2,,,12,,,43,-2,
2020-06-07,US_ID_16045,,,,,,,,-15,
2020-06-07,US_ID_16047,,,,,,,,-6,
2020-06-07,US_ID_16051,0.44,,,,,,,-30,
2020-06-07,US_ID_16053,120.3,,,,,,122,-5,
2020-06-07,US_ID_16055,87.9,,,16,15,127,9,-13,1
2020-06-07,US_ID_16057,44.22,,,-14,,,,-21,
2020-06-07,US_ID_16065,-14.57,,,,,,,-48,
2020-06-07,US_ID_16067,77.69,,,11,,,39,-19,
2020-06-07,US_ID_16069,82.7,,,8,13,,,-11,
2020-06-07,US_ID_16075,42.41,,,,,,,-14,
2020-06-07,US_ID_16083,64.4,,,7,14,,,-9,2
2020-06-07,US_IL,7.73,,,-21,-1,138,-27,-15,3
2020-06-07,US_IL_17001,24.68,,,-10,1,,,-12,
2020-06-07,US_IL_17005,41.27,,,,,,15,,
2020-06-07,US_IL_17007,46.74,,,4,9,,3,-10,
2020-06-07,US_IL_17011,64.31,,,,,,,-11,
2020-06-07,US_IL_17019,19.35,,,-28,-8,,-23,-17,5
2020-06-07,US_IL_17021,42.94,,,-2,,,,-15,
2020-06-07,US_IL_17023,60.7,,,,,,26,-11,
2020-06-07,US_IL_17027,38.7,,,25,,,,-12,
2020-06-07,US_IL_17029,10.78,,,-10,13,,,-10,
2020-06-07,US_IL_17031,-5.03,,,-29,-7,105,-40,-21,5
2020-06-07,US_IL_17033,,,,,,,,-4,
2020-06-07,US_IL_17035,57.71,,,,,,2,,
2020-06-07,US_IL_17037,15.1,,,-8,13,,,-12,2
2020-06-07,US_IL_17039,98.98,,,,,,,,
2020-06-07,US_IL_17041,50.52,,,,,,,-16,
2020-06-07,US_IL_17043,-7.33,,,-24,-2,148,-21,-13,4
2020-06-07,US_IL_17045,,,,,,,,-4,
2020-06-07,US_IL_17049,40.9,,,-5,28,,-10,-7,
2020-06-07,US_IL_17051,5.68,,,,,,,-6,
2020-06-07,US_IL_17055,103.85,,,9,63,,,-7,
2020-06-07,US_IL_17057,38.42,,,14,,,,-5,
2020-06-07,US_IL_17063,47.39,,,14,15,,22,-9,
2020-06-07,US_IL_17067,,,,,,,,-5,
2020-06-07,US_IL_17073,54.42,,,-3,26,,-40,-4,
2020-06-07,US_IL_17075,47.02,,,,,,4,-8,
2020-06-07,US_IL_17077,24.4,,,-28,0,,,-18,
2020-06-07,US_IL_17081,55.92,,,1,6,,25,-18,
2020-06-07,US_IL_17083,44.91,,,19,,,,0,
2020-06-07,US_IL_17085,220.8,,,,,,,-10,
2020-06-07,US_IL_17089,22.83,,,-13,2,242,-1,-10,3
2020-06-07,US_IL_17091,38.33,,,-12,15,,,-13,1
2020-06-07,US_IL_17093,50.9,,,-3,-1,,,-10,3
2020-06-07,US_IL_17095,51.82,,,-8,28,,8,-15,
2020-06-07,US_IL_17097,18.76,,,-15,1,223,6,-12,4
2020-06-07,US_IL_17099,133.62,,,7,48,,48,-12,1
2020-06-07,US_IL_17103,77.89,,,6,,,,-7,
2020-06-07,US_IL_17105,49.45,,,0,,,,-8,
2020-06-07,US_IL_17107,31.15,,,-8,,,,-14,
2020-06-07,US_IL_17109,-12.79,,,-15,,,,-2,
2020-06-07,US_IL_17111,51.72,,,-5,13,,-18,-8,2
2020-06-07,US_IL_17113,20.28,,,-17,-2,,-13,-10,2
2020-06-07,US_IL_17115,28.09,,,-13,6,,,-13,1
2020-06-07,US_IL_17117,44.85,,,,,,,-8,
2020-06-07,US_IL_17119,14.14,,,-16,3,80,14,-14,2
2020-06-07,US_IL_17121,10.27,,,-14,14,,,-8,
2020-06-07,US_IL_17127,56.11,,,,,,,-17,
2020-06-07,US_IL_17133,34.45,,,-18,-10,,,-14,
2020-06-07,US_IL_17135,42.05,,,-5,,,,-9,
2020-06-07,US_IL_17137,21.46,,,-11,18,,,-14,
2020-06-07,US_IL_17141,72.58,,,-4,21,,,-7,
2020-06-07,US_IL_17143,19.88,,,-21,2,98,-22,-13,2
2020-06-07,US_IL_17145,11.52,,,,,,,-16,
2020-06-07,US_IL_17147,29.39,,,,,,,,
2020-06-07,US_IL_17149,47.95,,,,,,,,
2020-06-07,US_IL_17157,20.91,,,-7,,,,-10,
2020-06-07,US_IL_17161,25.87,,,-21,18,27,-20,-12,1
2020-06-07,US_IL_17163,18.23,,,-18,4,51,1,-16,3
2020-06-07,US_IL_17165,40.35,,,-2,37,,,-3,
2020-06-07,US_IL_17167,23.71,,,-13,7,134,-10,-14,2
2020-06-07,US_IL_17173,91.5,,,,,,,-9,
2020-06-07,US_IL_17177,43.85,,,-8,5,,,-8,
2020-06-07,US_IL_17179,37.42,,,-7,20,,,-9,1
2020-06-07,US_IL_17181,75.5,,,,,,,3,
2020-06-07,US_IL_17183,58.89,,,-3,15,,2,-12,1
2020-06-07,US_IL_17187,,,,,,,,-6,
2020-06-07,US_IL_17189,51.43,,,,,,,-22,
2020-06-07,US_IL_17195,57.8,,,-5,13,,,-5,
2020-06-07,US_IL_17197,15.6,,,-10,5,175,6,-12,3
2020-06-07,US_IL_17199,47.41,,,-8,8,,11,-14,
2020-06-07,US_IL_17201,41.95,,,-10,4,238,-12,-15,1
2020-06-07,US_IL_17203,51.51,,,,,,,-8,
2020-06-07,US_IN,28.06,,,-3,10,247,6,-13,1
2020-06-07,US_IN_18001,19.9,,,-2,,,,-15,
2020-06-07,US_IN_18003,22.35,,,-10,5,,-4,-13,0
2020-06-07,US_IN_18005,33.67,,,3,7,,36,-16,1
2020-06-07,US_IN_18011,29.01,,,2,1,,0,-12,
2020-06-07,US_IN_18013,272.53,,,,,,,-10,
2020-06-07,US_IN_18015,76.97,,,,,,,-19,
2020-06-07,US_IN_18017,48.97,,,-7,15,,,-10,
2020-06-07,US_IN_18019,38.09,,,-7,15,,23,-12,2
2020-06-07,US_IN_18021,47.23,,,,,,20,-3,
2020-06-07,US_IN_18023,35.36,,,1,18,,,-5,
2020-06-07,US_IN_18025,,,,,,,18,,
2020-06-07,US_IN_18027,18.43,,,-6,,,,-8,
2020-06-07,US_IN_18029,48.48,,,2,23,,,-18,
2020-06-07,US_IN_18031,106.31,,,2,,,8,-14,
2020-06-07,US_IN_18033,37.46,,,3,,,,-7,
2020-06-07,US_IN_18035,13.2,,,-12,8,,48,-14,0
2020-06-07,US_IN_18037,27.94,,,-11,2,,,6,
2020-06-07,US_IN_18039,23.68,,,12,10,,33,-6,0
2020-06-07,US_IN_18041,,,,,,,,-22,
2020-06-07,US_IN_18043,5.21,,,-7,1,,,-16,2
2020-06-07,US_IN_18045,71.63,,,,,,,,
2020-06-07,US_IN_18047,271.26,,,,,,,-13,
2020-06-07,US_IN_18049,60.54,,,,,,,-2,
2020-06-07,US_IN_18051,25.06,,,-1,,,15,4,
2020-06-07,US_IN_18053,14.29,,,8,14,,9,-11,-1
2020-06-07,US_IN_18055,52.4,,,,,,,-13,
2020-06-07,US_IN_18057,23.6,,,-11,0,,,-12,3
2020-06-07,US_IN_18059,28.97,,,3,48,,9,-10,
2020-06-07,US_IN_18061,57.88,,,3,27,,,-9,
2020-06-07,US_IN_18063,23.5,,,-4,6,,12,-14,1
2020-06-07,US_IN_18065,54.04,,,7,22,,-2,-6,
2020-06-07,US_IN_18067,34.78,,,-1,11,,,-14,0
2020-06-07,US_IN_18069,72.59,,,12,,,,-15,
2020-06-07,US_IN_18071,43.64,,,21,-28,,,-19,
2020-06-07,US_IN_18073,71.84,,,8,32,,17,-1,
2020-06-07,US_IN_18075,21.61,,,,,,,-13,
2020-06-07,US_IN_18077,91.23,,,10,21,,,-7,
2020-06-07,US_IN_18079,62.13,,,,,,,-13,
2020-06-07,US_IN_18081,40.94,,,-6,12,,6,-9,1
2020-06-07,US_IN_18083,11.96,,,9,26,,,-1,
2020-06-07,US_IN_18085,87.27,,,26,21,,,-11,
2020-06-07,US_IN_18087,92.39,,,,,,-2,-12,
2020-06-07,US_IN_18089,57.77,,,7,13,95,15,-16,2
2020-06-07,US_IN_18091,122.55,,,32,40,,23,-10,0
2020-06-07,US_IN_18093,37.27,,,7,16,,,-10,
2020-06-07,US_IN_18095,31.02,,,11,9,,-1,-17,-1
2020-06-07,US_IN_18097,5.03,,,-15,4,150,-20,-17,1
2020-06-07,US_IN_18099,62.69,,,19,28,,17,4,
2020-06-07,US_IN_18103,106.03,,,,15,,,-15,
2020-06-07,US_IN_18105,-25.05,,,-18,-8,,-24,-18,4
2020-06-07,US_IN_18107,82.9,,,12,24,,,-18,
2020-06-07,US_IN_18109,41.66,,,16,11,,,-13,
2020-06-07,US_IN_18111,79.52,,,,,,,,
2020-06-07,US_IN_18113,55.75,,,21,28,,,-5,
2020-06-07,US_IN_18117,,,,,,,,-27,
2020-06-07,US_IN_18119,97.77,,,,,,,-10,
2020-06-07,US_IN_18123,,,,,,,,-2,
2020-06-07,US_IN_18127,106,,,8,14,,21,-13,2
2020-06-07,US_IN_18129,24.02,,,,,,,-3,
2020-06-07,US_IN_18133,77.17,,,4,,,,-3,
2020-06-07,US_IN_18135,34.48,,,,,,,0,
2020-06-07,US_IN_18137,81.3,,,,,,,0,
2020-06-07,US_IN_18139,54.05,,,,,,,-22,
2020-06-07,US_IN_18141,21.62,,,-6,5,,1,-7,0
2020-06-07,US_IN_18143,63.29,,,16,,,,-12,
2020-06-07,US_IN_18145,45.92,,,-8,12,,-14,-16,
2020-06-07,US_IN_18147,50.33,,,,,,,4,
2020-06-07,US_IN_18149,85,,,,,,,-8,
2020-06-07,US_IN_18151,155.34,,,43,,,50,-8,
2020-06-07,US_IN_18153,43.09,,,,,,,-3,
2020-06-07,US_IN_18157,-4.52,,,-23,-4,,-3,-12,2
2020-06-07,US_IN_18159,34.82,,,,,,,,
2020-06-07,US_IN_18163,13.53,,,-13,5,,,-9,2
2020-06-07,US_IN_18165,45.34,,,,,,,-5,
2020-06-07,US_IN_18167,29.24,,,-4,8,,15,-17,1
2020-06-07,US_IN_18169,78.36,,,12,24,,,-7,
2020-06-07,US_IN_18173,50.09,,,-2,-5,,,-2,
2020-06-07,US_IN_18175,22.11,,,,,,,0,
2020-06-07,US_IN_18177,46.63,,,8,13,,11,-10,-1
2020-06-07,US_IN_18179,13.81,,,,,,,-19,
2020-06-07,US_IN_18181,117.67,,,,,,,-3,
2020-06-07,US_IN_18183,38.38,,,15,19,,,-14,
2020-06-07,US_KS,24.65,,,-2,4,117,8,-12,1
2020-06-07,US_KS_20001,,,,,,,,-15,
2020-06-07,US_KS_20005,7.34,,,,,,,-18,
2020-06-07,US_KS_20009,0,,,,,,,-8,
2020-06-07,US_KS_20011,84.85,,,,,,,,
2020-06-07,US_KS_20015,49.73,,,16,10,,,-11,
2020-06-07,US_KS_20021,53.31,,,,,,,-9,
2020-06-07,US_KS_20031,,,,,,,14,,
2020-06-07,US_KS_20035,25.69,,,0,,,,-17,
2020-06-07,US_KS_20037,47.38,,,4,,,,-6,
2020-06-07,US_KS_20041,71.63,,,,,,,5,
2020-06-07,US_KS_20045,40.49,,,-19,1,,,-14,4
2020-06-07,US_KS_20051,103.35,,,18,,,,-8,
2020-06-07,US_KS_20055,26.39,,,-3,10,,-41,-8,
2020-06-07,US_KS_20057,32.84,,,-15,,,3,-17,
2020-06-07,US_KS_20059,33.81,,,7,,,,-6,
2020-06-07,US_KS_20061,61.71,,,1,1,,,-6,
2020-06-07,US_KS_20079,22.42,,,12,,,8,-18,
2020-06-07,US_KS_20087,100.81,,,,,,,-24,
2020-06-07,US_KS_20091,8.04,,,-6,-3,242,,-10,3
2020-06-07,US_KS_20099,36.14,,,,,,,-6,
2020-06-07,US_KS_20103,25.99,,,1,10,,0,-13,
2020-06-07,US_KS_20111,22.87,,,-6,,,-3,-20,
2020-06-07,US_KS_20113,40.8,,,10,,,11,-15,
2020-06-07,US_KS_20121,90.69,,,19,,,,-9,
2020-06-07,US_KS_20125,26.38,,,15,,,,-11,
2020-06-07,US_KS_20133,,,,,,,,-6,
2020-06-07,US_KS_20139,109.62,,,,,,,,
2020-06-07,US_KS_20149,61.62,,,12,,,,-14,
2020-06-07,US_KS_20155,28.33,,,11,19,,2,-8,0
2020-06-07,US_KS_20161,31.75,,,-23,3,,,-17,
2020-06-07,US_KS_20169,52.42,,,10,6,,20,-11,1
2020-06-07,US_KS_20173,21.78,,,-2,2,87,-14,-11,1
2020-06-07,US_KS_20175,39.95,,,-5,,,6,-3,
2020-06-07,US_KS_20177,28.77,,,1,14,74,31,-13,2
2020-06-07,US_KS_20191,81.09,,,,,,,-12,
2020-06-07,US_KS_20193,112.74,,,,,,,,
2020-06-07,US_KS_20209,15.13,,,-1,8,,-6,-15,1
2020-06-07,US_KY,23.9,,,-7,11,159,-4,-15,1
2020-06-07,US_KY_21001,42.38,,,,,,,,
2020-06-07,US_KY_21003,74.82,,,,,,,-20,
2020-06-07,US_KY_21005,28.52,,,,,,,-16,
2020-06-07,US_KY_21009,46.05,,,4,,,,-13,
2020-06-07,US_KY_21013,37.74,,,9,,,,0,
2020-06-07,US_KY_21015,14.46,,,-7,6,,-32,-16,1
2020-06-07,US_KY_21017,42.3,,,,,,,-19,
2020-06-07,US_KY_21019,23.51,,,-2,19,,,-10,
2020-06-07,US_KY_21021,9.38,,,2,,,,-14,
2020-06-07,US_KY_21029,38.69,,,6,14,,1,-16,1
2020-06-07,US_KY_21035,28,,,-8,27,,,-19,
2020-06-07,US_KY_21037,21.25,,,-14,13,,,-18,1
2020-06-07,US_KY_21041,38.47,,,,,,,,
2020-06-07,US_KY_21043,59.82,,,,,,,5,
2020-06-07,US_KY_21047,25.21,,,4,2,,15,-13,
2020-06-07,US_KY_21049,45.94,,,-6,16,,,-15,
2020-06-07,US_KY_21059,23.35,,,-14,7,,,-9,1
2020-06-07,US_KY_21067,3.21,,,-20,5,108,-19,-19,3
2020-06-07,US_KY_21071,23.16,,,,,,,-5,
2020-06-07,US_KY_21073,15.65,,,5,,,,-12,
2020-06-07,US_KY_21077,53.79,,,,,,,,
2020-06-07,US_KY_21079,,,,,,,,-15,
2020-06-07,US_KY_21081,86.33,,,15,,,,-20,
2020-06-07,US_KY_21083,13.64,,,-1,,,,-15,
2020-06-07,US_KY_21085,94.44,,,,,,,-8,
2020-06-07,US_KY_21089,29.3,,,,,,,-9,
2020-06-07,US_KY_21093,27.12,,,-9,8,,1,-23,2
2020-06-07,US_KY_21097,,,,,,,,-18,
2020-06-07,US_KY_21099,83.94,,,,,,-7,-12,
2020-06-07,US_KY_21101,20.49,,,3,45,,,-11,
2020-06-07,US_KY_21103,52.37,,,,,,8,-18,
2020-06-07,US_KY_21107,28.28,,,1,4,,10,-14,
2020-06-07,US_KY_21111,5.2,,,-19,8,163,-19,-17,3
2020-06-07,US_KY_21113,28.16,,,-5,3,,,-23,
2020-06-07,US_KY_21117,20.61,,,-10,4,,12,-15,1
2020-06-07,US_KY_21121,38.11,,,15,,,,1,
2020-06-07,US_KY_21125,104.61,,,19,39,151,33,-7,
2020-06-07,US_KY_21137,77.98,,,,,,,0,
2020-06-07,US_KY_21141,14.87,,,,,,,-13,
2020-06-07,US_KY_21143,232.53,,,,,,,,
2020-06-07,US_KY_21145,46.45,,,-3,5,,5,-12,
2020-06-07,US_KY_21151,49.94,,,3,20,,19,-23,2
2020-06-07,US_KY_21155,37.26,,,,,,,,
2020-06-07,US_KY_21157,121.05,,,,,,,-18,
2020-06-07,US_KY_21161,35.66,,,13,,,,0,
2020-06-07,US_KY_21163,69.73,,,,,,,-14,
2020-06-07,US_KY_21167,39.12,,,,,,,-7,
2020-06-07,US_KY_21173,36.42,,,14,,,1,-15,
2020-06-07,US_KY_21177,15.76,,,,,,,-10,
2020-06-07,US_KY_21179,26.5,,,0,13,,,-17,
2020-06-07,US_KY_21183,15.88,,,,,,-33,-9,
2020-06-07,US_KY_21185,28.75,,,-3,35,,,-8,
2020-06-07,US_KY_21193,7.74,,,,,,,,
2020-06-07,US_KY_21195,5.02,,,1,,,,-9,
2020-06-07,US_KY_21199,76.99,,,12,16,,,-18,
2020-06-07,US_KY_21203,191.54,,,,,,,,
2020-06-07,US_KY_21205,33.19,,,4,,,,-11,
2020-06-07,US_KY_21209,51.48,,,2,2,,30,-18,
2020-06-07,US_KY_21211,29.68,,,5,,,-2,-24,
2020-06-07,US_KY_21213,56.23,,,7,,,0,-16,
2020-06-07,US_KY_21215,77.29,,,,,,,-25,
2020-06-07,US_KY_21217,47.96,,,8,,,,-10,
2020-06-07,US_KY_21221,189.34,,,,,,,,
2020-06-07,US_KY_21227,23.19,,,-8,5,56,,-18,2
2020-06-07,US_KY_21235,136.97,,,8,,,56,-8,
2020-06-07,US_KY_21239,24.89,,,,,,,-12,
2020-06-07,US_LA,-36.21,,,-35,-11,-50,-40,-27,9
2020-06-07,US_LA_22001,8.86,,,-5,21,,-20,-13,
2020-06-07,US_LA_22003,26.18,,,,,,,-21,
2020-06-07,US_LA_22005,-42.52,,,-38,-12,,,-30,
2020-06-07,US_LA_22007,-30.78,,,,,,,-36,
2020-06-07,US_LA_22009,2.36,,,,13,,,-16,
2020-06-07,US_LA_22011,26.66,,,-2,,,,-14,
2020-06-07,US_LA_22013,44.63,,,,,,,,
2020-06-07,US_LA_22015,27.27,,,-4,11,39,-18,-17,4
2020-06-07,US_LA_22017,17.03,,,-5,7,8,-19,-17,3
2020-06-07,US_LA_22019,19.5,,,-13,-4,0,-16,-15,5
2020-06-07,US_LA_22031,24.85,,,,,,-8,-2,
2020-06-07,US_LA_22033,-37.59,,,-37,-13,-62,-51,-26,11
2020-06-07,US_LA_22037,-7.61,,,,,,,,
2020-06-07,US_LA_22039,12.5,,,,,,,-21,
2020-06-07,US_LA_22041,7.65,,,,,,,,
2020-06-07,US_LA_22043,18.68,,,,,,,-16,
2020-06-07,US_LA_22045,-20.72,,,-11,3,,,-16,
2020-06-07,US_LA_22047,-41.51,,,,,,-36,-22,
2020-06-07,US_LA_22051,-56.11,,,-53,-33,-75,-86,-40,15
2020-06-07,US_LA_22053,21.04,,,-12,,,,-11,
2020-06-07,US_LA_22055,-15.39,,,-20,-2,-15,-20,-18,8
2020-06-07,US_LA_22057,-33.64,,,-52,-20,-63,-66,-42,
2020-06-07,US_LA_22061,31.16,,,-6,6,,,-20,
2020-06-07,US_LA_22063,-7.84,,,-29,-7,-49,-5,-22,9
2020-06-07,US_LA_22065,151.15,,,,,,-10,,
2020-06-07,US_LA_22067,8.81,,,,,,,-16,
2020-06-07,US_LA_22069,9.87,,,-13,,,,-15,
2020-06-07,US_LA_22071,-78.42,,,-77,-45,-89,-78,-52,18
2020-06-07,US_LA_22073,23.11,,,-3,13,,0,-10,3
2020-06-07,US_LA_22075,-63.68,,,,,,,-49,
2020-06-07,US_LA_22077,-13.32,,,,,,,,
2020-06-07,US_LA_22079,3.42,,,-9,13,-16,-41,-19,5
2020-06-07,US_LA_22083,50.31,,,,,,-14,-16,
2020-06-07,US_LA_22085,101.57,,,,,,,-14,
2020-06-07,US_LA_22087,-35.84,,,-44,-20,,,-34,
2020-06-07,US_LA_22089,-64.41,,,-60,-37,,,-38,
2020-06-07,US_LA_22093,-70.04,,,,,,,-31,
2020-06-07,US_LA_22095,-61.62,,,-52,-19,,-48,-36,
2020-06-07,US_LA_22097,7.21,,,-9,1,,-21,-15,
2020-06-07,US_LA_22099,-3.13,,,-21,6,-35,-7,-16,
2020-06-07,US_LA_22101,-25.54,,,-37,-3,,,-35,
2020-06-07,US_LA_22103,-25.87,,,-46,-23,-55,-25,-29,12
2020-06-07,US_LA_22105,-17.35,,,-29,-7,-39,-22,-26,10
2020-06-07,US_LA_22109,-39.41,,,-64,-27,-55,-29,-42,
2020-06-07,US_LA_22111,28.22,,,,,,,-9,
2020-06-07,US_LA_22113,-17.41,,,-1,-5,,,-18,
2020-06-07,US_LA_22115,8.64,,,-12,2,,,-13,
2020-06-07,US_LA_22117,-20.06,,,-30,-1,,,-17,
2020-06-07,US_LA_22119,42.01,,,11,7,,32,-16,
2020-06-07,US_LA_22121,-31.95,,,-29,,,-32,-22,
2020-06-07,US_MA,-11.17,,,-31,-14,72,-49,-17,7
2020-06-07,US_MA_25001,88.97,,,3,13,178,25,-12,4
2020-06-07,US_MA_25003,28.26,,,-12,5,,-18,-17,3
2020-06-07,US_MA_25005,5.47,,,-20,-6,106,-11,-13,4
2020-06-07,US_MA_25007,206.51,,,,,,,,
2020-06-07,US_MA_25009,-5.52,,,-29,-18,88,-24,-20,7
2020-06-07,US_MA_25011,18.92,,,-13,1,,,-14,
2020-06-07,US_MA_25013,10.82,,,-25,-2,105,-29,-16,3
2020-06-07,US_MA_25015,14.07,,,-33,-17,166,-48,-18,6
2020-06-07,US_MA_25017,-25.91,,,-41,-21,46,-50,-17,8
2020-06-07,US_MA_25021,-19.84,,,-39,-16,97,-30,-14,8
2020-06-07,US_MA_25023,4.84,,,-21,-9,154,15,-15,6
2020-06-07,US_MA_25025,-34.86,,,-50,-23,15,-66,-28,10
2020-06-07,US_MA_25027,-0.15,,,-25,-10,72,-25,-14,5
2020-06-07,US_MD,12.38,,,-21,-4,192,-25,-18,6
2020-06-07,US_MD_24001,48.36,,,-13,8,81,9,-14,
2020-06-07,US_MD_24003,10.83,,,-29,-7,294,-63,-17,5
2020-06-07,US_MD_24005,5.34,,,-21,-2,292,-25,-17,5
2020-06-07,US_MD_24009,81.4,,,2,11,,,-16,
2020-06-07,US_MD_24011,113.33,,,,,,,-9,
2020-06-07,US_MD_24013,14.6,,,-12,-16,,,-8,3
2020-06-07,US_MD_24015,55.64,,,10,16,,-13,-7,1
2020-06-07,US_MD_24017,38.73,,,-13,-2,,,-16,7
2020-06-07,US_MD_24019,139.95,,,23,,,,-8,
