key,population,life_expectancy,human_development_index
NL_OV_1742,38064,,
NL_OV_1773,17884,,
NL_OV_1774,26112,,
NL_OV_1896,22283,,
NL_UT,1253672,,
NL_UT_0307,153615,,
NL_UT_0308,24528,,
NL_UT_0310,42378,,
NL_UT_0312,15188,,
NL_UT_0313,20827,,
NL_UT_0317,8877,,
NL_UT_0321,48772,,
NL_UT_0327,29313,,
NL_UT_0331,14163,,
NL_UT_0335,13796,,
NL_UT_0339,5051,,
NL_UT_0340,19402,,
NL_UT_0342,45499,,
NL_UT_0344,343779,,
NL_UT_0345,63812,,
NL_UT_0351,12551,,
NL_UT_0352,23374,,
NL_UT_0353,34102,,
NL_UT_0355,62319,,
NL_UT_0356,61733,,
NL_UT_0589,10055,,
NL_UT_0632,50631,,
NL_UT_0736,44064,,
NL_UT_1581,48522,,
NL_UT_1904,64064,,
NL_UT_1961,55712,,
NL_ZE,380621,,
NL_ZE_0654,22613,,
NL_ZE_0664,36989,,
NL_ZE_0677,27373,,
NL_ZE_0678,7019,,
NL_ZE_0687,47939,,
NL_ZE_0703,22260,,
NL_ZE_0715,54658,,
NL_ZE_0716,25418,,
NL_ZE_0717,21865,,
NL_ZE_0718,44391,,
NL_ZE_1676,33844,,
NL_ZE_1695,7525,,
NL_ZE_1714,23815,,
NL_ZH,3577032,,
NL_ZH_0482,19950,,
NL_ZH_0484,107963,,
NL_ZH_0489,47844,,
NL_ZH_0501,16641,,
NL_ZH_0502,66514,,
NL_ZH_0503,100011,,
NL_ZH_0505,118730,,
NL_ZH_0512,35255,,
NL_ZH_0513,70942,,
NL_ZH_0518,515880,,
NL_ZH_0523,17778,,
NL_ZH_0530,38610,,
NL_ZH_0531,29413,,
NL_ZH_0534,21091,,
NL_ZH_0537,64196,,
NL_ZH_0542,29059,,
NL_ZH_0546,121163,,
NL_ZH_0547,27010,,
NL_ZH_0553,22400,,
NL_ZH_0556,32287,,
NL_ZH_0569,27437,,
NL_ZH_0575,25762,,
NL_ZH_0579,23223,,
NL_ZH_0590,32268,,
NL_ZH_0597,45100,,
NL_ZH_0599,619879,,
NL_ZH_0603,49322,,
NL_ZH_0606,77051,,
NL_ZH_0610,24959,,
NL_ZH_0613,25007,,
NL_ZH_0614,14205,,
NL_ZH_0622,71888,,
NL_ZH_0626,25214,,
NL_ZH_0627,26066,,
NL_ZH_0629,25859,,
NL_ZH_0637,124151,,
NL_ZH_0638,8122,,
NL_ZH_0642,44454,,
NL_ZH_1525,36013,,
NL_ZH_1621,59037,,
NL_ZH_1783,105007,,
NL_ZH_1842,18870,,
NL_ZH_1884,26104,,
NL_ZH_1892,40962,,
NL_ZH_1901,33451,,
NL_ZH_1916,74227,,
NL_ZH_1924,48317,,
NL_ZH_1926,51880,,
NL_ZH_1930,85403,,
NL_ZH_1931,54701,,
NL_ZH_1963,86656,,
NL_ZH_1978,43858,,
NO,3581239,78.28293,0.811
NO_03,634463,,
NO_11,470175,,
NO_15,265290,,
NO_18,241906,,
NO_21,2668,,
NO_22,18,,
NO_30,1227305,,
NO_34,371054,,
NO_38,417711,,
NO_42,305244,,
NO_46,633117,,
NO_50,464060,,
NO_54,244326,,
NP,26494504,61.661,0.279
NR,10084,,
NU,1612,,
NZ,4242048,77.89024,0.793
OM,551737,71.664,0.744
PA,1136090,74.895,0.626
PE,9931518,70.036,0.577
PE_AMA,379384,,
PE_ANC,1063459,,
PE_APU,404190,,
PE_ARE,1382730,,
PE_AYA,616176,,
PE_CAJ,1341012,,
PE_CAL,994494,,
PE_CUS,1205527,,
PE_HUC,721047,,
PE_HUV,347639,,
PE_ICA,850765,,
PE_JUN,1246038,,
PE_LAL,1778080,,
PE_LAM,1197260,,
PE_LIM,9485405,,
PE_LMA,9610299,,
PE_LOR,883510,,
PE_MDD,141070,,
PE_MOQ,174863,,
PE_PAS,254065,,
PE_PIU,1856809,,
PE_PUN,1172697,,
PE_SAM,813381,,
PE_TAC,329332,,
PE_TUM,224863,,
PE_UCA,496459,,
PF,78083,71.955,
PG,1966957,61.538,0.334
PH,92337852,67.019,0.557
PK,45540594,62.476,0.353
PK_BA,13162222,,
PK_GB,1155755,,
PK_IS,,,
PK_JK,4567982,,
PK_KP,26896829,,
PK_PB,101391000,,
PK_SD,55245497,,
PL,29637450,73.0439,0.689
PL_02,2915245,,
PL_04,2090836,,
PL_06,2151836,,
PL_08,1020767,,
PL_10,2508464,,
PL_12,3360581,,
PL_14,5492000,,
PL_16,1010203,,
PL_18,2129284,,
PL_20,1193348,,
PL_22,2290070,,
PL_24,4617000,,
PL_26,1241546,,
PL_28,1437812,,
PL_30,3495470,,
PL_32,1698344,,
PM,6057,,
PN,27,,
PR,2358000,75.38117,
PS,,,
PT,8857716,75.96341,0.645
PT_11,4196354,,
PT_15,438864,,
PT_16,,,
PT_17,,,
PT_18,,,
PT_20,246746,,
PT_30,267785,,
PW,9638,70.49366,0.743
PY,6672633,69.808,0.551
QA,47316,76.164,0.729
RE,835103,,
RO,18406905,70.5122,0.703
RS,7041599,71.58293,0.714
RU,143056383,65.9822,0.729
RU_AD,451471,,
RU_ALT,2376660,,
RU_AMU,805770,,
RU_ARK,1129908,,
RU_AST,1017495,,
RU_BA,4071181,,
RU_BEL,1549581,,
RU_BRY,1225799,,
RU_BU,982314,,
RU_CE,1394833,,
RU_CHE,3476217,,
RU_CHU,50150,,
RU_CU,1236247,,
RU_DA,3015639,,
RU_IN,473340,,
RU_IRK,2412138,,
RU_IVA,1029798,,
RU_KAM,316328,,
RU_KB,862050,,
RU_KC,467617,,
RU_KDA,5226647,,
RU_KEM,2717176,,
RU_KGD,976569,,
RU_KGN,862041,,
RU_KHA,1333610,,
RU_KHM,1625501,,
RU_KIR,1296958,,
RU_KK,536768,,
RU_KL,278855,,
RU_KLU,1009712,,
RU_KO,856631,,
RU_KOS,651524,,
RU_KR,629771,,
RU_KRS,1119508,,
RU_KYA,2865908,,
RU_LEN,1779422,,
RU_LIP,1156055,,
RU_MAG,146275,,
RU_ME,685852,,
RU_MO,807444,,
RU_MOS,7312439,,
RU_MOW,1174700,,
RU_MUR,762371,,
RU_NEN,43855,,
RU_NGR,615642,,
RU_NIZ,3258645,,
RU_NVS,2761659,,
RU_OMS,1977630,,
RU_ORE,1994435,,
RU_ORL,747247,,
RU_PER,2633774,,
RU_PNZ,1348382,,
RU_PRI,1928962,,
RU_PSK,642494,,
RU_ROS,4235560,,
RU_RYA,1140844,,
RU_SA,964330,,
RU_SAK,487419,,
RU_SAM,3193514,,
RU_SAR,2486654,,
RU_SE,703470,,
RU_SMO,959088,,
RU_SPE,149700,,
RU_STA,2800551,,
RU_SVE,4328942,,
RU_TA,3868537,,
RU_TAM,1050410,,
RU_TOM,1076959,,
RU_TUL,1506483,,
RU_TVE,1304067,,
RU_TY,315532,,
RU_TYU,1455003,,
RU_UD,1517237,,
RU_ULY,1257532,,
RU_VGG,2545227,,
RU_VLA,1396903,,
RU_VLG,1187660,,
RU_VOR,2333704,,
RU_YAN,534299,,
RU_YAR,1271801,,
RU_YEV,170377,,
RU_ZAB,1082633,,
RW,2933424,46.412,0.299
SA,4072110,72.187,0.69
SB,117869,62.449,0.446
SC,92000,72.66829,0.715
SD,40235000,58.07,0.331
SE,10161797,79.44146,0.786
SE_110,2181318,,
SE_121,346980,,
SE_122,279366,,
SE_123,439586,,
SE_124,291617,,
SE_125,269555,,
SE_211,342529,,
SE_212,187759,,
SE_213,234700,,
SE_214,58218,,
SE_221,158977,,
SE_224,1306951,,
SE_231,322343,,
SE_232,1681082,,
SE_311,279535,,
SE_312,285571,,
SE_313,285265,,
SE_321,246023,,
SE_322,129076,,
SE_331,266548,,
SE_332,250525,,
SG,5399200,77.55122,0.718
SH,4255,,
SI,2062874,75.00976,0.766
SJ,,,
SK,5426252,72.90244,0.738
SL,2160111,37.822,0.268
SM,15393,85.41707,
SN,3177737,57.533,0.325
SO,2756380,50.389,
SR,290137,67.798,0.692
SS,12340000,48.825,0.47
ST,64255,63.181,0.452
SV,2772970,68.541,0.488
SX,37132,74.5439,
SY,4592777,72.882,0.516
SZ,349233,49.968,0.473
TC,5724,,
TD,3002596,47.59,0.332
TF,196,,
TG,1580513,53.544,0.403
TH,30362310,70.462,0.502
TJ,8610000,65.053,0.616
TK,1499,,
TL,499681,58.38,0.469
TM,5125693,63.412,0.666
TN,11304500,72.883,0.486
TO,61600,70.674,0.607
TR,27553280,69.417,0.492
TT,848481,68.489,0.669
TV,6104,,
TW,23593794,,
TZ,10074490,50.831,0.371
UA,42800501,68.21341,0.705
UA_40,418987,,
UA_43,1957801,,
UG,6788211,46.16,0.285
UM,300,,
US,3929214,76.58293,0.826
US_AK,710231,,
US_AK_02013,3141,,
US_AK_02016,5561,,
US_AK_02020,291826,,
US_AK_02050,17013,,
US_AK_02060,997,,
US_AK_02068,1826,,
US_AK_02070,4847,,
US_AK_02090,97581,,
US_AK_02100,2508,,
US_AK_02105,2150,,
US_AK_02110,31275,,
US_AK_02122,55400,,
US_AK_02130,13477,,
US_AK_02150,13592,,
US_AK_02158,7459,,
US_AK_02164,1631,,
US_AK_02170,88995,,
US_AK_02180,9492,,
US_AK_02185,9430,,
US_AK_02188,7523,,
US_AK_02195,3221,,
US_AK_02198,5559,,
US_AK_02220,8881,,
US_AK_02230,968,,
US_AK_02240,7029,,
US_AK_02261,9636,,
US_AK_02275,2308,,
US_AK_02282,662,,
US_AK_02290,5588,,
US_AL,4779736,,
US_AL_01001,54571,,
US_AL_01003,182265,,
US_AL_01005,27457,,
US_AL_01007,22915,,
US_AL_01009,57322,,
US_AL_01011,10914,,
US_AL_01013,20947,,
US_AL_01015,118572,,
US_AL_01017,34215,,
US_AL_01019,25989,,
US_AL_01021,43643,,
US_AL_01023,13859,,
US_AL_01025,25833,,
US_AL_01027,13932,,
US_AL_01029,14972,,
US_AL_01031,49948,,
US_AL_01033,54428,,
US_AL_01035,13228,,
US_AL_01037,11539,,
US_AL_01039,37765,,
US_AL_01041,13906,,
US_AL_01043,80406,,
US_AL_01045,50251,,
US_AL_01047,43820,,
US_AL_01049,71109,,
US_AL_01051,79303,,
US_AL_01053,38319,,
US_AL_01055,104430,,
US_AL_01057,17241,,
US_AL_01059,31704,,
US_AL_01061,26790,,
US_AL_01063,9045,,
US_AL_01065,15760,,
US_AL_01067,17302,,
US_AL_01069,101547,,
US_AL_01071,53227,,
US_AL_01073,658466,,
US_AL_01075,14564,,
US_AL_01077,92709,,
US_AL_01079,34339,,
US_AL_01081,140247,,
US_AL_01083,82782,,
US_AL_01085,11299,,
US_AL_01087,21452,,
US_AL_01089,334811,,
US_AL_01091,21027,,
US_AL_01093,30776,,
US_AL_01095,93019,,
US_AL_01097,412992,,
US_AL_01099,23068,,
US_AL_01101,229363,,
US_AL_01103,119490,,
US_AL_01105,10591,,
US_AL_01107,19746,,
US_AL_01109,32899,,
US_AL_01111,22913,,
US_AL_01113,52947,,
US_AL_01115,83593,,
US_AL_01117,195085,,
US_AL_01119,13763,,
US_AL_01121,82291,,
US_AL_01123,41616,,
US_AL_01125,194656,,
US_AL_01127,67023,,
US_AL_01129,17581,,
US_AL_01131,11670,,
US_AL_01133,24484,,
US_AR,2915918,,
US_AR_05001,19019,,
US_AR_05003,21853,,
US_AR_05005,41513,,
US_AR_05007,221339,,
US_AR_05009,36903,,
US_AR_05011,11508,,
US_AR_05013,5368,,
US_AR_05015,27446,,
US_AR_05017,11800,,
US_AR_05019,22995,,
US_AR_05021,16083,,
US_AR_05023,25970,,
US_AR_05025,8689,,
US_AR_05027,24552,,
US_AR_05029,21273,,
US_AR_05031,96443,,
US_AR_05033,61948,,
US_AR_05035,50902,,
US_AR_05037,17870,,
US_AR_05039,8116,,
US_AR_05041,13008,,
US_AR_05043,18509,,
US_AR_05045,113237,,
US_AR_05047,18125,,
US_AR_05049,12245,,
US_AR_05051,96024,,
US_AR_05053,17853,,
US_AR_05055,42090,,
US_AR_05057,22609,,
US_AR_05059,32923,,
US_AR_05061,13789,,
US_AR_05063,36647,,
US_AR_05065,13696,,
US_AR_05067,17997,,
US_AR_05069,77435,,
US_AR_05071,25540,,
US_AR_05073,7645,,
US_AR_05075,17415,,
US_AR_05077,10424,,
US_AR_05079,14134,,
US_AR_05081,13171,,
US_AR_05083,22353,,
US_AR_05085,68356,,
US_AR_05087,15717,,
US_AR_05089,16653,,
US_AR_05091,43462,,
US_AR_05093,46480,,
US_AR_05095,8149,,
US_AR_05097,9487,,
US_AR_05099,8997,,
US_AR_05101,8330,,
US_AR_05103,26120,,
US_AR_05105,10445,,
US_AR_05107,21757,,
US_AR_05109,11291,,
US_AR_05111,24583,,
US_AR_05113,20662,,
US_AR_05115,61754,,
US_AR_05117,8715,,
US_AR_05119,382748,,
US_AR_05121,17969,,
US_AR_05123,28258,,
US_AR_05125,107118,,
US_AR_05127,11233,,
US_AR_05129,8195,,
US_AR_05131,125744,,
US_AR_05133,17058,,
US_AR_05135,17264,,
US_AR_05137,12394,,
US_AR_05139,41639,,
US_AR_05141,17295,,
US_AR_05143,203065,,
US_AR_05145,77076,,
US_AR_05147,7260,,
US_AR_05149,22185,,
US_AS,20012,,
US_AZ,6392017,,
US_AZ_04001,71518,,
US_AZ_04003,131346,,
US_AZ_04005,134421,,
US_AZ_04007,53597,,
US_AZ_04009,37220,,
US_AZ_04011,8437,,
US_AZ_04012,20489,,
US_AZ_04013,3817117,,
US_AZ_04015,200186,,
US_AZ_04017,107449,,
US_AZ_04019,980263,,
US_AZ_04021,375770,,
US_AZ_04023,47420,,
US_AZ_04025,211033,,
US_AZ_04027,195751,,
US_CA,33871648,,
US_CA_06001,1510271,,
US_CA_06003,1175,,
US_CA_06005,38091,,
US_CA_06007,220000,,
US_CA_06009,45578,,
US_CA_06011,21419,,
US_CA_06013,1049025,,
US_CA_06015,28610,,
US_CA_06017,181058,,
US_CA_06019,930450,,
US_CA_06021,28122,,
US_CA_06023,134623,,
US_CA_06025,174528,,
US_CA_06027,18546,,
US_CA_06029,839631,,
US_CA_06031,152982,,
US_CA_06033,64665,,
US_CA_06035,34895,,
US_CA_06037,9818605,,
US_CA_06039,150865,,
US_CA_06041,252409,,
US_CA_06043,18251,,
US_CA_06045,87841,,
US_CA_06047,255793,,
US_CA_06049,9686,,
US_CA_06051,14202,,
US_CA_06053,415057,,
US_CA_06055,136484,,
US_CA_06057,98764,,
US_CA_06059,3010232,,
US_CA_06061,348432,,
US_CA_06063,20007,,
US_CA_06065,2189641,,
US_CA_06067,1418788,,
US_CA_06069,55269,,
US_CA_06071,2035210,,
US_CA_06073,3095313,,
US_CA_06075,864816,,
US_CA_06077,685306,,
US_CA_06079,269637,,
US_CA_06081,718451,,
US_CA_06083,423895,,
US_CA_06085,1781642,,
US_CA_06087,262382,,
US_CA_06089,177223,,
US_CA_06091,3240,,
US_CA_06093,44900,,
US_CA_06095,413344,,
US_CA_06097,483878,,
US_CA_06099,514453,,
US_CA_06101,94737,,
US_CA_06103,63463,,
US_CA_06105,13786,,
US_CA_06107,442179,,
US_CA_06109,55365,,
US_CA_06111,823318,,
US_CA_06113,200849,,
US_CA_06115,72155,,
US_CO,5029196,,
US_CO_08001,441603,,
US_CO_08003,15445,,
US_CO_08005,572003,,
US_CO_08007,12084,,
US_CO_08009,3788,,
US_CO_08011,6499,,
US_CO_08013,294567,,
US_CO_08014,55889,,
US_CO_08015,17809,,
US_CO_08017,1836,,
US_CO_08019,9088,,
US_CO_08021,8256,,
US_CO_08023,3524,,
US_CO_08025,5823,,
US_CO_08027,4255,,
US_CO_08029,30952,,
US_CO_08031,600158,,
US_CO_08033,2064,,
US_CO_08035,285465,,
US_CO_08037,52197,,
US_CO_08039,23086,,
US_CO_08041,622263,,
US_CO_08043,46824,,
US_CO_08045,56389,,
US_CO_08047,5441,,
US_CO_08049,14843,,
US_CO_08051,15324,,
US_CO_08053,843,,
US_CO_08055,6711,,
US_CO_08057,1394,,
US_CO_08059,534543,,
US_CO_08061,1398,,
US_CO_08063,8270,,
US_CO_08065,7310,,
US_CO_08067,51334,,
US_CO_08069,299630,,
US_CO_08071,15507,,
US_CO_08073,5467,,
US_CO_08075,22709,,
US_CO_08077,146723,,
US_CO_08079,712,,
US_CO_08081,13795,,
US_CO_08083,25535,,
US_CO_08085,41276,,
US_CO_08087,28159,,
US_CO_08089,18831,,
US_CO_08091,4436,,
US_CO_08093,16206,,
US_CO_08095,4442,,
US_CO_08097,17148,,
US_CO_08099,12551,,
US_CO_08101,159063,,
US_CO_08103,6666,,
US_CO_08105,11982,,
US_CO_08107,23509,,
US_CO_08109,6108,,
US_CO_08111,699,,
US_CO_08113,7359,,
US_CO_08115,2379,,
US_CO_08117,27994,,
US_CO_08119,23350,,
US_CO_08121,4814,,
US_CO_08123,252825,,
US_CO_08125,10043,,
US_CT,3574097,,
US_CT_09001,916829,,
US_CT_09003,894014,,
US_CT_09005,189927,,
US_CT_09007,165676,,
US_CT_09009,862477,,
US_CT_09011,274055,,
US_CT_09013,152691,,
US_CT_09015,118428,,
US_DC,8144,,
US_DC_11001,8144,,
US_DE,897934,,
US_DE_10001,162310,,
US_DE_10003,538479,,
US_DE_10005,197145,,
US_FL,18801310,,
US_FL_12001,247336,,
US_FL_12003,27115,,
US_FL_12005,168852,,
US_FL_12007,28520,,
US_FL_12009,543376,,
US_FL_12011,1748066,,
US_FL_12013,14625,,
US_FL_12015,159978,,
US_FL_12017,141236,,
US_FL_12019,190865,,
US_FL_12021,321520,,
US_FL_12023,67531,,
US_FL_12027,34862,,
US_FL_12029,16422,,
US_FL_12031,864263,,
US_FL_12033,297619,,
US_FL_12035,95696,,
US_FL_12037,11549,,
US_FL_12039,46389,,
US_FL_12041,16939,,
US_FL_12043,12884,,
US_FL_12045,15863,,
US_FL_12047,14799,,
US_FL_12049,27731,,
US_FL_12051,39140,,
US_FL_12053,172778,,
US_FL_12055,98786,,
US_FL_12057,1229226,,
US_FL_12059,19927,,
US_FL_12061,138028,,
US_FL_12063,49746,,
US_FL_12065,14761,,
US_FL_12067,8870,,
US_FL_12069,297052,,
US_FL_12071,618754,,
US_FL_12073,275487,,
US_FL_12075,40801,,
US_FL_12077,8365,,
US_FL_12079,19224,,
US_FL_12081,322833,,
US_FL_12083,331298,,
US_FL_12085,146318,,
US_FL_12086,2496435,,
US_FL_12087,73090,,
US_FL_12089,73314,,
US_FL_12091,180822,,
US_FL_12093,39996,,
US_FL_12095,1145956,,
US_FL_12097,268685,,
US_FL_12099,1320134,,
US_FL_12101,464697,,
US_FL_12103,916542,,
US_FL_12105,602095,,
US_FL_12107,74364,,
US_FL_12109,190039,,
US_FL_12111,277789,,
US_FL_12113,151372,,
US_FL_12115,379448,,
US_FL_12117,422718,,
US_FL_12119,93420,,
US_FL_12121,41551,,
US_FL_12123,22570,,
US_FL_12125,15535,,
US_FL_12127,494593,,
US_FL_12129,30776,,
US_FL_12131,55043,,
US_FL_12133,24896,,
US_GA,9687653,,
US_GA_13001,18236,,
US_GA_13003,8375,,
US_GA_13005,11096,,
US_GA_13007,3451,,
US_GA_13009,45720,,
US_GA_13011,18395,,
US_GA_13013,69367,,
US_GA_13015,100157,,
US_GA_13017,17634,,
US_GA_13019,19286,,
US_GA_13021,155547,,
US_GA_13023,13063,,
US_GA_13025,18411,,
US_GA_13027,16243,,
US_GA_13029,30233,,
US_GA_13031,70217,,
US_GA_13033,23316,,
US_GA_13035,23655,,
US_GA_13037,6694,,
US_GA_13039,50513,,
US_GA_13043,10998,,
US_GA_13045,110527,,
US_GA_13047,63942,,
US_GA_13049,12171,,
US_GA_13051,265128,,
US_GA_13053,11267,,
US_GA_13055,26015,,
US_GA_13057,214346,,
US_GA_13059,116714,,
US_GA_13061,3183,,
US_GA_13063,259424,,
US_GA_13065,6798,,
US_GA_13067,688078,,
US_GA_13069,42356,,
US_GA_13071,45498,,
US_GA_13073,124053,,
US_GA_13075,17212,,
US_GA_13077,127317,,
US_GA_13079,12630,,
US_GA_13081,23439,,
US_GA_13083,16633,,
US_GA_13085,22330,,
US_GA_13087,27842,,
US_GA_13089,691893,,
US_GA_13091,21796,,
US_GA_13093,14918,,
US_GA_13095,94565,,
US_GA_13097,132403,,
US_GA_13099,11008,,
US_GA_13101,4034,,
US_GA_13103,52250,,
US_GA_13105,20166,,
US_GA_13107,22598,,
US_GA_13109,11000,,
US_GA_13111,23682,,
US_GA_13113,106567,,
US_GA_13115,96317,,
US_GA_13117,175511,,
US_GA_13119,22084,,
US_GA_13121,920581,,
US_GA_13123,28292,,
US_GA_13125,3082,,
US_GA_13127,79626,,
US_GA_13129,55186,,
US_GA_13131,25011,,
US_GA_13133,15994,,
US_GA_13135,805321,,
US_GA_13137,43041,,
US_GA_13139,179684,,
US_GA_13141,9429,,
US_GA_13143,28780,,
US_GA_13145,32024,,
US_GA_13147,25213,,
US_GA_13149,11834,,
US_GA_13151,203922,,
US_GA_13153,139900,,
US_GA_13155,9538,,
US_GA_13157,60485,,
US_GA_13159,13900,,
US_GA_13161,15068,,
US_GA_13163,16930,,
US_GA_13165,8340,,
US_GA_13167,9980,,
US_GA_13169,28669,,
US_GA_13171,18317,,
US_GA_13173,10078,,
US_GA_13175,48434,,
US_GA_13177,28298,,
US_GA_13179,63453,,
US_GA_13181,7996,,
US_GA_13183,14464,,
US_GA_13185,109233,,
US_GA_13187,29966,,
US_GA_13189,21875,,
US_GA_13191,14333,,
US_GA_13193,14740,,
US_GA_13195,28120,,
US_GA_13197,8742,,
US_GA_13199,21992,,
US_GA_13201,6125,,
US_GA_13205,23498,,
US_GA_13207,26424,,
US_GA_13209,9123,,
US_GA_13211,17868,,
US_GA_13213,39628,,
US_GA_13215,189885,,
US_GA_13217,99958,,
US_GA_13219,32808,,
US_GA_13221,14899,,
US_GA_13223,142324,,
US_GA_13225,27695,,
US_GA_13227,29431,,
US_GA_13229,18758,,
US_GA_13231,17869,,
US_GA_13233,41475,,
US_GA_13235,12010,,
US_GA_13237,21218,,
US_GA_13239,2513,,
US_GA_13241,16276,,
US_GA_13243,7719,,
US_GA_13245,200549,,
US_GA_13247,85215,,
US_GA_13249,5010,,
US_GA_13251,14593,,
US_GA_13253,8729,,
US_GA_13255,64073,,
US_GA_13257,26175,,
US_GA_13259,6058,,
US_GA_13261,32819,,
US_GA_13263,6865,,
US_GA_13265,1717,,
US_GA_13267,25520,,
US_GA_13269,8906,,
US_GA_13271,16500,,
US_GA_13273,9315,,
US_GA_13275,44720,,
US_GA_13277,40118,,
US_GA_13279,27223,,
US_GA_13281,10471,,
US_GA_13283,6885,,
US_GA_13285,67044,,
US_GA_13287,8930,,
US_GA_13289,9023,,
US_GA_13291,21356,,
US_GA_13293,27153,,
US_GA_13295,68756,,
US_GA_13297,83768,,
US_GA_13299,36312,,
US_GA_13301,5834,,
US_GA_13303,21187,,
US_GA_13305,30099,,
US_GA_13307,2799,,
US_GA_13309,7421,,
US_GA_13311,27144,,
US_GA_13313,102599,,
US_GA_13315,9255,,
US_GA_13317,10593,,
US_GA_13319,9563,,
US_GA_13321,21679,,
US_GU,66741,74.646,
US_HI,1404054,,
US_HI_15001,196428,,
US_HI_15003,953207,,
US_HI_15005,90,,
US_HI_15007,67091,,
US_HI_15009,154834,,
US_IA,3046355,,
US_IA_19001,7682,,
US_IA_19003,4029,,
US_IA_19005,14330,,
US_IA_19007,12887,,
US_IA_19009,6119,,
US_IA_19011,26076,,
US_IA_19013,131090,,
US_IA_19015,26306,,
US_IA_19017,24276,,
US_IA_19019,20958,,
US_IA_19021,20260,,
US_IA_19023,14867,,
US_IA_19025,9670,,
US_IA_19027,20816,,
US_IA_19029,13956,,
US_IA_19031,18499,,
US_IA_19033,44151,,
US_IA_19035,12072,,
US_IA_19037,12439,,
US_IA_19039,9286,,
US_IA_19041,16667,,
US_IA_19043,18129,,
US_IA_19045,49116,,
US_IA_19047,17096,,
US_IA_19049,66135,,
US_IA_19051,8753,,
US_IA_19053,8457,,
US_IA_19055,17764,,
US_IA_19057,40325,,
US_IA_19059,16667,,
US_IA_19061,93653,,
US_IA_19063,10302,,
US_IA_19065,20880,,
US_IA_19067,16303,,
US_IA_19069,10680,,
US_IA_19071,7441,,
US_IA_19073,9336,,
US_IA_19075,12453,,
US_IA_19077,10954,,
US_IA_19079,15673,,
US_IA_19081,11341,,
US_IA_19083,17534,,
US_IA_19085,14928,,
US_IA_19087,20145,,
US_IA_19089,9566,,
US_IA_19091,9815,,
US_IA_19093,7089,,
US_IA_19095,16355,,
US_IA_19097,19848,,
US_IA_19099,36842,,
US_IA_19101,16843,,
US_IA_19103,130882,,
US_IA_19105,20638,,
US_IA_19107,10511,,
US_IA_19109,15543,,
US_IA_19111,35862,,
US_IA_19113,211226,,
US_IA_19115,11387,,
US_IA_19117,8898,,
US_IA_19119,11581,,
US_IA_19121,15679,,
US_IA_19123,22381,,
US_IA_19125,33309,,
US_IA_19127,40648,,
US_IA_19129,15059,,
US_IA_19131,10776,,
US_IA_19133,9243,,
US_IA_19135,7970,,
US_IA_19137,10740,,
US_IA_19139,42745,,
US_IA_19141,14398,,
US_IA_19143,6462,,
US_IA_19145,15932,,
US_IA_19147,9421,,
US_IA_19149,24986,,
US_IA_19151,7310,,
US_IA_19153,430640,,
US_IA_19155,93158,,
US_IA_19157,18914,,
US_IA_19159,5131,,
US_IA_19161,10350,,
US_IA_19163,165224,,
US_IA_19165,12167,,
US_IA_19167,33704,,
US_IA_19169,89542,,
US_IA_19171,17767,,
US_IA_19173,6317,,
US_IA_19175,12534,,
US_IA_19177,7570,,
US_IA_19179,35625,,
US_IA_19181,46225,,
US_IA_19183,21704,,
US_IA_19185,6403,,
US_IA_19187,38013,,
US_IA_19189,10866,,
US_IA_19191,21056,,
US_IA_19193,102172,,
US_IA_19195,7598,,
US_IA_19197,13229,,
US_ID,1567582,,
US_ID_16001,392365,,
US_ID_16003,3976,,
US_ID_16005,82839,,
US_ID_16007,5986,,
US_ID_16009,9285,,
US_ID_16011,45607,,
US_ID_16013,21376,,
US_ID_16015,7028,,
US_ID_16017,40877,,
US_ID_16019,104234,,
US_ID_16021,10972,,
US_ID_16023,2891,,
US_ID_16025,1117,,
US_ID_16027,188923,,
US_ID_16029,6963,,
US_ID_16031,22952,,
US_ID_16033,982,,
US_ID_16035,8761,,
US_ID_16037,4368,,
US_ID_16039,27038,,
US_ID_16041,12786,,
US_ID_16043,13242,,
US_ID_16045,16719,,
US_ID_16047,15464,,
US_ID_16049,16267,,
US_ID_16051,26140,,
US_ID_16053,22374,,
US_ID_16055,138494,,
US_ID_16057,37244,,
US_ID_16059,7936,,
US_ID_16061,3821,,
US_ID_16063,5208,,
US_ID_16065,37536,,
US_ID_16067,20069,,
US_ID_16069,39265,,
US_ID_16071,4286,,
US_ID_16073,11526,,
US_ID_16075,22623,,
US_ID_16077,7817,,
US_ID_16079,12765,,
US_ID_16081,10170,,
US_ID_16083,77230,,
US_ID_16085,9862,,
US_ID_16087,10198,,
US_IL,12830632,,
US_IL_17001,67103,,
US_IL_17003,8238,,
US_IL_17005,17768,,
US_IL_17007,54165,,
US_IL_17009,6937,,
US_IL_17011,34978,,
US_IL_17013,5089,,
US_IL_17015,15387,,
US_IL_17017,13642,,
US_IL_17019,201081,,
US_IL_17021,34800,,
US_IL_17023,16335,,
US_IL_17025,13815,,
US_IL_17027,37762,,
US_IL_17029,53873,,
US_IL_17031,5194675,,
US_IL_17033,19817,,
US_IL_17035,11048,,
US_IL_17037,105160,,
US_IL_17039,16561,,
US_IL_17041,19980,,
US_IL_17043,916924,,
US_IL_17045,18576,,
US_IL_17047,6721,,
US_IL_17049,34242,,
US_IL_17051,22140,,
US_IL_17053,14081,,
US_IL_17055,39561,,
US_IL_17057,37069,,
US_IL_17059,5589,,
