key,wikidata,country_code,country_name,subregion1_code,subregion1_name,subregion2_code,subregion2_name,3166-1-alpha-2,3166-1-alpha-3,aggregation_level
US_MN_27165,Q491292,US,United States of America,MN,Minnesota,27165,Watonwan County,US,USA,2
US_MN_27167,Q491229,US,United States of America,MN,Minnesota,27167,Wilkin County,US,USA,2
US_MN_27169,Q491281,US,United States of America,MN,Minnesota,27169,Winona County,US,USA,2
US_MN_27171,Q490390,US,United States of America,MN,Minnesota,27171,Wright County,US,USA,2
US_MN_27173,Q490414,US,United States of America,MN,Minnesota,27173,Yellow Medicine County,US,USA,2
US_MO,Q1581,US,United States of America,MO,Missouri,,,US,USA,1
US_MO_29001,Q346925,US,United States of America,MO,Missouri,29001,Adair County,US,USA,2
US_MO_29003,Q484748,US,United States of America,MO,Missouri,29003,Andrew County,US,USA,2
US_MO_29005,Q484304,US,United States of America,MO,Missouri,29005,Atchison County,US,USA,2
US_MO_29007,Q484776,US,United States of America,MO,Missouri,29007,Audrain County,US,USA,2
US_MO_29009,Q485235,US,United States of America,MO,Missouri,29009,Barry County,US,USA,2
US_MO_29011,Q484501,US,United States of America,MO,Missouri,29011,Barton County,US,USA,2
US_MO_29013,Q484300,US,United States of America,MO,Missouri,29013,Bates County,US,USA,2
US_MO_29015,Q486091,US,United States of America,MO,Missouri,29015,Benton County,US,USA,2
US_MO_29017,Q484624,US,United States of America,MO,Missouri,29017,Bollinger County,US,USA,2
US_MO_29019,Q484620,US,United States of America,MO,Missouri,29019,Boone County,US,USA,2
US_MO_29021,Q484629,US,United States of America,MO,Missouri,29021,Buchanan County,US,USA,2
US_MO_29023,Q484457,US,United States of America,MO,Missouri,29023,Butler County,US,USA,2
US_MO_29025,Q484505,US,United States of America,MO,Missouri,29025,Caldwell County,US,USA,2
US_MO_29027,Q485213,US,United States of America,MO,Missouri,29027,Callaway County,US,USA,2
US_MO_29029,Q484767,US,United States of America,MO,Missouri,29029,Camden County,US,USA,2
US_MO_29031,Q484740,US,United States of America,MO,Missouri,29031,Cape Girardeau County,US,USA,2
US_MO_29033,Q490757,US,United States of America,MO,Missouri,29033,Carroll County,US,USA,2
US_MO_29035,Q484786,US,United States of America,MO,Missouri,29035,Carter County,US,USA,2
US_MO_29037,Q485204,US,United States of America,MO,Missouri,29037,Cass County,US,USA,2
US_MO_29039,Q484287,US,United States of America,MO,Missouri,29039,Cedar County,US,USA,2
US_MO_29041,Q485062,US,United States of America,MO,Missouri,29041,Chariton County,US,USA,2
US_MO_29043,Q485224,US,United States of America,MO,Missouri,29043,Christian County,US,USA,2
US_MO_29045,Q182845,US,United States of America,MO,Missouri,29045,Clark County,US,USA,2
US_MO_29047,Q484474,US,United States of America,MO,Missouri,29047,Clay County,US,USA,2
US_MO_29049,Q484478,US,United States of America,MO,Missouri,29049,Clinton County,US,USA,2
US_MO_29051,Q484493,US,United States of America,MO,Missouri,29051,Cole County,US,USA,2
US_MO_29053,Q484452,US,United States of America,MO,Missouri,29053,Cooper County,US,USA,2
US_MO_29055,Q484461,US,United States of America,MO,Missouri,29055,Crawford County,US,USA,2
US_MO_29057,Q484760,US,United States of America,MO,Missouri,29057,Dade County,US,USA,2
US_MO_29059,Q484734,US,United States of America,MO,Missouri,29059,Dallas County,US,USA,2
US_MO_29061,Q485209,US,United States of America,MO,Missouri,29061,Daviess County,US,USA,2
US_MO_29063,Q484755,US,United States of America,MO,Missouri,29063,DeKalb County,US,USA,2
US_MO_29065,Q485229,US,United States of America,MO,Missouri,29065,Dent County,US,USA,2
US_MO_29067,Q484791,US,United States of America,MO,Missouri,29067,Douglas County,US,USA,2
US_MO_29069,Q430938,US,United States of America,MO,Missouri,29069,Dunklin County,US,USA,2
US_MO_29071,Q490383,US,United States of America,MO,Missouri,29071,Franklin County,US,USA,2
US_MO_29073,Q490386,US,United States of America,MO,Missouri,29073,Gasconade County,US,USA,2
US_MO_29075,Q490369,US,United States of America,MO,Missouri,29075,Gentry County,US,USA,2
US_MO_29077,Q490357,US,United States of America,MO,Missouri,29077,Greene County,US,USA,2
US_MO_29079,Q490395,US,United States of America,MO,Missouri,29079,Grundy County,US,USA,2
US_MO_29081,Q490400,US,United States of America,MO,Missouri,29081,Harrison County,US,USA,2
US_MO_29083,Q490378,US,United States of America,MO,Missouri,29083,Henry County,US,USA,2
US_MO_29085,Q490360,US,United States of America,MO,Missouri,29085,Hickory County,US,USA,2
US_MO_29087,Q490405,US,United States of America,MO,Missouri,29087,Holt County,US,USA,2
US_MO_29089,Q490874,US,United States of America,MO,Missouri,29089,Howard County,US,USA,2
US_MO_29091,Q484607,US,United States of America,MO,Missouri,29091,Howell County,US,USA,2
US_MO_29093,Q490121,US,United States of America,MO,Missouri,29093,Iron County,US,USA,2
US_MO_29095,Q127238,US,United States of America,MO,Missouri,29095,Jackson County,US,USA,2
US_MO_29097,Q490134,US,United States of America,MO,Missouri,29097,Jasper County,US,USA,2
US_MO_29099,Q489993,US,United States of America,MO,Missouri,29099,Jefferson County,US,USA,2
US_MO_29101,Q490019,US,United States of America,MO,Missouri,29101,Johnson County,US,USA,2
US_MO_29103,Q490104,US,United States of America,MO,Missouri,29103,Knox County,US,USA,2
US_MO_29105,Q490112,US,United States of America,MO,Missouri,29105,Laclede County,US,USA,2
US_MO_29107,Q490009,US,United States of America,MO,Missouri,29107,Lafayette County,US,USA,2
US_MO_29109,Q490116,US,United States of America,MO,Missouri,29109,Lawrence County,US,USA,2
US_MO_29111,Q490095,US,United States of America,MO,Missouri,29111,Lewis County,US,USA,2
US_MO_29113,Q484582,US,United States of America,MO,Missouri,29113,Lincoln County,US,USA,2
US_MO_29115,Q490088,US,United States of America,MO,Missouri,29115,Linn County,US,USA,2
US_MO_29117,Q489999,US,United States of America,MO,Missouri,29117,Livingston County,US,USA,2
US_MO_29119,Q490033,US,United States of America,MO,Missouri,29119,McDonald County,US,USA,2
US_MO_29121,Q490002,US,United States of America,MO,Missouri,29121,Macon County,US,USA,2
US_MO_29123,Q490124,US,United States of America,MO,Missouri,29123,Madison County,US,USA,2
US_MO_29125,Q290157,US,United States of America,MO,Missouri,29125,Maries County,US,USA,2
US_MO_29127,Q490029,US,United States of America,MO,Missouri,29127,Marion County,US,USA,2
US_MO_29129,Q490140,US,United States of America,MO,Missouri,29129,Mercer County,US,USA,2
US_MO_29131,Q490108,US,United States of America,MO,Missouri,29131,Miller County,US,USA,2
US_MO_29133,Q490014,US,United States of America,MO,Missouri,29133,Mississippi County,US,USA,2
US_MO_29135,Q489986,US,United States of America,MO,Missouri,29135,Moniteau County,US,USA,2
US_MO_29137,Q490023,US,United States of America,MO,Missouri,29137,Monroe County,US,USA,2
US_MO_29139,Q490129,US,United States of America,MO,Missouri,29139,Montgomery County,US,USA,2
US_MO_29141,Q484672,US,United States of America,MO,Missouri,29141,Morgan County,US,USA,2
US_MO_29143,Q489779,US,United States of America,MO,Missouri,29143,New Madrid County,US,USA,2
US_MO_29145,Q489891,US,United States of America,MO,Missouri,29145,Newton County,US,USA,2
US_MO_29147,Q489855,US,United States of America,MO,Missouri,29147,Nodaway County,US,USA,2
US_MO_29149,Q484612,US,United States of America,MO,Missouri,29149,Oregon County,US,USA,2
US_MO_29151,Q489894,US,United States of America,MO,Missouri,29151,Osage County,US,USA,2
US_MO_29153,Q489869,US,United States of America,MO,Missouri,29153,Ozark County,US,USA,2
US_MO_29155,Q497602,US,United States of America,MO,Missouri,29155,Pemiscot County,US,USA,2
US_MO_29157,Q489901,US,United States of America,MO,Missouri,29157,Perry County,US,USA,2
US_MO_29159,Q497642,US,United States of America,MO,Missouri,29159,Pettis County,US,USA,2
US_MO_29161,Q485631,US,United States of America,MO,Missouri,29161,Phelps County,US,USA,2
US_MO_29163,Q489877,US,United States of America,MO,Missouri,29163,Pike County,US,USA,2
US_MO_29165,Q489897,US,United States of America,MO,Missouri,29165,Platte County,US,USA,2
US_MO_29167,Q489861,US,United States of America,MO,Missouri,29167,Polk County,US,USA,2
US_MO_29169,Q489980,US,United States of America,MO,Missouri,29169,Pulaski County,US,USA,2
US_MO_29171,Q489886,US,United States of America,MO,Missouri,29171,Putnam County,US,USA,2
US_MO_29173,Q259095,US,United States of America,MO,Missouri,29173,Ralls County,US,USA,2
US_MO_29175,Q489625,US,United States of America,MO,Missouri,29175,Randolph County,US,USA,2
US_MO_29177,Q489880,US,United States of America,MO,Missouri,29177,Ray County,US,USA,2
US_MO_29179,Q489864,US,United States of America,MO,Missouri,29179,Reynolds County,US,USA,2
US_MO_29181,Q489796,US,United States of America,MO,Missouri,29181,Ripley County,US,USA,2
US_MO_29183,Q489873,US,United States of America,MO,Missouri,29183,St. Charles County,US,USA,2
US_MO_29185,Q489853,US,United States of America,MO,Missouri,29185,St. Clair County,US,USA,2
US_MO_29186,Q489847,US,United States of America,MO,Missouri,29186,Ste. Genevieve County,US,USA,2
US_MO_29187,Q498014,US,United States of America,MO,Missouri,29187,St. Francois County,US,USA,2
US_MO_29189,Q498034,US,United States of America,MO,Missouri,29189,St. Louis County,US,USA,2
US_MO_29195,Q489793,US,United States of America,MO,Missouri,29195,Saline County,US,USA,2
US_MO_29197,Q497953,US,United States of America,MO,Missouri,29197,Schuyler County,US,USA,2
US_MO_29199,Q496971,US,United States of America,MO,Missouri,29199,Scotland County,US,USA,2
US_MO_29201,Q496980,US,United States of America,MO,Missouri,29201,Scott County,US,USA,2
US_MO_29203,Q497628,US,United States of America,MO,Missouri,29203,Shannon County,US,USA,2
US_MO_29205,Q496447,US,United States of America,MO,Missouri,29205,Shelby County,US,USA,2
US_MO_29207,Q497646,US,United States of America,MO,Missouri,29207,Stoddard County,US,USA,2
US_MO_29209,Q496453,US,United States of America,MO,Missouri,29209,Stone County,US,USA,2
US_MO_29211,Q496475,US,United States of America,MO,Missouri,29211,Sullivan County,US,USA,2
US_MO_29213,Q496962,US,United States of America,MO,Missouri,29213,Taney County,US,USA,2
US_MO_29215,Q477870,US,United States of America,MO,Missouri,29215,Texas County,US,USA,2
US_MO_29217,Q496440,US,United States of America,MO,Missouri,29217,Vernon County,US,USA,2
US_MO_29219,Q497634,US,United States of America,MO,Missouri,29219,Warren County,US,USA,2
US_MO_29221,Q496486,US,United States of America,MO,Missouri,29221,Washington County,US,USA,2
US_MO_29223,Q491406,US,United States of America,MO,Missouri,29223,Wayne County,US,USA,2
US_MO_29225,Q497979,US,United States of America,MO,Missouri,29225,Webster County,US,USA,2
US_MO_29227,Q497971,US,United States of America,MO,Missouri,29227,Worth County,US,USA,2
US_MO_29229,Q284806,US,United States of America,MO,Missouri,29229,Wright County,US,USA,2
US_MO_29510,Q38022,US,United States of America,MO,Missouri,29510,St. Louis,US,USA,2
US_MP,Q16644,US,United States of America,MP,Northern Mariana Islands,,,US,USA,1
US_MS,Q1494,US,United States of America,MS,Mississippi,,,US,USA,1
US_MS_28001,Q108788,US,United States of America,MS,Mississippi,28001,Adams County,US,USA,2
US_MS_28003,Q111286,US,United States of America,MS,Mississippi,28003,Alcorn County,US,USA,2
US_MS_28005,Q112456,US,United States of America,MS,Mississippi,28005,Amite County,US,USA,2
US_MS_28007,Q483862,US,United States of America,MS,Mississippi,28007,Attala County,US,USA,2
US_MS_28009,Q110655,US,United States of America,MS,Mississippi,28009,Benton County,US,USA,2
US_MS_28011,Q115356,US,United States of America,MS,Mississippi,28011,Bolivar County,US,USA,2
US_MS_28013,Q109512,US,United States of America,MS,Mississippi,28013,Calhoun County,US,USA,2
US_MS_28015,Q112499,US,United States of America,MS,Mississippi,28015,Carroll County,US,USA,2
US_MS_28017,Q156445,US,United States of America,MS,Mississippi,28017,Chickasaw County,US,USA,2
US_MS_28019,Q130083,US,United States of America,MS,Mississippi,28019,Choctaw County,US,USA,2
US_MS_28021,Q492488,US,United States of America,MS,Mississippi,28021,Claiborne County,US,USA,2
US_MS_28023,Q115349,US,United States of America,MS,Mississippi,28023,Clarke County,US,USA,2
US_MS_28025,Q111291,US,United States of America,MS,Mississippi,28025,Clay County,US,USA,2
US_MS_28027,Q156575,US,United States of America,MS,Mississippi,28027,Coahoma County,US,USA,2
US_MS_28029,Q485420,US,United States of America,MS,Mississippi,28029,Copiah County,US,USA,2
US_MS_28031,Q486064,US,United States of America,MS,Mississippi,28031,Covington County,US,USA,2
US_MS_28033,Q339724,US,United States of America,MS,Mississippi,28033,DeSoto County,US,USA,2
US_MS_28035,Q491221,US,United States of America,MS,Mississippi,28035,Forrest County,US,USA,2
US_MS_28037,Q130006,US,United States of America,MS,Mississippi,28037,Franklin County,US,USA,2
US_MS_28039,Q485445,US,United States of America,MS,Mississippi,28039,George County,US,USA,2
US_MS_28041,Q485402,US,United States of America,MS,Mississippi,28041,Greene County,US,USA,2
US_MS_28043,Q490869,US,United States of America,MS,Mississippi,28043,Grenada County,US,USA,2
US_MS_28045,Q485441,US,United States of America,MS,Mississippi,28045,Hancock County,US,USA,2
US_MS_28047,Q485434,US,United States of America,MS,Mississippi,28047,Harrison County,US,USA,2
US_MS_28049,Q486538,US,United States of America,MS,Mississippi,28049,Hinds County,US,USA,2
US_MS_28051,Q485426,US,United States of America,MS,Mississippi,28051,Holmes County,US,USA,2
US_MS_28053,Q130009,US,United States of America,MS,Mississippi,28053,Humphreys County,US,USA,2
US_MS_28055,Q490839,US,United States of America,MS,Mississippi,28055,Issaquena County,US,USA,2
US_MS_28057,Q490852,US,United States of America,MS,Mississippi,28057,Itawamba County,US,USA,2
US_MS_28059,Q485378,US,United States of America,MS,Mississippi,28059,Jackson County,US,USA,2
US_MS_28061,Q490843,US,United States of America,MS,Mississippi,28061,Jasper County,US,USA,2
US_MS_28063,Q490884,US,United States of America,MS,Mississippi,28063,Jefferson County,US,USA,2
US_MS_28065,Q491285,US,United States of America,MS,Mississippi,28065,Jefferson Davis County,US,USA,2
US_MS_28067,Q130008,US,United States of America,MS,Mississippi,28067,Jones County,US,USA,2
US_MS_28069,Q490864,US,United States of America,MS,Mississippi,28069,Kemper County,US,USA,2
US_MS_28071,Q485383,US,United States of America,MS,Mississippi,28071,Lafayette County,US,USA,2
US_MS_28073,Q490896,US,United States of America,MS,Mississippi,28073,Lamar County,US,USA,2
US_MS_28075,Q485388,US,United States of America,MS,Mississippi,28075,Lauderdale County,US,USA,2
US_MS_28077,Q491236,US,United States of America,MS,Mississippi,28077,Lawrence County,US,USA,2
US_MS_28079,Q490835,US,United States of America,MS,Mississippi,28079,Leake County,US,USA,2
US_MS_28081,Q491267,US,United States of America,MS,Mississippi,28081,Lee County,US,USA,2
US_MS_28083,Q497607,US,United States of America,MS,Mississippi,28083,Leflore County,US,USA,2
US_MS_28085,Q485896,US,United States of America,MS,Mississippi,28085,Lincoln County,US,USA,2
US_MS_28087,Q490879,US,United States of America,MS,Mississippi,28087,Lowndes County,US,USA,2
US_MS_28089,Q491190,US,United States of America,MS,Mississippi,28089,Madison County,US,USA,2
US_MS_28091,Q490848,US,United States of America,MS,Mississippi,28091,Marion County,US,USA,2
US_MS_28093,Q842902,US,United States of America,MS,Mississippi,28093,Marshall County,US,USA,2
US_MS_28095,Q491276,US,United States of America,MS,Mississippi,28095,Monroe County,US,USA,2
US_MS_28097,Q490859,US,United States of America,MS,Mississippi,28097,Montgomery County,US,USA,2
US_MS_28099,Q426398,US,United States of America,MS,Mississippi,28099,Neshoba County,US,USA,2
US_MS_28101,Q204761,US,United States of America,MS,Mississippi,28101,Newton County,US,USA,2
US_MS_28103,Q490215,US,United States of America,MS,Mississippi,28103,Noxubee County,US,USA,2
US_MS_28105,Q497615,US,United States of America,MS,Mississippi,28105,Oktibbeha County,US,USA,2
US_MS_28107,Q490272,US,United States of America,MS,Mississippi,28107,Panola County,US,USA,2
US_MS_28109,Q485392,US,United States of America,MS,Mississippi,28109,Pearl River County,US,USA,2
US_MS_28111,Q490219,US,United States of America,MS,Mississippi,28111,Perry County,US,USA,2
US_MS_28113,Q485035,US,United States of America,MS,Mississippi,28113,Pike County,US,USA,2
US_MS_28115,Q490259,US,United States of America,MS,Mississippi,28115,Pontotoc County,US,USA,2
US_MS_28117,Q497489,US,United States of America,MS,Mississippi,28117,Prentiss County,US,USA,2
US_MS_28119,Q490266,US,United States of America,MS,Mississippi,28119,Quitman County,US,USA,2
US_MS_28121,Q490210,US,United States of America,MS,Mississippi,28121,Rankin County,US,USA,2
US_MS_28123,Q485250,US,United States of America,MS,Mississippi,28123,Scott County,US,USA,2
US_MS_28125,Q497992,US,United States of America,MS,Mississippi,28125,Sharkey County,US,USA,2
US_MS_28127,Q490488,US,United States of America,MS,Mississippi,28127,Simpson County,US,USA,2
US_MS_28129,Q484681,US,United States of America,MS,Mississippi,28129,Smith County,US,USA,2
US_MS_28131,Q490255,US,United States of America,MS,Mississippi,28131,Stone County,US,USA,2
US_MS_28133,Q484659,US,United States of America,MS,Mississippi,28133,Sunflower County,US,USA,2
US_MS_28135,Q490251,US,United States of America,MS,Mississippi,28135,Tallahatchie County,US,USA,2
US_MS_28137,Q486526,US,United States of America,MS,Mississippi,28137,Tate County,US,USA,2
US_MS_28139,Q484648,US,United States of America,MS,Mississippi,28139,Tippah County,US,USA,2
US_MS_28141,Q112834,US,United States of America,MS,Mississippi,28141,Tishomingo County,US,USA,2
US_MS_28143,Q484668,US,United States of America,MS,Mississippi,28143,Tunica County,US,USA,2
US_MS_28145,Q115344,US,United States of America,MS,Mississippi,28145,Union County,US,USA,2
US_MS_28147,Q115419,US,United States of America,MS,Mississippi,28147,Walthall County,US,USA,2
US_MS_28149,Q156411,US,United States of America,MS,Mississippi,28149,Warren County,US,USA,2
US_MS_28151,Q484643,US,United States of America,MS,Mississippi,28151,Washington County,US,USA,2
US_MS_28153,Q266493,US,United States of America,MS,Mississippi,28153,Wayne County,US,USA,2
US_MS_28155,Q486435,US,United States of America,MS,Mississippi,28155,Webster County,US,USA,2
US_MS_28157,Q486513,US,United States of America,MS,Mississippi,28157,Wilkinson County,US,USA,2
US_MS_28159,Q486522,US,United States of America,MS,Mississippi,28159,Winston County,US,USA,2
US_MS_28161,Q486480,US,United States of America,MS,Mississippi,28161,Yalobusha County,US,USA,2
US_MS_28163,Q486466,US,United States of America,MS,Mississippi,28163,Yazoo County,US,USA,2
US_MT,Q1212,US,United States of America,MT,Montana,,,US,USA,1
US_MT_30001,Q110212,US,United States of America,MT,Montana,30001,Beaverhead County,US,USA,2
US_MT_30003,Q109503,US,United States of America,MT,Montana,30003,Big Horn County,US,USA,2
US_MT_30005,Q192650,US,United States of America,MT,Montana,30005,Blaine County,US,USA,2
US_MT_30007,Q192753,US,United States of America,MT,Montana,30007,Broadwater County,US,USA,2
US_MT_30009,Q192992,US,United States of America,MT,Montana,30009,Carbon County,US,USA,2
US_MT_30011,Q193072,US,United States of America,MT,Montana,30011,Carter County,US,USA,2
US_MT_30013,Q193167,US,United States of America,MT,Montana,30013,Cascade County,US,USA,2
US_MT_30015,Q193230,US,United States of America,MT,Montana,30015,Chouteau County,US,USA,2
US_MT_30017,Q490789,US,United States of America,MT,Montana,30017,Custer County,US,USA,2
US_MT_30019,Q427315,US,United States of America,MT,Montana,30019,Daniels County,US,USA,2
US_MT_30021,Q490762,US,United States of America,MT,Montana,30021,Dawson County,US,USA,2
US_MT_30023,Q490774,US,United States of America,MT,Montana,30023,Deer Lodge County,US,USA,2
US_MT_30025,Q373575,US,United States of America,MT,Montana,30025,Fallon County,US,USA,2
US_MT_30027,Q496693,US,United States of America,MT,Montana,30027,Fergus County,US,USA,2
US_MT_30029,Q496607,US,United States of America,MT,Montana,30029,Flathead County,US,USA,2
US_MT_30031,Q387978,US,United States of America,MT,Montana,30031,Gallatin County,US,USA,2
US_MT_30033,Q486961,US,United States of America,MT,Montana,30033,Garfield County,US,USA,2
US_MT_30035,Q31091,US,United States of America,MT,Montana,30035,Glacier County,US,USA,2
US_MT_30037,Q502554,US,United States of America,MT,Montana,30037,Golden Valley County,US,USA,2
US_MT_30039,Q496622,US,United States of America,MT,Montana,30039,Granite County,US,USA,2
US_MT_30041,Q496589,US,United States of America,MT,Montana,30041,Hill County,US,USA,2
US_MT_30043,Q496737,US,United States of America,MT,Montana,30043,Jefferson County,US,USA,2
US_MT_30045,Q490471,US,United States of America,MT,Montana,30045,Judith Basin County,US,USA,2
US_MT_30047,Q496700,US,United States of America,MT,Montana,30047,Lake County,US,USA,2
US_MT_30049,Q496656,US,United States of America,MT,Montana,30049,Lewis and Clark County,US,USA,2
US_MT_30051,Q496568,US,United States of America,MT,Montana,30051,Liberty County,US,USA,2
US_MT_30053,Q490344,US,United States of America,MT,Montana,30053,Lincoln County,US,USA,2
US_MT_30055,Q497652,US,United States of America,MT,Montana,30055,McCone County,US,USA,2
US_MT_30057,Q496596,US,United States of America,MT,Montana,30057,Madison County,US,USA,2
US_MT_30059,Q491569,US,United States of America,MT,Montana,30059,Meagher County,US,USA,2
US_MT_30061,Q370329,US,United States of America,MT,Montana,30061,Mineral County,US,USA,2
US_MT_30063,Q496558,US,United States of America,MT,Montana,30063,Missoula County,US,USA,2
US_MT_30065,Q496583,US,United States of America,MT,Montana,30065,Musselshell County,US,USA,2
US_MT_30067,Q496644,US,United States of America,MT,Montana,30067,Park County,US,USA,2
US_MT_30069,Q496636,US,United States of America,MT,Montana,30069,Petroleum County,US,USA,2
US_MT_30071,Q496577,US,United States of America,MT,Montana,30071,Phillips County,US,USA,2
US_MT_30073,Q496708,US,United States of America,MT,Montana,30073,Pondera County,US,USA,2
US_MT_30075,Q496242,US,United States of America,MT,Montana,30075,Powder River County,US,USA,2
US_MT_30077,Q496602,US,United States of America,MT,Montana,30077,Powell County,US,USA,2
US_MT_30079,Q496678,US,United States of America,MT,Montana,30079,Prairie County,US,USA,2
US_MT_30081,Q496758,US,United States of America,MT,Montana,30081,Ravalli County,US,USA,2
US_MT_30083,Q496716,US,United States of America,MT,Montana,30083,Richland County,US,USA,2
US_MT_30085,Q496751,US,United States of America,MT,Montana,30085,Roosevelt County,US,USA,2
US_MT_30087,Q496664,US,United States of America,MT,Montana,30087,Rosebud County,US,USA,2
US_MT_30089,Q490734,US,United States of America,MT,Montana,30089,Sanders County,US,USA,2
US_MT_30091,Q496629,US,United States of America,MT,Montana,30091,Sheridan County,US,USA,2
US_MT_30093,Q484513,US,United States of America,MT,Montana,30093,Silver Bow County,US,USA,2
US_MT_30095,Q490750,US,United States of America,MT,Montana,30095,Stillwater County,US,USA,2
US_MT_30097,Q496616,US,United States of America,MT,Montana,30097,Sweet Grass County,US,USA,2
US_MT_30099,Q496685,US,United States of America,MT,Montana,30099,Teton County,US,USA,2
US_MT_30101,Q496722,US,United States of America,MT,Montana,30101,Toole County,US,USA,2
US_MT_30103,Q496744,US,United States of America,MT,Montana,30103,Treasure County,US,USA,2
US_MT_30105,Q496764,US,United States of America,MT,Montana,30105,Valley County,US,USA,2
US_MT_30107,Q496161,US,United States of America,MT,Montana,30107,Wheatland County,US,USA,2
US_MT_30109,Q496109,US,United States of America,MT,Montana,30109,Wibaux County,US,USA,2
US_MT_30111,Q490283,US,United States of America,MT,Montana,30111,Yellowstone County,US,USA,2
US_NC,Q1454,US,United States of America,NC,North Carolina,,,US,USA,1
US_NC_37001,Q504397,US,United States of America,NC,North Carolina,37001,Alamance County,US,USA,2
US_NC_37003,Q491584,US,United States of America,NC,North Carolina,37003,Alexander County,US,USA,2
US_NC_37005,Q497899,US,United States of America,NC,North Carolina,37005,Alleghany County,US,USA,2
US_NC_37007,Q497830,US,United States of America,NC,North Carolina,37007,Anson County,US,USA,2
US_NC_37009,Q491626,US,United States of America,NC,North Carolina,37009,Ashe County,US,USA,2
US_NC_37011,Q497804,US,United States of America,NC,North Carolina,37011,Avery County,US,USA,2
US_NC_37013,Q484639,US,United States of America,NC,North Carolina,37013,Beaufort County,US,USA,2
US_NC_37015,Q504335,US,United States of America,NC,North Carolina,37015,Bertie County,US,USA,2
US_NC_37017,Q504403,US,United States of America,NC,North Carolina,37017,Bladen County,US,USA,2
US_NC_37019,Q504329,US,United States of America,NC,North Carolina,37019,Brunswick County,US,USA,2
US_NC_37021,Q504360,US,United States of America,NC,North Carolina,37021,Buncombe County,US,USA,2
US_NC_37023,Q504366,US,United States of America,NC,North Carolina,37023,Burke County,US,USA,2
US_NC_37025,Q176307,US,United States of America,NC,North Carolina,37025,Cabarrus County,US,USA,2
US_NC_37027,Q497908,US,United States of America,NC,North Carolina,37027,Caldwell County,US,USA,2
US_NC_37029,Q504294,US,United States of America,NC,North Carolina,37029,Camden County,US,USA,2
US_NC_37031,Q497817,US,United States of America,NC,North Carolina,37031,Carteret County,US,USA,2
US_NC_37033,Q504428,US,United States of America,NC,North Carolina,37033,Caswell County,US,USA,2
US_NC_37035,Q502483,US,United States of America,NC,North Carolina,37035,Catawba County,US,USA,2
US_NC_37037,Q504410,US,United States of America,NC,North Carolina,37037,Chatham County,US,USA,2
US_NC_37039,Q484664,US,United States of America,NC,North Carolina,37039,Cherokee County,US,USA,2
US_NC_37041,Q943772,US,United States of America,NC,North Carolina,37041,Chowan County,US,USA,2
US_NC_37043,Q502516,US,United States of America,NC,North Carolina,37043,Clay County,US,USA,2
US_NC_37045,Q511691,US,United States of America,NC,North Carolina,37045,Cleveland County,US,USA,2
US_NC_37047,Q509813,US,United States of America,NC,North Carolina,37047,Columbus County,US,USA,2
US_NC_37049,Q529958,US,United States of America,NC,North Carolina,37049,Craven County,US,USA,2
US_NC_37051,Q511834,US,United States of America,NC,North Carolina,37051,Cumberland County,US,USA,2
US_NC_37053,Q511761,US,United States of America,NC,North Carolina,37053,Currituck County,US,USA,2
US_NC_37055,Q295787,US,United States of America,NC,North Carolina,37055,Dare County,US,USA,2
US_NC_37057,Q511713,US,United States of America,NC,North Carolina,37057,Davidson County,US,USA,2
US_NC_37059,Q509786,US,United States of America,NC,North Carolina,37059,Davie County,US,USA,2
US_NC_37061,Q511788,US,United States of America,NC,North Carolina,37061,Duplin County,US,USA,2
US_NC_37063,Q428298,US,United States of America,NC,North Carolina,37063,Durham County,US,USA,2
US_NC_37065,Q118127,US,United States of America,NC,North Carolina,37065,Edgecombe County,US,USA,2
US_NC_37067,Q509926,US,United States of America,NC,North Carolina,37067,Forsyth County,US,USA,2
US_NC_37069,Q502526,US,United States of America,NC,North Carolina,37069,Franklin County,US,USA,2
US_NC_37071,Q511849,US,United States of America,NC,North Carolina,37071,Gaston County,US,USA,2
US_NC_37073,Q509838,US,United States of America,NC,North Carolina,37073,Gates County,US,USA,2
US_NC_37075,Q374968,US,United States of America,NC,North Carolina,37075,Graham County,US,USA,2
US_NC_37077,Q502503,US,United States of America,NC,North Carolina,37077,Granville County,US,USA,2
US_NC_37079,Q511772,US,United States of America,NC,North Carolina,37079,Greene County,US,USA,2
US_NC_37081,Q502257,US,United States of America,NC,North Carolina,37081,Guilford County,US,USA,2
US_NC_37083,Q509910,US,United States of America,NC,North Carolina,37083,Halifax County,US,USA,2
US_NC_37085,Q497861,US,United States of America,NC,North Carolina,37085,Harnett County,US,USA,2
US_NC_37087,Q502496,US,United States of America,NC,North Carolina,37087,Haywood County,US,USA,2
US_NC_37089,Q511747,US,United States of America,NC,North Carolina,37089,Henderson County,US,USA,2
US_NC_37091,Q751202,US,United States of America,NC,North Carolina,37091,Hertford County,US,USA,2
US_NC_37093,Q502507,US,United States of America,NC,North Carolina,37093,Hoke County,US,USA,2
US_NC_37095,Q511659,US,United States of America,NC,North Carolina,37095,Hyde County,US,USA,2
US_NC_37097,Q502875,US,United States of America,NC,North Carolina,37097,Iredell County,US,USA,2
US_NC_37099,Q502521,US,United States of America,NC,North Carolina,37099,Jackson County,US,USA,2
US_NC_37101,Q497938,US,United States of America,NC,North Carolina,37101,Johnston County,US,USA,2
