date,subregion1_code,total_tested,total_confirmed,total_hospitalized,total_intensive_care,total_ventilator,total_recovered,total_deceased,country_code,key,new_tested,new_confirmed,new_hospitalized,new_intensive_care,new_ventilator,new_recovered,new_deceased
2020-03-30,AG,,481,94,25,23,,8,CH,CH_AG,,117,44,13,13,0,5
2020-03-31,AG,,499,85,25,25,,11,CH,CH_AG,,18,-9,0,2,0,3
2020-04-01,AG,,549,94,27,27,,11,CH,CH_AG,,50,9,2,2,0,0
2020-04-02,AG,,592,94,27,27,,12,CH,CH_AG,,43,0,0,0,0,1
2020-04-03,AG,,626,100,27,26,,12,CH,CH_AG,,34,6,0,-1,0,0
2020-04-06,AG,,727,82,25,24,,13,CH,CH_AG,,101,-18,-2,-2,0,1
2020-04-07,AG,,760,84,25,25,170,16,CH,CH_AG,,33,2,0,1,166,3
2020-04-08,AG,,788,79,23,23,220,16,CH,CH_AG,,28,-5,-2,-2,50,0
2020-04-09,AG,,822,87,22,21,250,17,CH,CH_AG,,34,8,-1,-2,30,1
2020-04-10,AG,,850,,,,,18,CH,CH_AG,,28,0,0,0,0,1
2020-04-11,AG,,878,76,23,21,300,18,CH,CH_AG,,28,-11,1,0,50,0
2020-04-12,AG,,899,,,,,18,CH,CH_AG,,21,0,0,0,0,0
2020-04-13,AG,,906,,,,,19,CH,CH_AG,,7,0,0,0,0,1
2020-04-14,AG,,912,78,22,22,400,19,CH,CH_AG,,6,2,-1,1,100,0
2020-04-15,AG,,929,69,20,20,450,22,CH,CH_AG,,17,-9,-2,-2,50,3
2020-04-16,AG,,943,61,20,20,500,23,CH,CH_AG,,14,-8,0,0,50,1
2020-04-17,AG,,960,58,20,20,540,24,CH,CH_AG,,17,-3,0,0,40,1
2020-04-18,AG,,987,,,,,25,CH,CH_AG,,27,0,0,0,0,1
2020-04-19,AG,,1003,,,,,25,CH,CH_AG,,16,0,0,0,0,0
2020-04-20,AG,,1012,45,16,16,640,28,CH,CH_AG,,9,-13,-4,-4,100,3
2020-04-21,AG,,1017,43,18,18,680,29,CH,CH_AG,,5,-2,2,2,40,1
2020-04-22,AG,,1026,37,15,15,710,31,CH,CH_AG,,9,-6,-3,-3,30,2
2020-04-23,AG,,1037,35,14,14,750,31,CH,CH_AG,,11,-2,-1,-1,40,0
2020-04-24,AG,,1052,40,14,14,780,31,CH,CH_AG,,15,5,0,0,30,0
2020-04-27,AG,,1088,42,15,14,830,33,CH,CH_AG,,36,2,1,0,50,2
2020-04-28,AG,,1093,39,12,11,840,33,CH,CH_AG,,5,-3,-3,-3,10,0
2020-04-29,AG,,1099,38,10,9,850,33,CH,CH_AG,,6,-1,-2,-2,10,0
2020-04-30,AG,,1108,33,9,8,870,33,CH,CH_AG,,9,-5,-1,-1,20,0
2020-05-01,AG,,1112,34,11,8,890,34,CH,CH_AG,,4,1,2,0,20,1
2020-05-02,AG,,1124,,,,,,CH,CH_AG,,12,0,0,0,0,0
2020-05-03,AG,,1129,,,,,,CH,CH_AG,,5,0,0,0,0,0
2020-05-04,AG,,1133,38,5,4,940,36,CH,CH_AG,,4,4,-6,-4,50,2
2020-05-05,AG,,1135,23,5,4,940,36,CH,CH_AG,,2,-15,0,0,0,0
2020-05-06,AG,,1141,24,5,5,960,36,CH,CH_AG,,6,1,0,1,20,0
2020-05-07,AG,,1145,19,4,4,970,37,CH,CH_AG,,4,-5,-1,-1,10,1
2020-05-08,AG,,1149,16,3,3,990,37,CH,CH_AG,,4,-3,-1,-1,20,0
2020-05-09,AG,,1153,,,,,,CH,CH_AG,,4,0,0,0,0,0
2020-05-10,AG,,1156,,,,,,CH,CH_AG,,3,0,0,0,0,0
2020-05-11,AG,,1163,14,2,2,1030,38,CH,CH_AG,,7,-2,-1,-1,40,1
2020-05-12,AG,,1167,9,2,2,1040,42,CH,CH_AG,,4,-5,0,0,10,4
2020-05-13,AG,,1169,8,1,1,1045,42,CH,CH_AG,,2,-1,-1,-1,5,0
2020-05-14,AG,,1174,10,1,1,1060,43,CH,CH_AG,,5,2,0,0,15,1
2020-05-15,AG,,1177,12,1,1,1060,43,CH,CH_AG,,3,2,0,0,0,0
2020-05-18,AG,,1185,7,1,1,1075,44,CH,CH_AG,,8,-5,0,0,15,1
2020-05-19,AG,,1187,10,4,2,1085,44,CH,CH_AG,,2,3,3,1,10,0
2020-05-20,AG,,1194,11,2,2,1090,44,CH,CH_AG,,7,1,-2,0,5,0
2020-05-21,AG,,1195,,,,,,CH,CH_AG,,1,0,0,0,0,0
2020-05-22,AG,,1195,,,,,,CH,CH_AG,,0,0,0,0,0,0
2020-05-25,AG,,1198,6,1,1,1110,45,CH,CH_AG,,3,-5,-1,-1,20,1
2020-05-26,AG,,1200,,,,,,CH,CH_AG,,2,0,0,0,0,0
2020-05-27,AG,,1201,,,,,,CH,CH_AG,,1,0,0,0,0,0
2020-05-28,AG,,1201,6,1,1,1120,46,CH,CH_AG,,0,0,0,0,10,1
2020-06-01,AG,,1210,,,,,,CH,CH_AG,,9,0,0,0,0,0
2020-06-02,AG,,1213,4,1,1,1140,46,CH,CH_AG,,3,-2,0,0,20,0
2020-06-03,AG,,1213,,,,,,CH,CH_AG,,0,0,0,0,0,0
2020-06-04,AG,,1216,3,2,2,1145,46,CH,CH_AG,,3,-1,1,1,5,0
2020-06-08,AG,,1218,4,1,1,1150,46,CH,CH_AG,,2,1,-1,-1,5,0
2020-06-09,AG,,1220,,,,,,CH,CH_AG,,2,0,0,0,0,0
2020-06-10,AG,,1220,,,,,,CH,CH_AG,,0,0,0,0,0,0
2020-06-11,AG,,1222,2,1,1,1155,46,CH,CH_AG,,2,-2,0,0,5,0
2020-06-13,AG,,1226,,,,,,CH,CH_AG,,4,0,0,0,0,0
2020-06-14,AG,,1227,,,,,,CH,CH_AG,,1,0,0,0,0,0
2020-06-15,AG,,1229,,,,,,CH,CH_AG,,2,0,0,0,0,0
2020-06-16,AG,,1230,,,,,,CH,CH_AG,,1,0,0,0,0,0
2020-06-17,AG,,1231,,,,,,CH,CH_AG,,1,0,0,0,0,0
2020-06-18,AG,,1231,,,,1170,46,CH,CH_AG,,0,0,0,0,15,0
2020-06-19,AG,,1235,,,,,46,CH,CH_AG,,4,0,0,0,0,0
2020-06-22,AG,,1239,,,,,46,CH,CH_AG,,4,0,0,0,0,0
2020-06-23,AG,,1241,,,,,46,CH,CH_AG,,2,0,0,0,0,0
2020-06-24,AG,,1241,,,,,47,CH,CH_AG,,0,0,0,0,0,1
2020-06-25,AG,,1248,,,,,47,CH,CH_AG,,7,0,0,0,0,0
2020-06-26,AG,,1254,,,,,47,CH,CH_AG,,6,0,0,0,0,0
2020-02-29,ZG,,0,0,0,,,0,CH,CH_ZG,,,,,,,
2020-03-01,ZG,,0,0,0,,0,0,CH,CH_ZG,,0,0,0,,,0
2020-03-02,ZG,,0,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-03,ZG,,1,0,0,,0,0,CH,CH_ZG,,1,0,0,,0,0
2020-03-04,ZG,,1,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-05,ZG,,2,0,0,,0,0,CH,CH_ZG,,1,0,0,,0,0
2020-03-06,ZG,,3,0,0,,0,0,CH,CH_ZG,,1,0,0,,0,0
2020-03-07,ZG,,3,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-08,ZG,,3,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-09,ZG,,10,0,0,,0,0,CH,CH_ZG,,7,0,0,,0,0
2020-03-10,ZG,,10,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-11,ZG,,11,0,0,,0,0,CH,CH_ZG,,1,0,0,,0,0
2020-03-12,ZG,,11,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-13,ZG,,11,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-14,ZG,,13,0,0,,0,0,CH,CH_ZG,,2,0,0,,0,0
2020-03-15,ZG,,13,0,0,,0,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-16,ZG,,20,0,0,,0,0,CH,CH_ZG,,7,0,0,,0,0
2020-03-17,ZG,,29,0,0,,1,0,CH,CH_ZG,,9,0,0,,1,0
2020-03-18,ZG,,33,0,0,,5,0,CH,CH_ZG,,4,0,0,,4,0
2020-03-19,ZG,,37,1,0,,5,0,CH,CH_ZG,,4,1,0,,0,0
2020-03-20,ZG,,48,1,0,,5,0,CH,CH_ZG,,11,0,0,,0,0
2020-03-21,ZG,,53,3,0,,5,0,CH,CH_ZG,,5,2,0,,0,0
2020-03-22,ZG,,53,3,0,,5,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-23,ZG,,53,3,0,,5,0,CH,CH_ZG,,0,0,0,,0,0
2020-03-24,ZG,,72,6,0,,12,0,CH,CH_ZG,,19,3,0,,7,0
2020-03-25,ZG,,80,9,1,,18,0,CH,CH_ZG,,8,3,1,,6,0
2020-03-26,ZG,,87,10,1,,18,0,CH,CH_ZG,,7,1,0,,0,0
2020-03-27,ZG,,94,12,5,,18,0,CH,CH_ZG,,7,2,4,,0,0
2020-03-28,ZG,,101,12,5,,21,1,CH,CH_ZG,,7,0,0,,3,1
2020-03-29,ZG,,101,12,5,,21,1,CH,CH_ZG,,0,0,0,,0,0
2020-03-30,ZG,,112,13,5,,29,1,CH,CH_ZG,,11,1,0,,8,0
2020-03-31,ZG,,114,14,6,,39,1,CH,CH_ZG,,2,1,1,,10,0
2020-04-01,ZG,,125,13,5,,40,1,CH,CH_ZG,,11,-1,-1,,1,0
2020-04-02,ZG,,131,14,5,,41,1,CH,CH_ZG,,6,1,0,,1,0
2020-04-03,ZG,,138,15,7,,44,1,CH,CH_ZG,,7,1,2,,3,0
2020-04-04,ZG,,146,14,7,,46,2,CH,CH_ZG,,8,-1,0,,2,1
2020-04-05,ZG,,146,14,7,,46,2,CH,CH_ZG,,0,0,0,,0,0
2020-04-06,ZG,,152,14,8,,52,3,CH,CH_ZG,,6,0,1,,6,1
2020-04-07,ZG,,157,15,8,,54,3,CH,CH_ZG,,5,1,0,,2,0
2020-04-08,ZG,,162,12,9,,61,3,CH,CH_ZG,,5,-3,1,,7,0
2020-04-09,ZG,,165,13,9,,69,3,CH,CH_ZG,,3,1,0,,8,0
2020-04-10,ZG,,168,15,9,,76,3,CH,CH_ZG,,3,2,0,,7,0
2020-04-11,ZG,,168,14,9,,79,4,CH,CH_ZG,,0,-1,0,,3,1
2020-04-12,ZG,,168,13,9,,80,5,CH,CH_ZG,,0,-1,0,,1,1
2020-04-13,ZG,,170,13,9,,84,5,CH,CH_ZG,,2,0,0,,4,0
2020-04-14,ZG,,171,13,9,,88,5,CH,CH_ZG,,1,0,0,,4,0
2020-04-15,ZG,,171,13,9,,92,5,CH,CH_ZG,,0,0,0,,4,0
2020-04-16,ZG,,171,9,7,,94,6,CH,CH_ZG,,0,-4,-2,,2,1
2020-04-17,ZG,,172,8,6,,96,6,CH,CH_ZG,,1,-1,-1,,2,0
2020-04-18,ZG,,174,6,6,,99,7,CH,CH_ZG,,2,-2,0,,3,1
2020-04-19,ZG,,175,11,6,,99,7,CH,CH_ZG,,1,5,0,,0,0
2020-04-20,ZG,,175,11,5,,99,7,CH,CH_ZG,,0,0,-1,,0,0
2020-04-21,ZG,,176,9,4,,99,8,CH,CH_ZG,,1,-2,-1,,0,1
2020-04-22,ZG,,176,6,3,,131,8,CH,CH_ZG,,0,-3,-1,,32,0
2020-04-23,ZG,,178,6,3,,133,8,CH,CH_ZG,,2,0,0,,2,0
2020-04-24,ZG,,180,6,3,,133,8,CH,CH_ZG,,2,0,0,,0,0
2020-04-25,ZG,,181,6,3,,133,8,CH,CH_ZG,,1,0,0,,0,0
2020-04-26,ZG,,181,6,3,,133,8,CH,CH_ZG,,0,0,0,,0,0
2020-04-27,ZG,,185,7,3,,134,8,CH,CH_ZG,,4,1,0,,1,0
2020-04-28,ZG,,185,7,3,,134,8,CH,CH_ZG,,0,0,0,,0,0
2020-04-29,ZG,,185,6,3,,135,8,CH,CH_ZG,,0,-1,0,,1,0
2020-04-30,ZG,,189,6,3,,135,8,CH,CH_ZG,,4,0,0,,0,0
2020-05-01,ZG,,189,4,1,,136,8,CH,CH_ZG,,0,-2,-2,,1,0
2020-05-02,ZG,,189,3,1,,136,8,CH,CH_ZG,,0,-1,0,,0,0
2020-05-03,ZG,,189,3,1,,137,8,CH,CH_ZG,,0,0,0,,1,0
2020-05-04,ZG,,190,3,1,,138,8,CH,CH_ZG,,1,0,0,,1,0
2020-05-05,ZG,,191,4,2,,138,8,CH,CH_ZG,,1,1,1,,0,0
2020-05-06,ZG,,191,3,2,,142,8,CH,CH_ZG,,0,-1,0,,4,0
2020-05-07,ZG,,192,2,1,,143,8,CH,CH_ZG,,1,-1,-1,,1,0
2020-05-08,ZG,,192,2,1,,144,8,CH,CH_ZG,,0,0,0,,1,0
2020-05-09,ZG,,193,2,1,,152,8,CH,CH_ZG,,1,0,0,,8,0
2020-05-10,ZG,,193,1,1,,152,8,CH,CH_ZG,,0,-1,0,,0,0
2020-05-11,ZG,,193,1,1,,152,8,CH,CH_ZG,,0,0,0,,0,0
2020-05-12,ZG,,194,1,1,,159,8,CH,CH_ZG,,1,0,0,,7,0
2020-05-13,ZG,,195,0,0,,161,8,CH,CH_ZG,,1,-1,-1,,2,0
2020-05-14,ZG,,197,0,0,,161,8,CH,CH_ZG,,2,0,0,,0,0
2020-05-15,ZG,,198,0,0,,163,8,CH,CH_ZG,,1,0,0,,2,0
2020-05-16,ZG,,199,0,0,,168,8,CH,CH_ZG,,1,0,0,,5,0
2020-05-17,ZG,,199,0,0,,168,8,CH,CH_ZG,,0,0,0,,0,0
2020-05-18,ZG,,199,0,0,,169,8,CH,CH_ZG,,0,0,0,,1,0
2020-05-19,ZG,,199,0,0,,171,8,CH,CH_ZG,,0,0,0,,2,0
2020-05-20,ZG,,199,0,0,,171,8,CH,CH_ZG,,0,0,0,,0,0
2020-05-21,ZG,,199,0,0,,173,8,CH,CH_ZG,,0,0,0,,2,0
2020-05-22,ZG,,199,0,0,,173,8,CH,CH_ZG,,0,0,0,,0,0
2020-05-23,ZG,,201,0,0,,174,8,CH,CH_ZG,,2,0,0,,1,0
2020-05-24,ZG,,202,0,0,,174,8,CH,CH_ZG,,1,0,0,,0,0
2020-05-25,ZG,,202,1,0,,175,8,CH,CH_ZG,,0,1,0,,1,0
2020-05-26,ZG,,202,1,0,,176,8,CH,CH_ZG,,0,0,0,,1,0
2020-05-27,ZG,,202,0,0,,179,9,CH,CH_ZG,,0,-1,0,,3,1
2020-05-28,ZG,,202,0,0,,180,9,CH,CH_ZG,,0,0,0,,1,0
2020-05-29,ZG,,202,0,0,,180,9,CH,CH_ZG,,0,0,0,,0,0
2020-05-30,ZG,,202,0,0,,180,9,CH,CH_ZG,,0,0,0,,0,0
2020-05-31,ZG,,202,0,0,,180,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-01,ZG,,202,0,0,,180,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-02,ZG,,202,0,0,,185,9,CH,CH_ZG,,0,0,0,,5,0
2020-06-03,ZG,,202,0,0,,185,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-04,ZG,,202,0,0,,185,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-05,ZG,,202,0,0,,185,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-06,ZG,,202,0,0,,185,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-07,ZG,,202,0,0,,185,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-08,ZG,,203,0,0,,185,9,CH,CH_ZG,,1,0,0,,0,0
2020-06-09,ZG,,205,0,0,,185,9,CH,CH_ZG,,2,0,0,,0,0
2020-06-10,ZG,,207,1,0,,186,9,CH,CH_ZG,,2,1,0,,1,0
2020-06-11,ZG,,207,1,0,,186,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-12,ZG,,211,1,0,,186,9,CH,CH_ZG,,4,0,0,,0,0
2020-06-13,ZG,,211,1,0,,186,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-14,ZG,,211,1,0,,186,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-15,ZG,,213,1,0,,189,9,CH,CH_ZG,,2,0,0,,3,0
2020-06-16,ZG,,214,0,0,,189,9,CH,CH_ZG,,1,-1,0,,0,0
2020-06-17,ZG,,215,0,0,,189,9,CH,CH_ZG,,1,0,0,,0,0
2020-06-18,ZG,,215,0,0,,190,9,CH,CH_ZG,,0,0,0,,1,0
2020-06-19,ZG,,215,0,0,,190,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-20,ZG,,215,0,0,,190,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-21,ZG,,215,0,0,,190,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-22,ZG,,216,0,0,,190,9,CH,CH_ZG,,1,0,0,,0,0
2020-06-23,ZG,,216,0,0,,190,9,CH,CH_ZG,,0,0,0,,0,0
2020-06-24,ZG,,218,0,0,,196,9,CH,CH_ZG,,2,0,0,,6,0
2020-06-25,ZG,,219,0,0,,196,9,CH,CH_ZG,,1,0,0,,0,0
2020-03-01,FR,30,1,,,,,,CH,CH_FR,,,,,,,
2020-03-02,FR,,2,,,,,,CH,CH_FR,0,1,,,,,
2020-03-04,FR,,4,,,,,,CH,CH_FR,0,2,,,,,
2020-03-05,FR,,6,,,,,,CH,CH_FR,0,2,,,,,
2020-03-08,FR,,8,,,,,,CH,CH_FR,0,2,,,,,
2020-03-09,FR,,11,,,,,,CH,CH_FR,0,3,,,,,
2020-03-11,FR,,16,,,,,0,CH,CH_FR,0,5,,,,,
2020-03-12,FR,,22,,,,,0,CH,CH_FR,0,6,,,,,0
2020-03-13,FR,,29,,,,,0,CH,CH_FR,0,7,,,,,0
2020-03-14,FR,,36,,,,,0,CH,CH_FR,0,7,,,,,0
2020-03-15,FR,,40,,,,,0,CH,CH_FR,0,4,,,,,0
2020-03-16,FR,,45,,,,,0,CH,CH_FR,0,5,,,,,0
2020-03-17,FR,,59,,,,,0,CH,CH_FR,0,14,,,,,0
2020-03-18,FR,,86,11,5,,,0,CH,CH_FR,0,27,,,,,0
2020-03-19,FR,,111,12,5,,,1,CH,CH_FR,0,25,1,0,,,1
2020-03-20,FR,,145,20,6,,,1,CH,CH_FR,0,34,8,1,,,0
2020-03-21,FR,,167,28,6,,,2,CH,CH_FR,0,22,8,0,,,1
2020-03-22,FR,,202,32,8,,,3,CH,CH_FR,0,35,4,2,,,1
2020-03-23,FR,,226,35,7,,,4,CH,CH_FR,0,24,3,-1,,,1
2020-03-24,FR,,255,35,7,,,5,CH,CH_FR,0,29,0,0,,,1
2020-03-25,FR,,293,39,7,,,6,CH,CH_FR,0,38,4,0,,,1
2020-03-26,FR,,309,44,5,,,11,CH,CH_FR,0,16,5,-2,,,5
2020-03-27,FR,,369,50,8,,,14,CH,CH_FR,0,60,6,3,,,3
2020-03-28,FR,,421,67,12,,,15,CH,CH_FR,0,52,17,4,,,1
2020-03-29,FR,,442,76,13,,,15,CH,CH_FR,0,21,9,1,,,0
2020-03-30,FR,,477,77,16,,,17,CH,CH_FR,0,35,1,3,,,2
2020-03-31,FR,,491,77,20,,,20,CH,CH_FR,0,14,0,4,,,3
2020-04-01,FR,,525,81,23,,,23,CH,CH_FR,0,34,4,3,,,3
2020-04-02,FR,,550,80,23,,46,26,CH,CH_FR,0,25,-1,0,,,3
2020-04-03,FR,,588,77,21,,46,31,CH,CH_FR,0,38,-3,-2,,0,5
2020-04-04,FR,,638,89,21,,49,37,CH,CH_FR,0,50,12,0,,3,6
2020-04-05,FR,,669,87,20,,55,40,CH,CH_FR,0,31,-2,-1,,6,3
2020-04-06,FR,,689,87,19,,56,41,CH,CH_FR,0,20,0,-1,,1,1
2020-04-07,FR,,729,78,22,,73,44,CH,CH_FR,0,40,-9,3,,17,3
2020-04-08,FR,,756,80,22,,78,45,CH,CH_FR,0,27,2,0,,5,1
2020-04-09,FR,,786,80,20,,84,46,CH,CH_FR,0,30,0,-2,,6,1
2020-04-10,FR,,796,73,19,,88,49,CH,CH_FR,0,10,-7,-1,,4,3
2020-04-11,FR,,834,68,20,,93,53,CH,CH_FR,0,38,-5,1,,5,4
2020-04-12,FR,,846,65,19,,97,54,CH,CH_FR,0,12,-3,-1,,4,1
2020-04-13,FR,,859,68,17,,97,55,CH,CH_FR,0,13,3,-2,,0,1
2020-04-14,FR,,879,68,14,,98,57,CH,CH_FR,0,20,0,-3,,1,2
2020-04-15,FR,,890,61,16,,105,63,CH,CH_FR,0,11,-7,2,,7,6
2020-04-16,FR,,907,60,15,,105,65,CH,CH_FR,0,17,-1,-1,,0,2
2020-04-17,FR,,930,66,13,,106,67,CH,CH_FR,0,23,6,-2,,1,2
2020-04-18,FR,,956,64,11,,109,69,CH,CH_FR,0,26,-2,-2,,3,2
2020-04-19,FR,,980,61,12,,113,71,CH,CH_FR,0,24,-3,1,,4,2
2020-04-20,FR,,989,62,11,,113,72,CH,CH_FR,0,9,1,-1,,0,1
2020-04-21,FR,,995,60,8,,115,74,CH,CH_FR,0,6,-2,-3,,2,2
2020-04-22,FR,,1006,57,5,,116,76,CH,CH_FR,0,11,-3,-3,,1,2
2020-04-23,FR,,1014,57,5,,118,76,CH,CH_FR,0,8,0,0,,2,0
2020-04-24,FR,,1021,55,8,,119,76,CH,CH_FR,0,7,-2,3,,1,0
2020-04-25,FR,,1029,54,7,,119,76,CH,CH_FR,0,8,-1,-1,,0,0
2020-04-26,FR,,1033,54,5,,120,77,CH,CH_FR,0,4,0,-2,,1,1
2020-04-27,FR,,1040,55,5,,120,78,CH,CH_FR,0,7,1,0,,0,1
2020-04-28,FR,,1044,49,5,,121,78,CH,CH_FR,0,4,-6,0,,1,0
2020-04-29,FR,,1057,48,7,,123,78,CH,CH_FR,0,13,-1,2,,2,0
2020-04-30,FR,,1070,46,6,,123,78,CH,CH_FR,0,13,-2,-1,,0,0
2020-05-01,FR,,1078,43,5,,123,78,CH,CH_FR,0,8,-3,-1,,0,0
2020-05-02,FR,,1092,38,4,,129,79,CH,CH_FR,0,14,-5,-1,,6,1
2020-05-03,FR,,1097,35,4,,130,79,CH,CH_FR,0,5,-3,0,,1,0
2020-05-04,FR,,1102,36,4,,130,79,CH,CH_FR,0,5,1,0,,0,0
2020-05-05,FR,,1104,35,3,,131,80,CH,CH_FR,0,2,-1,-1,,1,1
2020-05-06,FR,,1107,34,5,,131,80,CH,CH_FR,0,3,-1,2,,0,0
2020-05-07,FR,,1115,30,5,,134,80,CH,CH_FR,0,8,-4,0,,3,0
2020-05-08,FR,,1117,30,5,,134,81,CH,CH_FR,0,2,0,0,,0,1
2020-05-09,FR,,1121,30,5,,134,82,CH,CH_FR,0,4,0,0,,0,1
2020-05-10,FR,,1126,26,4,,137,83,CH,CH_FR,0,5,-4,-1,,3,1
2020-05-11,FR,,1129,26,5,,137,83,CH,CH_FR,0,3,0,1,,0,0
2020-05-12,FR,,1138,26,6,,138,83,CH,CH_FR,0,9,0,1,,1,0
2020-05-13,FR,,1141,25,5,,139,84,CH,CH_FR,0,3,-1,-1,,1,1
2020-05-14,FR,,1143,20,5,,142,84,CH,CH_FR,0,2,-5,0,,3,0
2020-05-15,FR,,1145,19,5,,143,84,CH,CH_FR,0,2,-1,0,,1,0
2020-05-16,FR,,1146,18,5,,143,84,CH,CH_FR,0,1,-1,0,,0,0
2020-05-17,FR,,1147,17,4,,144,84,CH,CH_FR,0,1,-1,-1,,1,0
2020-05-18,FR,,1147,16,4,,144,84,CH,CH_FR,0,0,-1,0,,0,0
2020-05-19,FR,,1147,15,4,,144,84,CH,CH_FR,0,0,-1,0,,0,0
2020-05-20,FR,,1152,12,4,,144,84,CH,CH_FR,0,5,-3,0,,0,0
2020-05-21,FR,,1152,11,3,,146,84,CH,CH_FR,0,0,-1,-1,,2,0
2020-05-22,FR,,1152,11,3,,146,84,CH,CH_FR,0,0,0,0,,0,0
2020-05-23,FR,,1154,10,3,,146,84,CH,CH_FR,0,2,-1,0,,0,0
2020-05-24,FR,,1155,9,3,,147,84,CH,CH_FR,0,1,-1,0,,1,0
2020-05-25,FR,,1156,8,3,,148,84,CH,CH_FR,0,1,-1,0,,1,0
2020-05-26,FR,,1156,7,3,,148,84,CH,CH_FR,0,0,-1,0,,0,0
2020-05-27,FR,,1157,7,3,,148,84,CH,CH_FR,0,1,0,0,,0,0
2020-05-28,FR,,1158,7,3,,149,84,CH,CH_FR,0,1,0,0,,1,0
2020-05-29,FR,,1159,7,3,,149,84,CH,CH_FR,0,1,0,0,,0,0
2020-05-30,FR,,1159,5,3,,150,84,CH,CH_FR,0,0,-2,0,,1,0
2020-05-31,FR,,1159,5,3,,150,84,CH,CH_FR,0,0,0,0,,0,0
2020-06-01,FR,,1159,5,3,,150,84,CH,CH_FR,0,0,0,0,,0,0
2020-06-02,FR,,1161,5,3,,150,84,CH,CH_FR,0,2,0,0,,0,0
2020-06-03,FR,,1162,5,3,,150,84,CH,CH_FR,0,1,0,0,,0,0
2020-06-04,FR,,1164,4,3,,150,84,CH,CH_FR,0,2,-1,0,,0,0
2020-06-05,FR,,1166,5,2,,150,84,CH,CH_FR,0,2,1,-1,,0,0
2020-06-06,FR,,1166,5,2,,150,84,CH,CH_FR,0,0,0,0,,0,0
2020-06-07,FR,,1168,5,2,,150,84,CH,CH_FR,0,2,0,0,,0,0
2020-06-08,FR,,1172,5,2,,150,84,CH,CH_FR,0,4,0,0,,0,0
2020-06-09,FR,,1172,4,1,,150,84,CH,CH_FR,0,0,-1,-1,,0,0
2020-06-10,FR,,1174,4,1,,150,84,CH,CH_FR,0,2,0,0,,0,0
2020-06-11,FR,,1175,3,1,,150,84,CH,CH_FR,0,1,-1,0,,0,0
2020-06-12,FR,,1175,4,1,,150,84,CH,CH_FR,0,0,1,0,,0,0
2020-06-13,FR,,1179,3,1,,150,84,CH,CH_FR,0,4,-1,0,,0,0
2020-06-14,FR,,1181,3,1,,150,84,CH,CH_FR,0,2,0,0,,0,0
2020-06-15,FR,,1181,3,1,,150,84,CH,CH_FR,0,0,0,0,,0,0
2020-06-16,FR,,1182,4,1,,150,84,CH,CH_FR,0,1,1,0,,0,0
2020-06-17,FR,,1183,3,1,,151,84,CH,CH_FR,0,1,-1,0,,1,0
2020-06-18,FR,,1185,2,0,,151,84,CH,CH_FR,0,2,-1,-1,,0,0
2020-06-19,FR,,1186,2,0,,151,84,CH,CH_FR,0,1,0,0,,0,0
2020-06-20,FR,,1191,,,,151,84,CH,CH_FR,0,5,0,0,,0,0
2020-06-21,FR,,1191,3,0,,151,84,CH,CH_FR,0,0,1,0,,0,0
2020-06-22,FR,,1191,3,0,,151,,CH,CH_FR,0,0,0,0,,0,0
2020-06-23,FR,,1195,2,0,,152,85,CH,CH_FR,0,4,-1,0,,1,1
2020-06-24,FR,,1203,2,0,,152,85,CH,CH_FR,0,8,0,0,,0,0
2020-06-25,FR,,1206,2,0,,152,85,CH,CH_FR,0,3,0,0,,0,0
2020-06-26,FR,,1211,2,0,,152,85,CH,CH_FR,0,5,0,0,,0,0
2020-03-01,NE,,1,,,,,,CH,CH_NE,,,,,,,
2020-03-02,NE,,1,1,,,,,CH,CH_NE,,0,,,,,
2020-03-03,NE,,1,1,,,,,CH,CH_NE,,0,0,,,,
2020-03-04,NE,,8,4,,,,,CH,CH_NE,,7,3,,,,
2020-03-05,NE,,9,4,,,,,CH,CH_NE,,1,0,,,,
2020-03-06,NE,,13,2,,,,,CH,CH_NE,,4,-2,,,,
2020-03-07,NE,,18,2,,,,,CH,CH_NE,,5,0,,,,
2020-03-08,NE,,24,3,,,,,CH,CH_NE,,6,1,,,,
