date,total_confirmed,total_deceased,total_tested,total_recovered,current_hospitalized,total_hospitalized,current_intensive_care,total_intensive_care,current_ventilator,total_ventilator,key,new_confirmed,new_deceased,new_tested,new_recovered,new_hospitalized,new_intensive_care,new_ventilator
2020-04-27,9142,306,109920,,473,,,,,,US_NC,312,7,2026,,,,
2020-04-26,8830,299,107894,,451,,,,,,US_NC,207,10,2629,,,,
2020-04-25,8623,289,105265,,456,,,,,,US_NC,571,20,4681,,,,
2020-04-24,8052,269,100584,,477,,,,,,US_NC,444,16,4399,,,,
2020-04-23,7608,253,96185,,486,,,,,,US_NC,388,11,5849,,,,
2020-04-22,7220,242,90336,,434,,,,,,US_NC,269,29,7005,,,,
2020-04-21,6951,213,83331,,427,,,,,,US_NC,187,34,3847,,,,
2020-04-20,6764,179,79484,,373,,,,,,US_NC,271,7,712,,,,
2020-04-19,6493,172,78772,,465,,,,,,US_NC,353,8,2561,,,,
2020-04-18,6140,164,76211,,388,,,,,,US_NC,281,12,3230,,,,
2020-04-17,5859,152,72981,,429,,,,,,US_NC,394,21,2064,,,,
2020-04-16,5465,131,70917,,452,,,,,,US_NC,342,14,3090,,,,
2020-04-15,5123,117,67827,,431,,,,,,US_NC,99,9,2788,,,,
2020-04-14,5024,108,65039,,418,,,,,,US_NC,208,22,1651,,,,
2020-04-13,4816,86,63388,,313,,,,,,US_NC,296,5,1249,,,,
2020-04-12,4520,81,62139,,331,,,,,,US_NC,208,1,1746,,,,
2020-04-11,4312,80,60393,,362,,,,,,US_NC,404,6,2748,,,,
2020-04-10,3908,74,57645,,423,,,,,,US_NC,257,9,9836,,,,
2020-04-09,3651,65,47809,,398,,,,,,US_NC,225,12,4822,,,,
2020-04-08,3426,53,42987,,386,,,,,,US_NC,205,7,1905,,,,
2020-04-07,3221,46,41082,,354,,,,,,US_NC,351,13,356,,,,
2020-04-06,2870,33,40726,,270,,,,,,US_NC,285,2,681,,,,
2020-04-05,2585,31,40045,,261,,,,,,US_NC,183,7,1272,,,,
2020-04-04,2402,24,38773,,271,,,,,,US_NC,309,5,7175,,,,
2020-04-03,2093,19,31598,,184,,,,,,US_NC,236,3,2919,,,,
2020-04-02,1857,16,28679,,184,,,,,,US_NC,273,6,2436,,,,
2020-04-01,1584,10,26243,,204,,,,,,US_NC,86,2,3137,,,,
2020-03-31,1498,8,23106,,157,,,,,,US_NC,191,2,2242,,,,
2020-03-30,1307,6,20864,,137,,,,,,US_NC,267,2,1919,,,,
2020-03-29,1040,4,18945,,91,,,,,,US_NC,105,0,1418,,,,
2020-03-28,935,4,17527,,87,,,,,,US_NC,172,1,2391,,,,
2020-03-27,763,3,15136,,77,,,,,,US_NC,127,1,2226,,,,
2020-03-26,636,2,12910,,29,,,,,,US_NC,132,1,2421,,,,
2020-03-25,504,1,10489,,29,,,,,,US_NC,106,1,1950,,,,
2020-03-24,398,0,8539,,,,,,,,US_NC,101,0,101,,,,
2020-03-23,297,0,8438,,,,,,,,US_NC,42,0,2000,,,,
2020-03-22,255,0,6438,,,,,,,,US_NC,71,0,1162,,,,
2020-03-21,184,0,5276,,,,,,,,US_NC,47,0,2043,,,,
2020-03-20,137,0,3233,,,,,,,,US_NC,40,0,728,,,,
2020-03-19,97,0,2505,,,,,,,,US_NC,34,0,655,,,,
2020-03-18,63,0,1850,,,,,,,,US_NC,23,0,1336,,,,
2020-03-17,40,0,514,,,,,,,,US_NC,7,0,34,,,,
2020-03-16,33,0,480,,,,,,,,US_NC,1,,70,,,,
2020-03-15,32,,410,,,,,,,,US_NC,9,,250,,,,
2020-03-14,23,,160,,,,,,,,US_NC,8,,59,,,,
2020-03-13,15,,101,,,,,,,,US_NC,3,,29,,,,
2020-03-12,12,,72,,,,,,,,US_NC,5,,65,,,,
2020-03-11,7,,7,,,,,,,,US_NC,0,,0,,,,
2020-03-10,7,,7,,,,,,,,US_NC,5,,5,,,,
2020-03-09,2,,2,,,,,,,,US_NC,0,,0,,,,
2020-03-08,2,,2,,,,,,,,US_NC,0,,0,,,,
2020-03-07,2,,2,,,,,,,,US_NC,0,,0,,,,
2020-03-06,2,,2,,,,,,,,US_NC,1,,1,,,,
2020-03-05,1,,1,,,,,,,,US_NC,0,,0,,,,
2020-03-04,1,,1,,,,,,,,US_NC,,,,,,,
2020-06-27,3458,87,102519,3119,23,225,,,,,US_ND,37,0,1633,29,3,,
2020-06-26,3421,87,100886,3090,23,222,,,,,US_ND,28,0,1442,26,0,,
2020-06-25,3393,87,99444,3064,25,222,,,,,US_ND,31,1,755,20,3,,
2020-06-24,3362,86,98689,3044,27,219,,,,,US_ND,42,2,1136,36,1,,
2020-06-23,3320,84,97553,3008,28,218,,,,,US_ND,7,1,100,56,0,,
2020-06-22,3313,83,97453,2952,31,218,,,,,US_ND,25,0,1280,42,2,,
2020-06-21,3288,83,96173,2910,31,216,,,,,US_ND,37,1,1942,28,3,,
2020-06-20,3251,82,94231,2882,28,213,,,,,US_ND,25,0,1625,42,3,,
2020-06-19,3226,82,92606,2840,26,210,,,,,US_ND,33,1,1952,31,2,,
2020-06-18,3193,81,90654,2809,26,208,,,,,US_ND,27,4,980,53,7,,
2020-06-17,3166,77,89674,2756,25,201,,,,,US_ND,42,0,1023,36,1,,
2020-06-16,3124,77,88651,2720,26,200,,,,,US_ND,23,0,875,37,3,,
2020-06-15,3101,77,87776,2683,31,197,,,,,US_ND,21,0,896,25,0,,
2020-06-14,3080,77,86880,2658,35,197,,,,,US_ND,22,0,1007,28,0,,
2020-06-13,3058,77,85873,2630,35,197,,,,,US_ND,42,0,1709,57,0,,
2020-06-12,3016,77,84164,2573,35,197,,,,,US_ND,36,0,1376,58,4,,
2020-06-11,2980,77,82788,2515,32,193,,,,,US_ND,39,1,1128,33,0,,
2020-06-10,2941,76,81660,2482,33,193,,,,,US_ND,40,1,994,32,4,,
2020-06-09,2901,75,80666,2450,32,189,,,,,US_ND,21,0,486,114,5,,
2020-06-08,2880,75,80180,2336,29,184,,,,,US_ND,19,0,247,29,1,,
2020-06-07,2861,75,79933,2307,28,183,,,,,US_ND,45,0,1053,39,1,,
2020-06-06,2816,75,78880,2268,29,182,,,,,US_ND,71,1,2024,26,2,,
2020-06-05,2745,74,76856,2242,30,180,,,,,US_ND,39,5,1112,33,5,,
2020-06-04,2706,69,75744,2209,32,175,,,,,US_ND,27,0,1242,40,3,,
2020-06-03,2679,69,74502,2169,34,172,,,,,US_ND,33,1,858,42,2,,
2020-06-02,2646,68,73644,2127,34,170,,,,,US_ND,21,7,343,49,1,,
2020-06-01,2625,61,73301,2078,35,169,,,,,US_ND,48,0,1261,119,2,,
2020-05-31,2577,61,72040,1959,36,167,,,,,US_ND,23,1,1059,16,2,,
2020-05-30,2554,60,70981,1943,34,165,,,,,US_ND,34,1,1528,61,1,,
2020-05-29,2520,59,69453,1882,36,164,,,,,US_ND,39,2,1199,89,3,,
2020-05-28,2481,57,68254,1793,35,161,,,,,US_ND,42,1,914,31,0,,
2020-05-27,2439,56,67340,1762,40,161,,,,,US_ND,17,2,486,61,5,,
2020-05-26,2422,54,66854,1701,40,156,,,,,US_ND,-35,0,504,150,2,,
2020-05-25,2457,54,66350,1551,41,154,,,,,US_ND,39,1,862,55,2,,
2020-05-24,2418,53,65488,1496,40,152,,,,,US_ND,53,1,1340,45,2,,
2020-05-23,2365,52,64148,1451,39,150,,,,,US_ND,48,0,1318,46,3,,
2020-05-22,2317,52,62830,1405,39,147,,,,,US_ND,88,1,1551,65,3,,
2020-05-21,2229,51,61279,1340,39,144,,,,,US_ND,134,2,2079,38,2,,
2020-05-20,2095,49,59200,1302,38,142,,,,,US_ND,101,4,1469,33,7,,
2020-05-19,1994,45,57731,1269,32,135,,,,,US_ND,63,1,1170,50,2,,
2020-05-18,1931,44,56561,1219,32,133,,,,,US_ND,31,1,1340,41,3,,
2020-05-17,1900,43,55221,1178,30,130,,,,,US_ND,52,1,1734,67,0,,
2020-05-16,1848,42,53487,1111,33,130,,,,,US_ND,87,0,1772,40,0,,
2020-05-15,1761,42,51715,1071,35,130,,,,,US_ND,114,2,1469,64,1,,
2020-05-14,1647,40,50246,1007,38,129,,,,,US_ND,0,0,1301,38,2,,
2020-05-13,1647,40,48945,969,37,127,,,,,US_ND,76,2,1113,92,5,,
2020-05-12,1571,38,47832,877,38,122,,,,,US_ND,53,2,818,31,7,,
2020-05-11,1518,36,47014,846,34,115,,,,,US_ND,27,1,2145,54,5,,
2020-05-10,1491,35,44869,792,29,110,,,,,US_ND,27,0,936,30,0,,
2020-05-09,1464,35,43933,762,34,110,,,,,US_ND,39,2,1432,48,6,,
2020-05-08,1425,33,42501,714,33,104,,,,,US_ND,54,2,1634,113,2,,
2020-05-07,1371,31,40867,601,35,102,,,,,US_ND,48,0,2235,19,5,,
2020-05-06,1323,31,38632,582,32,97,,,,,US_ND,57,6,2211,23,2,,
2020-05-05,1266,25,36421,559,31,95,,,,,US_ND,41,0,1667,19,1,,
2020-05-04,1225,25,34754,540,31,94,,,,,US_ND,34,0,1401,23,4,,
2020-05-03,1191,25,33353,517,31,90,,,,,US_ND,38,1,1806,7,0,,
2020-05-02,1153,24,31547,510,32,90,,,,,US_ND,46,1,2022,28,4,,
2020-05-01,1107,23,29525,482,27,86,,,,,US_ND,40,4,2065,24,1,,
2020-04-30,1067,19,27460,458,30,85,,,,,US_ND,34,0,1924,21,3,,
2020-04-29,1033,19,25536,437,28,82,,,,,US_ND,42,0,1813,28,3,,
2020-04-28,991,19,23723,409,25,79,,,,,US_ND,49,0,1289,59,2,,
2020-04-27,942,19,22434,350,23,77,,,,,US_ND,75,2,1717,24,6,,
2020-04-26,867,17,20717,326,18,71,,,,,US_ND,64,1,1367,16,1,,
2020-04-25,803,16,19350,310,17,70,,,,,US_ND,55,1,1901,25,3,,
2020-04-24,748,15,17449,285,17,67,,,,,US_ND,39,0,1119,16,2,,
2020-04-23,709,15,16330,269,18,65,,,,,US_ND,30,1,741,40,3,,
2020-04-22,679,14,15589,229,23,62,,,,,US_ND,35,1,602,15,8,,
2020-04-21,644,13,14987,214,17,54,,,,,US_ND,17,0,240,25,1,,
2020-04-20,627,13,14747,189,17,53,,,,,US_ND,42,3,1117,0,2,,
2020-04-19,585,10,13630,189,15,51,,,,,US_ND,57,1,667,6,4,,
2020-04-18,528,9,12963,183,13,47,,,,,US_ND,89,0,621,11,0,,
2020-04-17,439,9,12342,172,16,47,,,,,US_ND,46,0,638,9,2,,
2020-04-16,393,9,11704,163,14,45,,,,,US_ND,28,0,387,21,1,,
2020-04-15,365,9,11317,142,13,44,,,,,US_ND,24,0,401,4,2,,
2020-04-14,341,9,10916,138,13,42,,,,,US_ND,10,1,135,11,2,,
2020-04-13,331,8,10781,127,13,40,,,,,US_ND,23,0,431,6,1,,
2020-04-12,308,8,10350,121,12,39,,,,,US_ND,15,1,270,2,3,,
2020-04-11,293,7,10080,119,10,36,,,,,US_ND,15,1,472,14,0,,
2020-04-10,278,6,9608,105,13,36,,,,,US_ND,9,1,618,4,2,,
2020-04-09,269,5,8990,101,14,34,,,,,US_ND,18,1,438,3,0,,
2020-04-08,251,4,8552,98,16,34,,,,,US_ND,14,0,849,16,1,,
2020-04-07,237,4,7703,82,18,33,,,,,US_ND,12,1,490,8,1,,
2020-04-06,225,3,7213,74,19,32,,,,,US_ND,18,0,426,11,1,,
2020-04-05,207,3,6787,63,20,31,,,,,US_ND,21,0,580,0,1,,
2020-04-04,186,3,6207,63,,30,,,,,US_ND,13,0,409,8,1,,
2020-04-03,173,3,5798,55,,29,,,,,US_ND,14,0,818,12,1,,
2020-04-02,159,3,4980,43,,28,,,,,US_ND,17,0,487,9,5,,
2020-04-01,142,3,4493,34,,23,,,,,US_ND,16,0,236,4,2,,
2020-03-31,126,3,4257,30,,21,,,,,US_ND,17,1,420,11,2,,
2020-03-30,109,2,3837,19,,19,,,,,US_ND,11,1,384,1,2,,
2020-03-29,98,1,3453,18,,17,,,,,US_ND,15,0,561,2,1,,
2020-03-28,83,1,2892,16,,16,,,,,US_ND,18,1,400,1,3,,
2020-03-27,65,0,2492,15,,13,,,,,US_ND,13,0,401,,3,,
2020-03-26,52,0,2091,,,10,,,,,US_ND,13,0,318,,2,,
2020-03-25,39,0,1773,,,8,,,,,US_ND,5,0,285,,3,,
2020-03-24,34,0,1488,,,5,,,,,US_ND,4,0,105,,1,,
2020-03-23,30,0,1383,,,4,,,,,US_ND,2,0,95,,1,,
2020-03-22,28,0,1288,,,3,,,,,US_ND,0,0,119,,0,,
2020-03-21,28,0,1169,,,3,,,,,US_ND,8,0,349,,,,
2020-03-20,20,0,820,,,,,,,,US_ND,5,0,312,,,,
2020-03-19,15,0,508,,,,,,,,US_ND,9,0,234,,,,
2020-03-18,6,0,274,,,,,,,,US_ND,3,0,51,,,,
2020-03-17,3,0,223,,,,,,,,US_ND,2,0,99,,,,
2020-03-16,1,0,124,,,,,,,,US_ND,0,0,24,,,,
2020-03-15,1,0,100,,,,,,,,US_ND,0,0,31,,,,
2020-03-14,1,0,69,,,,,,,,US_ND,0,0,17,,,,
2020-03-13,1,0,52,,,,,,,,US_ND,0,,25,,,,
2020-03-12,1,,27,,,,,,,,US_ND,1,,14,,,,
2020-03-11,0,,13,,,,,,,,US_ND,0,,5,,,,
2020-03-10,0,,8,,,,,,,,US_ND,0,,8,,,,
2020-03-09,0,,0,,,,,,,,US_ND,0,,0,,,,
2020-03-08,0,,0,,,,,,,,US_ND,0,,0,,,,
2020-03-07,0,,0,,,,,,,,US_ND,,,,,,,
2020-06-27,18524,266,168598,12698,125,1312,,,,,US_NE,178,6,3596,384,18,,
2020-06-26,18346,260,165002,12314,126,1294,,,,,US_NE,125,3,1832,215,26,,
2020-06-25,18221,257,163170,12099,131,1268,,,,,US_NE,129,1,1869,0,11,,
2020-06-24,18092,256,161301,12099,125,1257,,,,,US_NE,135,7,2659,119,23,,
2020-06-23,17957,249,158642,11980,135,1234,,,,,US_NE,147,5,2134,204,22,,
2020-06-22,17810,244,156508,11776,141,1212,,,,,US_NE,103,0,2267,211,0,,
2020-06-21,17707,244,154241,11565,140,1212,,,,,US_NE,116,0,2387,253,12,,
2020-06-20,17591,244,151854,11312,141,1200,,,,,US_NE,176,4,4008,246,34,,
2020-06-19,17415,240,147846,11066,149,1166,,,,,US_NE,189,6,3033,305,25,,
2020-06-18,17226,234,144813,10761,156,1141,,,,,US_NE,195,3,2426,232,25,,
2020-06-17,17031,231,142387,10529,156,1116,,,,,US_NE,180,11,2874,178,28,,
2020-06-16,16851,220,139513,10351,160,1088,,,,,US_NE,126,4,1758,230,13,,
2020-06-15,16725,216,137755,10121,160,1075,,,,,US_NE,92,0,1640,242,5,,
2020-06-14,16633,216,136115,9879,156,1070,,,,,US_NE,120,0,1738,269,3,,
2020-06-13,16513,216,134377,9610,157,1067,,,,,US_NE,198,4,3604,381,38,,
2020-06-12,16315,212,130773,9229,164,1029,,,,,US_NE,290,17,3111,283,29,,
2020-06-11,16025,195,127662,8946,175,1000,,,,,US_NE,142,4,2500,126,11,,
2020-06-10,15883,191,125162,8820,181,989,,,,,US_NE,131,3,2470,183,22,,
2020-06-09,15752,188,122692,8637,176,967,,,,,US_NE,118,0,1285,182,32,,
2020-06-08,15634,188,121407,8455,166,935,,,,,US_NE,91,0,1638,200,7,,
2020-06-07,15543,188,119769,8255,167,928,,,,,US_NE,164,2,2222,298,9,,
2020-06-06,15379,186,117547,7957,181,919,,,,,US_NE,262,0,2725,359,14,,
2020-06-05,15117,186,114822,7598,190,905,,,,,US_NE,251,-1,2567,593,3,,
2020-06-04,14866,187,112255,7005,211,902,,,,,US_NE,255,6,2289,262,51,,
2020-06-03,14611,181,109966,6743,194,851,,,,,US_NE,266,3,3548,,,,
2020-06-02,14345,178,106418,,,,,,,,US_NE,244,8,2753,,,,
2020-06-01,14101,170,103665,,,,,,,,US_NE,196,0,2523,,,,
2020-05-31,13905,170,101142,,,,,,,,US_NE,251,0,2134,,,,
2020-05-30,13654,170,99008,,,,,,,,US_NE,393,6,4205,,,,
2020-05-29,13261,164,94803,,,,,,,,US_NE,285,1,1823,,,,
2020-05-28,12976,163,92980,,,,,,,,US_NE,357,10,2559,,,,
2020-05-27,12619,153,90421,,,,,,,,US_NE,264,3,2379,,,,
2020-05-26,12355,150,88042,,,,,,,,US_NE,221,0,2310,,,,
2020-05-25,12134,150,85732,,,,,,,,US_NE,145,3,2527,,,,
2020-05-24,11989,147,83205,,,,,,,,US_NE,327,0,3223,,,,
2020-05-23,11662,147,79982,,,,,,,,US_NE,237,4,1563,,,,
2020-05-22,11425,143,78419,,,,,,,,US_NE,303,5,2779,,,,
2020-05-21,11122,138,75640,,,,,,,,US_NE,276,6,3505,,,,
2020-05-20,10846,132,72135,,,,,,,,US_NE,221,7,2151,,,,
2020-05-19,10625,125,69984,,,,,,,,US_NE,277,2,2483,,,,
2020-05-18,10348,123,67501,,,,,,,,US_NE,128,0,1861,,,,
2020-05-17,10220,123,65640,,,,,,,,US_NE,448,4,5662,,,,
2020-05-16,9772,119,59978,,,,,,,,US_NE,356,6,2763,,,,
2020-05-15,9416,113,57215,,,,,,,,US_NE,341,6,3874,,,,
2020-05-14,9075,107,53341,,,,,,,,US_NE,383,4,3616,,,,
2020-05-13,8692,103,49725,,192,,81,,56,,US_NE,120,3,1782,,,,
2020-05-12,8572,100,47943,,192,,81,,56,,US_NE,257,2,1704,,,,
2020-05-11,8315,98,46239,,,,,,,,US_NE,81,2,670,,,,
2020-05-10,8234,96,45569,,,,,,,,US_NE,403,4,2593,,,,
2020-05-09,7831,92,42976,,,,,,,,US_NE,641,2,2564,,,,
2020-05-08,7190,90,40412,,,,,,,,US_NE,419,4,2654,,,,
2020-05-07,6771,86,37758,,,,,,,,US_NE,333,4,1630,,,,
2020-05-06,6438,82,36128,,,,,,,,US_NE,355,4,1519,,,,
2020-05-05,6083,78,34609,,,,,,,,US_NE,173,0,855,,,,
2020-05-04,5910,78,33754,,,,,,,,US_NE,584,2,2492,,,,
2020-05-03,5326,76,31262,,,,,,,,US_NE,488,3,1914,,,,
2020-05-02,4838,73,29348,,,,,,,,US_NE,557,3,1963,,,,
2020-05-01,4281,70,27385,,,,,,,,US_NE,497,2,2064,,,,
2020-04-30,3784,68,25321,,,,,,,,US_NE,410,13,1690,,,,
2020-04-29,3374,55,23631,,,,,,,,US_NE,16,0,26,,,,
2020-04-28,3358,55,23605,,,,,,,,US_NE,330,-1,1242,,,,
2020-04-27,3028,56,22363,,,,,,,,US_NE,296,3,1135,,,,
2020-04-26,2732,53,21228,,,,,,,,US_NE,311,3,1255,,,,
2020-04-25,2421,50,19973,,,,,,,,US_NE,297,3,1361,,,,
2020-04-24,2124,47,18612,,,,,,,,US_NE,311,2,1252,,,,
2020-04-23,1813,45,17360,,,,,,,,US_NE,91,7,681,,,,
2020-04-22,1722,38,16679,,,,,,,,US_NE,74,5,307,,,,
2020-04-21,1648,33,16372,,,,,,,,US_NE,174,5,692,,,,
2020-04-20,1474,28,15680,,,,,,,,US_NE,187,0,1105,,,,
2020-04-19,1287,28,14575,,,,,,,,US_NE,149,4,898,,,,
2020-04-18,1138,24,13677,,,,,,,,US_NE,72,0,573,,,,
2020-04-17,1066,24,13104,,,,,,,,US_NE,114,3,810,,,,
2020-04-16,952,21,12294,,,,,,,,US_NE,51,1,565,,,,
2020-04-15,901,20,11729,,,,,,,,US_NE,30,2,372,,,,
2020-04-14,871,18,11357,,,,,,,,US_NE,57,1,385,,,,
2020-04-13,814,17,10972,,,,,,,,US_NE,23,0,281,,,,
2020-04-12,791,17,10691,,,,,,,,US_NE,91,0,706,,,,
2020-04-11,700,17,9985,,,,,,,,US_NE,65,2,631,,,,
2020-04-10,635,15,9354,,,,,,,,US_NE,68,1,671,,,,
2020-04-09,567,14,8683,,,,,,,,US_NE,48,2,722,,,,
2020-04-08,519,12,7961,,,,,,,,US_NE,72,2,703,,,,
2020-04-07,447,10,7258,,,,,,,,US_NE,38,2,463,,,,
2020-04-06,409,8,6795,,,,,,,,US_NE,46,0,862,,,,
2020-04-05,363,8,5933,,,,,,,,US_NE,42,2,544,,,,
2020-04-04,321,6,5389,,,,,,,,US_NE,42,0,612,,,,
2020-04-03,279,6,4777,,,,,,,,US_NE,33,1,542,,,,
2020-04-02,246,5,4235,,,,,,,,US_NE,36,1,542,,,,
2020-04-01,210,4,3693,,,,,,,,US_NE,38,1,582,,,,
2020-03-31,172,3,3111,,,,,,,,US_NE,27,1,377,,,,
2020-03-30,145,2,2734,,,,,,,,US_NE,37,0,654,,,,
2020-03-29,108,2,2080,,,,,,,,US_NE,12,0,80,,,,
2020-03-28,96,2,2000,,,,,,,,US_NE,11,2,154,,,,
2020-03-27,85,0,1846,,,,,,,,US_NE,12,0,189,,,,
2020-03-26,73,0,1657,,,,,,,,US_NE,12,0,292,,,,
2020-03-25,61,0,1365,,,,,,,,US_NE,9,0,338,,,,
2020-03-24,52,0,1027,,,,,,,,US_NE,2,0,621,,,,
2020-03-23,50,0,406,,,,,,,,US_NE,2,0,2,,,,
2020-03-22,48,0,404,,,,,,,,US_NE,10,0,10,,,,
2020-03-21,38,0,394,,,,,,,,US_NE,6,0,122,,,,
2020-03-20,32,0,272,,,,,,,,US_NE,5,0,5,,,,
2020-03-19,27,0,267,,,,,,,,US_NE,3,,37,,,,
2020-03-18,24,,230,,,,,,,,US_NE,3,,3,,,,
2020-03-17,21,,227,,,,,,,,US_NE,3,,39,,,,
2020-03-16,18,,188,,,,,,,,US_NE,1,,58,,,,
2020-03-15,17,,130,,,,,,,,US_NE,3,,3,,,,
2020-03-14,14,,127,,,,,,,,US_NE,1,,1,,,,
2020-03-13,13,,126,,,,,,,,US_NE,3,,3,,,,
2020-03-12,10,,123,,,,,,,,US_NE,5,,55,,,,
2020-03-11,5,,68,,,,,,,,US_NE,2,,2,,,,
2020-03-10,3,,66,,,,,,,,US_NE,0,,18,,,,
2020-03-09,3,,48,,,,,,,,US_NE,2,,25,,,,
2020-03-08,1,,23,,,,,,,,US_NE,0,,0,,,,
2020-03-07,1,,23,,,,,,,,US_NE,1,,1,,,,
2020-03-06,0,,22,,,,,,,,US_NE,0,,0,,,,
2020-03-05,0,,22,,,,,,,,US_NE,,,,,,,
2020-06-27,5671,365,114768,4381,32,561,,161,,,US_NH,0,0,0,0,0,0,
2020-06-26,5671,365,114768,4381,32,561,,161,,,US_NH,73,18,3202,23,3,1,
2020-06-25,5598,347,111566,4358,49,558,,160,,,US_NH,27,4,1513,42,0,0,
2020-06-24,5571,343,110053,4316,51,558,,160,,,US_NH,13,4,1177,26,0,0,
2020-06-23,5558,339,108876,4290,54,558,,160,,,US_NH,14,0,14,15,5,1,
2020-06-22,5544,339,108862,4275,55,553,,159,,,US_NH,26,0,2977,31,2,0,
2020-06-21,5518,339,105885,4244,55,551,,159,,,US_NH,32,2,318,35,2,0,
2020-06-20,5486,337,105567,4209,61,549,,159,,,US_NH,36,6,1842,69,16,1,
2020-06-19,5450,331,103725,4140,56,533,,158,,,US_NH,14,1,1741,36,2,2,
2020-06-18,5436,330,101984,4104,56,531,,156,,,US_NH,72,4,1898,37,10,1,
2020-06-17,5364,326,100086,4067,62,521,,155,,,US_NH,19,6,1213,26,2,1,
2020-06-16,5345,320,98873,4041,69,519,,154,,,US_NH,0,0,0,0,0,0,
2020-06-15,5345,320,98873,4041,69,519,,154,,,US_NH,46,2,2452,136,6,2,
2020-06-14,5299,318,96421,3905,70,513,,152,,,US_NH,48,3,2465,62,10,3,
2020-06-13,5251,315,93956,3843,76,503,,149,,,US_NH,42,7,2039,178,-1,0,
2020-06-12,5209,308,91917,3665,73,504,,149,,,US_NH,31,7,2010,80,4,2,
2020-06-11,5178,301,89907,3585,81,500,,147,,,US_NH,46,7,1260,84,4,1,
2020-06-10,5132,294,88647,3501,80,496,,146,,,US_NH,53,8,1524,109,4,1,
2020-06-09,5079,286,87123,3392,78,492,,145,,,US_NH,36,0,1571,0,3,0,
2020-06-08,5043,286,85552,3392,86,489,,145,,,US_NH,24,3,1543,73,2,0,
2020-06-07,5019,283,84009,3319,84,487,,145,,,US_NH,0,0,0,0,0,0,
2020-06-06,5019,283,84009,3319,84,487,,145,,,US_NH,143,10,4244,132,15,0,
2020-06-05,4876,273,79765,3187,86,472,,145,,,US_NH,81,8,2157,30,4,1,
2020-06-04,4795,265,77608,3157,88,468,,144,,,US_NH,46,9,143,86,6,2,
2020-06-03,4749,256,77465,3071,97,462,,142,,,US_NH,64,11,938,117,6,0,
2020-06-02,4685,245,76527,2954,98,456,,142,,,US_NH,34,0,2410,6,5,1,
2020-06-01,4651,245,74117,2948,96,451,,141,,,US_NH,106,3,2629,8,2,1,
2020-05-31,4545,242,71488,2940,107,449,,140,,,US_NH,53,4,1568,138,9,20,
2020-05-30,4492,238,69920,2802,105,440,,120,,,US_NH,106,6,2167,72,2,0,
2020-05-29,4386,232,67753,2730,110,438,,120,,,US_NH,100,9,2157,39,12,0,
2020-05-28,4286,223,65596,2691,105,426,,120,,,US_NH,55,9,-6,141,5,0,
2020-05-27,4231,214,65602,2550,91,421,,120,,,US_NH,34,4,2563,116,1,0,
2020-05-26,4197,210,63039,2434,91,420,,120,,,US_NH,48,1,-61,230,1,0,
2020-05-25,4149,209,63100,2204,92,419,,120,,,US_NH,60,1,1717,7,0,0,
2020-05-24,4089,208,61383,2197,93,419,,120,,,US_NH,0,0,0,0,0,0,
2020-05-23,4089,208,61383,2197,93,419,,120,,,US_NH,154,9,4757,430,26,0,
2020-05-22,3935,199,56626,1767,97,393,,120,,,US_NH,67,9,2362,379,8,11,
2020-05-21,3868,190,54264,1388,103,385,,109,,,US_NH,147,8,2515,113,2,0,
2020-05-20,3721,182,51749,1275,105,383,,109,,,US_NH,69,10,1401,6,15,0,
2020-05-19,3652,172,50348,1269,109,368,,109,,,US_NH,56,0,3989,1,9,0,
2020-05-18,3596,172,46359,1268,114,359,,109,,,US_NH,40,1,391,10,12,0,
2020-05-17,3556,171,45968,1258,115,347,,109,,,US_NH,92,12,1891,4,12,0,
2020-05-16,3464,159,44077,1254,110,335,,109,,,US_NH,0,0,922,7,0,0,
2020-05-15,3464,159,43155,1247,115,335,,109,,,US_NH,165,9,3245,11,9,12,
2020-05-14,3299,150,39910,1236,126,326,,97,,,US_NH,60,8,2643,2,7,0,
2020-05-13,3239,142,37267,1234,121,319,,97,,,US_NH,79,9,1652,3,1,0,
2020-05-12,3160,133,35615,1231,117,318,,97,,,US_NH,0,0,471,2,0,0,
2020-05-11,3160,133,35144,1229,113,318,,97,,,US_NH,149,2,1179,1,5,0,
2020-05-10,3011,131,33965,1228,107,313,,97,,,US_NH,64,10,1363,18,4,0,
2020-05-09,2947,121,32602,1210,112,309,,97,,,US_NH,104,7,1398,45,1,0,
2020-05-08,2843,114,31204,1165,113,308,,97,,,US_NH,103,3,2053,55,1,15,
2020-05-07,2740,111,29151,1110,113,307,,82,,,US_NH,104,19,1339,5,12,0,
2020-05-06,2636,92,27812,1105,115,295,,82,,,US_NH,48,6,863,86,9,0,
2020-05-05,2588,86,26949,1019,111,286,,82,,,US_NH,0,0,-165,2,0,,
2020-05-04,2588,86,27114,1017,103,286,,,,,US_NH,159,2,-1499,-90,9,,
2020-05-03,2429,84,28613,1107,103,277,,,,,US_NH,119,3,4105,127,7,,
2020-05-02,2310,81,24508,980,103,270,,,,,US_NH,164,9,2157,0,8,,
2020-05-01,2146,72,22351,980,112,262,,,,,US_NH,92,6,158,0,3,,
2020-04-30,2054,66,22193,980,107,259,,,,,US_NH,44,6,1366,44,10,,
2020-04-29,2010,60,20827,936,106,249,,,,,US_NH,72,0,459,138,3,,
2020-04-28,1938,60,20368,798,99,246,,,,,US_NH,74,0,374,19,4,,
