date,new_hospitalized,incid_rea,new_deceased,new_recovered,key,total_hospitalized,total_deceased,total_recovered
2020-04-20,1,0,0,1,FR_BFC_39,285,37,104
2020-04-21,1,0,2,15,FR_BFC_39,286,39,119
2020-04-22,8,4,1,12,FR_BFC_39,294,40,131
2020-04-23,5,1,3,11,FR_BFC_39,299,43,142
2020-04-24,3,0,0,2,FR_BFC_39,302,43,144
2020-04-25,5,2,0,8,FR_BFC_39,307,43,152
2020-04-26,0,0,0,0,FR_BFC_39,307,43,152
2020-04-27,2,2,1,2,FR_BFC_39,309,44,154
2020-04-28,3,2,0,13,FR_BFC_39,312,44,167
2020-04-29,2,0,0,3,FR_BFC_39,314,44,170
2020-04-30,10,0,2,4,FR_BFC_39,324,46,174
2020-05-01,0,0,0,2,FR_BFC_39,324,46,176
2020-05-02,0,0,0,0,FR_BFC_39,324,46,176
2020-05-03,0,0,0,0,FR_BFC_39,324,46,176
2020-05-04,6,1,2,4,FR_BFC_39,330,48,180
2020-05-05,2,1,0,10,FR_BFC_39,332,48,190
2020-05-06,1,1,0,1,FR_BFC_39,333,48,191
2020-05-07,3,0,1,3,FR_BFC_39,336,49,194
2020-05-08,6,0,0,3,FR_BFC_39,342,49,197
2020-05-09,1,0,3,10,FR_BFC_39,343,52,207
2020-05-10,0,0,0,0,FR_BFC_39,343,52,207
2020-05-11,5,2,3,1,FR_BFC_39,348,55,208
2020-05-12,0,0,1,3,FR_BFC_39,348,56,211
2020-05-13,1,0,0,1,FR_BFC_39,349,56,212
2020-05-14,0,0,0,2,FR_BFC_39,349,56,214
2020-05-15,1,0,1,4,FR_BFC_39,350,57,218
2020-05-16,4,0,1,5,FR_BFC_39,354,58,223
2020-05-17,0,0,0,0,FR_BFC_39,354,58,223
2020-05-18,0,0,0,1,FR_BFC_39,354,58,224
2020-05-19,1,0,0,5,FR_BFC_39,355,58,229
2020-05-20,5,0,0,6,FR_BFC_39,360,58,235
2020-05-21,1,0,0,1,FR_BFC_39,361,58,236
2020-05-22,3,0,1,3,FR_BFC_39,364,59,239
2020-05-23,1,0,0,1,FR_BFC_39,365,59,240
2020-05-24,0,0,0,0,FR_BFC_39,365,59,240
2020-05-25,1,0,0,0,FR_BFC_39,366,59,240
2020-05-26,1,0,1,33,FR_BFC_39,367,60,273
2020-05-27,0,0,0,3,FR_BFC_39,367,60,276
2020-05-28,1,0,1,1,FR_BFC_39,368,61,277
2020-05-29,23,0,0,16,FR_BFC_39,391,61,293
2020-05-30,0,0,0,2,FR_BFC_39,391,61,295
2020-05-31,0,0,0,0,FR_BFC_39,391,61,295
2020-06-01,0,0,0,0,FR_BFC_39,391,61,295
2020-06-02,0,0,0,3,FR_BFC_39,391,61,298
2020-06-03,0,0,0,1,FR_BFC_39,391,61,299
2020-06-04,0,0,0,1,FR_BFC_39,391,61,300
2020-06-05,0,1,0,2,FR_BFC_39,391,61,302
2020-06-06,0,0,0,0,FR_BFC_39,391,61,302
2020-06-07,0,0,0,0,FR_BFC_39,391,61,302
2020-06-08,0,0,0,1,FR_BFC_39,391,61,303
2020-06-09,0,0,0,0,FR_BFC_39,391,61,303
2020-06-10,0,0,0,1,FR_BFC_39,391,61,304
2020-06-11,0,0,0,0,FR_BFC_39,391,61,304
2020-06-12,0,0,0,0,FR_BFC_39,391,61,304
2020-06-13,0,0,0,1,FR_BFC_39,391,61,305
2020-06-14,0,0,0,0,FR_BFC_39,391,61,305
2020-06-15,1,0,0,0,FR_BFC_39,392,61,305
2020-06-16,0,0,0,2,FR_BFC_39,392,61,307
2020-06-17,0,0,0,6,FR_BFC_39,392,61,313
2020-06-18,0,0,0,0,FR_BFC_39,392,61,313
2020-06-19,1,0,0,2,FR_BFC_39,393,61,315
2020-06-20,0,0,0,0,FR_BFC_39,393,61,315
2020-06-21,0,0,0,0,FR_BFC_39,393,61,315
2020-06-22,0,0,0,1,FR_BFC_39,393,61,316
2020-06-23,1,0,0,0,FR_BFC_39,394,61,316
2020-06-24,1,0,0,0,FR_BFC_39,395,61,316
2020-03-19,0,0,0,0,FR_NAQ_40,0,0,0
2020-03-20,0,0,0,0,FR_NAQ_40,0,0,0
2020-03-21,0,0,0,0,FR_NAQ_40,0,0,0
2020-03-22,0,0,0,0,FR_NAQ_40,0,0,0
2020-03-23,4,0,0,0,FR_NAQ_40,4,0,0
2020-03-24,0,0,0,0,FR_NAQ_40,4,0,0
2020-03-25,7,3,0,1,FR_NAQ_40,11,0,1
2020-03-26,0,1,0,1,FR_NAQ_40,11,0,2
2020-03-27,2,0,0,0,FR_NAQ_40,13,0,2
2020-03-28,2,0,0,3,FR_NAQ_40,15,0,5
2020-03-29,2,0,0,0,FR_NAQ_40,17,0,5
2020-03-30,6,1,1,1,FR_NAQ_40,23,1,6
2020-03-31,1,1,0,1,FR_NAQ_40,24,1,7
2020-04-01,1,1,0,0,FR_NAQ_40,25,1,7
2020-04-02,4,0,0,3,FR_NAQ_40,29,1,10
2020-04-03,2,1,0,2,FR_NAQ_40,31,1,12
2020-04-04,1,1,0,0,FR_NAQ_40,32,1,12
2020-04-05,1,0,0,1,FR_NAQ_40,33,1,13
2020-04-06,9,3,3,7,FR_NAQ_40,42,4,20
2020-04-07,11,0,2,4,FR_NAQ_40,53,6,24
2020-04-08,4,1,0,1,FR_NAQ_40,57,6,25
2020-04-09,7,0,2,4,FR_NAQ_40,64,8,29
2020-04-10,1,0,2,2,FR_NAQ_40,65,10,31
2020-04-11,0,0,0,0,FR_NAQ_40,65,10,31
2020-04-12,0,0,1,0,FR_NAQ_40,65,11,31
2020-04-13,0,0,0,0,FR_NAQ_40,65,11,31
2020-04-14,4,1,0,1,FR_NAQ_40,69,11,32
2020-04-15,2,0,0,0,FR_NAQ_40,71,11,32
2020-04-16,3,0,0,1,FR_NAQ_40,74,11,33
2020-04-17,3,0,0,1,FR_NAQ_40,77,11,34
2020-04-18,0,0,0,1,FR_NAQ_40,77,11,35
2020-04-19,0,0,0,0,FR_NAQ_40,77,11,35
2020-04-20,1,1,0,3,FR_NAQ_40,78,11,38
2020-04-21,1,0,0,0,FR_NAQ_40,79,11,38
2020-04-22,0,0,0,1,FR_NAQ_40,79,11,39
2020-04-23,1,1,0,2,FR_NAQ_40,80,11,41
2020-04-24,2,0,0,2,FR_NAQ_40,82,11,43
2020-04-25,0,0,0,1,FR_NAQ_40,82,11,44
2020-04-26,0,0,0,0,FR_NAQ_40,82,11,44
2020-04-27,0,0,0,1,FR_NAQ_40,82,11,45
2020-04-28,0,0,0,3,FR_NAQ_40,82,11,48
2020-04-29,0,0,0,3,FR_NAQ_40,82,11,51
2020-04-30,8,0,0,4,FR_NAQ_40,90,11,55
2020-05-01,0,0,0,0,FR_NAQ_40,90,11,55
2020-05-02,0,0,0,0,FR_NAQ_40,90,11,55
2020-05-03,0,0,0,0,FR_NAQ_40,90,11,55
2020-05-04,0,0,0,3,FR_NAQ_40,90,11,58
2020-05-05,0,0,0,1,FR_NAQ_40,90,11,59
2020-05-06,0,0,0,0,FR_NAQ_40,90,11,59
2020-05-07,0,0,0,0,FR_NAQ_40,90,11,59
2020-05-08,0,0,0,0,FR_NAQ_40,90,11,59
2020-05-09,0,0,0,0,FR_NAQ_40,90,11,59
2020-05-10,0,0,0,0,FR_NAQ_40,90,11,59
2020-05-11,0,0,2,0,FR_NAQ_40,90,13,59
2020-05-12,0,0,0,1,FR_NAQ_40,90,13,60
2020-05-13,0,0,0,1,FR_NAQ_40,90,13,61
2020-05-14,0,0,0,0,FR_NAQ_40,90,13,61
2020-05-15,0,0,0,0,FR_NAQ_40,90,13,61
2020-05-16,0,0,0,0,FR_NAQ_40,90,13,61
2020-05-17,0,0,0,0,FR_NAQ_40,90,13,61
2020-05-18,1,0,0,0,FR_NAQ_40,91,13,61
2020-05-19,0,0,0,0,FR_NAQ_40,91,13,61
2020-05-20,0,0,0,3,FR_NAQ_40,91,13,64
2020-05-21,0,0,0,0,FR_NAQ_40,91,13,64
2020-05-22,0,0,0,0,FR_NAQ_40,91,13,64
2020-05-23,0,0,0,0,FR_NAQ_40,91,13,64
2020-05-24,0,0,0,0,FR_NAQ_40,91,13,64
2020-05-25,1,1,0,0,FR_NAQ_40,92,13,64
2020-05-26,0,0,0,0,FR_NAQ_40,92,13,64
2020-05-27,0,0,0,0,FR_NAQ_40,92,13,64
2020-05-28,0,0,0,1,FR_NAQ_40,92,13,65
2020-05-29,0,0,0,1,FR_NAQ_40,92,13,66
2020-05-30,0,0,0,0,FR_NAQ_40,92,13,66
2020-05-31,0,0,0,0,FR_NAQ_40,92,13,66
2020-06-01,0,0,0,0,FR_NAQ_40,92,13,66
2020-06-02,0,0,0,0,FR_NAQ_40,92,13,66
2020-06-03,0,0,0,1,FR_NAQ_40,92,13,67
2020-06-04,0,0,0,1,FR_NAQ_40,92,13,68
2020-06-05,3,0,0,3,FR_NAQ_40,95,13,71
2020-06-06,0,0,0,0,FR_NAQ_40,95,13,71
2020-06-07,0,0,0,0,FR_NAQ_40,95,13,71
2020-06-08,0,0,0,1,FR_NAQ_40,95,13,72
2020-06-09,0,0,1,0,FR_NAQ_40,95,14,72
2020-06-10,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-11,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-12,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-13,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-14,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-15,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-16,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-17,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-18,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-19,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-20,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-21,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-22,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-23,0,0,0,0,FR_NAQ_40,95,14,72
2020-06-24,0,0,0,0,FR_NAQ_40,95,14,72
2020-03-19,3,0,0,1,FR_CVL_41,3,0,1
2020-03-20,3,1,0,0,FR_CVL_41,6,0,1
2020-03-21,0,0,0,0,FR_CVL_41,6,0,1
2020-03-22,1,0,0,0,FR_CVL_41,7,0,1
2020-03-23,4,1,0,1,FR_CVL_41,11,0,2
2020-03-24,9,0,0,5,FR_CVL_41,20,0,7
2020-03-25,2,1,0,1,FR_CVL_41,22,0,8
2020-03-26,6,1,0,1,FR_CVL_41,28,0,9
2020-03-27,8,2,0,0,FR_CVL_41,36,0,9
2020-03-28,12,0,3,4,FR_CVL_41,48,3,13
2020-03-29,2,1,0,0,FR_CVL_41,50,3,13
2020-03-30,23,1,1,3,FR_CVL_41,73,4,16
2020-03-31,5,5,0,3,FR_CVL_41,78,4,19
2020-04-01,17,3,3,1,FR_CVL_41,95,7,20
2020-04-02,17,5,0,1,FR_CVL_41,112,7,21
2020-04-03,11,0,3,15,FR_CVL_41,123,10,36
2020-04-04,4,1,2,2,FR_CVL_41,127,12,38
2020-04-05,1,0,0,2,FR_CVL_41,128,12,40
2020-04-06,18,2,1,1,FR_CVL_41,146,13,41
2020-04-07,11,0,1,6,FR_CVL_41,157,14,47
2020-04-08,10,1,2,4,FR_CVL_41,167,16,51
2020-04-09,13,5,0,2,FR_CVL_41,180,16,53
2020-04-10,4,1,2,10,FR_CVL_41,184,18,63
2020-04-11,6,1,3,3,FR_CVL_41,190,21,66
2020-04-12,3,0,0,0,FR_CVL_41,193,21,66
2020-04-13,4,0,1,1,FR_CVL_41,197,22,67
2020-04-14,12,1,3,2,FR_CVL_41,209,25,69
2020-04-15,3,2,2,6,FR_CVL_41,212,27,75
2020-04-16,7,0,1,4,FR_CVL_41,219,28,79
2020-04-17,10,6,1,4,FR_CVL_41,229,29,83
2020-04-18,5,0,2,1,FR_CVL_41,234,31,84
2020-04-19,1,1,0,0,FR_CVL_41,235,31,84
2020-04-20,17,4,4,7,FR_CVL_41,252,35,91
2020-04-21,5,0,1,5,FR_CVL_41,257,36,96
2020-04-22,7,0,0,7,FR_CVL_41,264,36,103
2020-04-23,6,0,0,4,FR_CVL_41,270,36,107
2020-04-24,9,2,2,2,FR_CVL_41,279,38,109
2020-04-25,7,1,0,3,FR_CVL_41,286,38,112
2020-04-26,2,0,0,0,FR_CVL_41,288,38,112
2020-04-27,8,0,2,2,FR_CVL_41,296,40,114
2020-04-28,2,0,4,9,FR_CVL_41,298,44,123
2020-04-29,15,2,0,6,FR_CVL_41,313,44,129
2020-04-30,23,2,3,10,FR_CVL_41,336,47,139
2020-05-01,4,2,1,2,FR_CVL_41,340,48,141
2020-05-02,4,0,1,1,FR_CVL_41,344,49,142
2020-05-03,4,1,0,0,FR_CVL_41,348,49,142
2020-05-04,1,0,1,6,FR_CVL_41,349,50,148
2020-05-05,10,1,1,4,FR_CVL_41,359,51,152
2020-05-06,2,0,1,8,FR_CVL_41,361,52,160
2020-05-07,9,0,1,4,FR_CVL_41,370,53,164
2020-05-08,0,0,1,3,FR_CVL_41,370,54,167
2020-05-09,2,0,0,1,FR_CVL_41,372,54,168
2020-05-10,4,0,1,0,FR_CVL_41,376,55,168
2020-05-11,6,0,0,0,FR_CVL_41,382,55,168
2020-05-12,2,0,0,5,FR_CVL_41,384,55,173
2020-05-13,4,0,1,9,FR_CVL_41,388,56,182
2020-05-14,4,1,0,8,FR_CVL_41,392,56,190
2020-05-15,7,2,2,7,FR_CVL_41,399,58,197
2020-05-16,0,0,1,1,FR_CVL_41,399,59,198
2020-05-17,0,0,0,0,FR_CVL_41,399,59,198
2020-05-18,5,1,1,5,FR_CVL_41,404,60,203
2020-05-19,1,0,2,5,FR_CVL_41,405,62,208
2020-05-20,2,0,0,6,FR_CVL_41,407,62,214
2020-05-21,0,0,0,0,FR_CVL_41,407,62,214
2020-05-22,0,0,0,0,FR_CVL_41,407,62,214
2020-05-23,1,0,1,3,FR_CVL_41,408,63,217
2020-05-24,0,0,0,0,FR_CVL_41,408,63,217
2020-05-25,2,0,2,1,FR_CVL_41,410,65,218
2020-05-26,0,0,0,5,FR_CVL_41,410,65,223
2020-05-27,0,0,0,1,FR_CVL_41,410,65,224
2020-05-28,1,0,0,10,FR_CVL_41,411,65,234
2020-05-29,0,0,0,3,FR_CVL_41,411,65,237
2020-05-30,0,0,0,2,FR_CVL_41,411,65,239
2020-05-31,0,0,0,0,FR_CVL_41,411,65,239
2020-06-01,0,0,0,0,FR_CVL_41,411,65,239
2020-06-02,2,0,0,2,FR_CVL_41,413,65,241
2020-06-03,0,0,0,3,FR_CVL_41,413,65,244
2020-06-04,0,0,0,1,FR_CVL_41,413,65,245
2020-06-05,0,0,0,2,FR_CVL_41,413,65,247
2020-06-06,0,0,0,0,FR_CVL_41,413,65,247
2020-06-07,0,0,0,0,FR_CVL_41,413,65,247
2020-06-08,0,0,0,0,FR_CVL_41,413,65,247
2020-06-09,0,0,0,0,FR_CVL_41,413,65,247
2020-06-10,0,0,0,3,FR_CVL_41,413,65,250
2020-06-11,0,0,0,0,FR_CVL_41,413,65,250
2020-06-12,0,0,0,0,FR_CVL_41,413,65,250
2020-06-13,0,0,0,0,FR_CVL_41,413,65,250
2020-06-14,0,0,0,0,FR_CVL_41,413,65,250
2020-06-15,0,0,0,0,FR_CVL_41,413,65,250
2020-06-16,0,0,0,0,FR_CVL_41,413,65,250
2020-06-17,0,0,0,2,FR_CVL_41,413,65,252
2020-06-18,0,0,0,0,FR_CVL_41,413,65,252
2020-06-19,0,0,0,0,FR_CVL_41,413,65,252
2020-06-20,1,0,0,0,FR_CVL_41,414,65,252
2020-06-21,0,0,0,0,FR_CVL_41,414,65,252
2020-06-22,0,0,0,0,FR_CVL_41,414,65,252
2020-06-23,0,0,0,0,FR_CVL_41,414,65,252
2020-06-24,0,0,0,0,FR_CVL_41,414,65,252
2020-03-19,32,4,2,5,FR_ARA_42,32,2,5
2020-03-20,13,4,1,1,FR_ARA_42,45,3,6
2020-03-21,22,2,2,5,FR_ARA_42,67,5,11
2020-03-22,30,4,2,2,FR_ARA_42,97,7,13
2020-03-23,24,3,2,4,FR_ARA_42,121,9,17
2020-03-24,46,3,3,6,FR_ARA_42,167,12,23
2020-03-25,59,12,2,3,FR_ARA_42,226,14,26
2020-03-26,40,8,3,3,FR_ARA_42,266,17,29
2020-03-27,28,3,1,13,FR_ARA_42,294,18,42
2020-03-28,69,16,8,3,FR_ARA_42,363,26,45
2020-03-29,77,9,6,14,FR_ARA_42,440,32,59
2020-03-30,32,11,3,11,FR_ARA_42,472,35,70
2020-03-31,40,4,8,7,FR_ARA_42,512,43,77
2020-04-01,44,5,13,29,FR_ARA_42,556,56,106
2020-04-02,42,9,5,14,FR_ARA_42,598,61,120
2020-04-03,57,5,7,32,FR_ARA_42,655,68,152
2020-04-04,29,7,1,12,FR_ARA_42,684,69,164
2020-04-05,19,1,5,13,FR_ARA_42,703,74,177
2020-04-06,40,5,3,13,FR_ARA_42,743,77,190
2020-04-07,33,3,11,31,FR_ARA_42,776,88,221
2020-04-08,26,5,2,28,FR_ARA_42,802,90,249
2020-04-09,30,2,5,25,FR_ARA_42,832,95,274
2020-04-10,31,7,6,33,FR_ARA_42,863,101,307
2020-04-11,27,1,3,17,FR_ARA_42,890,104,324
2020-04-12,43,6,5,16,FR_ARA_42,933,109,340
2020-04-13,4,2,1,4,FR_ARA_42,937,110,344
2020-04-14,23,2,6,17,FR_ARA_42,960,116,361
2020-04-15,41,2,10,31,FR_ARA_42,1001,126,392
2020-04-16,18,3,6,18,FR_ARA_42,1019,132,410
2020-04-17,35,0,2,26,FR_ARA_42,1054,134,436
2020-04-18,12,3,5,24,FR_ARA_42,1066,139,460
2020-04-19,18,4,1,8,FR_ARA_42,1084,140,468
2020-04-20,11,4,5,5,FR_ARA_42,1095,145,473
2020-04-21,22,0,6,26,FR_ARA_42,1117,151,499
2020-04-22,17,3,10,18,FR_ARA_42,1134,161,517
2020-04-23,23,1,5,16,FR_ARA_42,1157,166,533
2020-04-24,10,0,2,13,FR_ARA_42,1167,168,546
2020-04-25,20,3,5,33,FR_ARA_42,1187,173,579
2020-04-26,9,1,3,4,FR_ARA_42,1196,176,583
2020-04-27,11,0,2,5,FR_ARA_42,1207,178,588
2020-04-28,8,0,7,15,FR_ARA_42,1215,185,603
2020-04-29,7,1,1,11,FR_ARA_42,1222,186,614
2020-04-30,14,2,1,18,FR_ARA_42,1236,187,632
2020-05-01,12,2,2,14,FR_ARA_42,1248,189,646
2020-05-02,3,1,2,1,FR_ARA_42,1251,191,647
2020-05-03,4,0,1,1,FR_ARA_42,1255,192,648
2020-05-04,6,2,3,12,FR_ARA_42,1261,195,660
2020-05-05,8,0,3,13,FR_ARA_42,1269,198,673
2020-05-06,5,1,2,16,FR_ARA_42,1274,200,689
2020-05-07,0,2,1,8,FR_ARA_42,1274,201,697
2020-05-08,4,0,0,9,FR_ARA_42,1278,201,706
2020-05-09,2,0,0,4,FR_ARA_42,1280,201,710
2020-05-10,1,0,1,1,FR_ARA_42,1281,202,711
2020-05-11,9,0,6,8,FR_ARA_42,1290,208,719
2020-05-12,20,2,7,10,FR_ARA_42,1310,215,729
2020-05-13,3,1,0,45,FR_ARA_42,1313,215,774
2020-05-14,8,1,1,10,FR_ARA_42,1321,216,784
2020-05-15,2,1,1,5,FR_ARA_42,1323,217,789
2020-05-16,1,0,1,6,FR_ARA_42,1324,218,795
2020-05-17,0,0,0,0,FR_ARA_42,1324,218,795
2020-05-18,0,0,2,3,FR_ARA_42,1324,220,798
2020-05-19,1,0,5,10,FR_ARA_42,1325,225,808
2020-05-20,12,0,3,28,FR_ARA_42,1337,228,836
2020-05-21,1,0,1,2,FR_ARA_42,1338,229,838
2020-05-22,4,1,3,5,FR_ARA_42,1342,232,843
2020-05-23,2,0,0,3,FR_ARA_42,1344,232,846
2020-05-24,2,0,0,0,FR_ARA_42,1346,232,846
2020-05-25,1,0,1,1,FR_ARA_42,1347,233,847
2020-05-26,3,0,3,13,FR_ARA_42,1350,236,860
2020-05-27,2,3,1,6,FR_ARA_42,1352,237,866
2020-05-28,3,0,0,3,FR_ARA_42,1355,237,869
2020-05-29,1,0,1,7,FR_ARA_42,1356,238,876
2020-05-30,0,0,0,0,FR_ARA_42,1356,238,876
2020-05-31,2,0,0,1,FR_ARA_42,1358,238,877
2020-06-01,0,0,1,2,FR_ARA_42,1358,239,879
2020-06-02,1,0,3,15,FR_ARA_42,1359,242,894
2020-06-03,1,0,1,15,FR_ARA_42,1360,243,909
2020-06-04,1,0,0,11,FR_ARA_42,1361,243,920
2020-06-05,2,0,0,7,FR_ARA_42,1363,243,927
2020-06-06,0,0,0,1,FR_ARA_42,1363,243,928
2020-06-07,0,0,0,1,FR_ARA_42,1363,243,929
2020-06-08,0,0,0,2,FR_ARA_42,1363,243,931
2020-06-09,0,0,0,3,FR_ARA_42,1363,243,934
2020-06-10,1,0,0,3,FR_ARA_42,1364,243,937
2020-06-11,0,0,1,1,FR_ARA_42,1364,244,938
2020-06-12,0,0,0,23,FR_ARA_42,1364,244,961
2020-06-13,0,0,0,3,FR_ARA_42,1364,244,964
2020-06-14,0,0,0,0,FR_ARA_42,1364,244,964
2020-06-15,0,0,1,1,FR_ARA_42,1364,245,965
2020-06-16,3,0,1,6,FR_ARA_42,1367,246,971
2020-06-17,0,0,0,2,FR_ARA_42,1367,246,973
2020-06-18,0,0,0,3,FR_ARA_42,1367,246,976
2020-06-19,1,0,0,2,FR_ARA_42,1368,246,978
2020-06-20,0,0,0,1,FR_ARA_42,1368,246,979
2020-06-21,0,0,0,0,FR_ARA_42,1368,246,979
2020-06-22,0,0,0,3,FR_ARA_42,1368,246,982
2020-06-23,0,0,0,4,FR_ARA_42,1368,246,986
2020-06-24,0,0,1,3,FR_ARA_42,1368,247,989
2020-03-19,1,1,0,0,FR_ARA_43,1,0,0
2020-03-20,2,1,0,1,FR_ARA_43,3,0,1
2020-03-21,2,0,0,0,FR_ARA_43,5,0,1
2020-03-22,2,0,0,1,FR_ARA_43,7,0,2
2020-03-23,2,1,0,0,FR_ARA_43,9,0,2
2020-03-24,2,0,0,1,FR_ARA_43,11,0,3
2020-03-25,6,1,0,3,FR_ARA_43,17,0,6
2020-03-26,2,2,0,0,FR_ARA_43,19,0,6
2020-03-27,3,0,1,1,FR_ARA_43,22,1,7
2020-03-28,2,0,1,1,FR_ARA_43,24,2,8
2020-03-29,1,0,1,0,FR_ARA_43,25,3,8
2020-03-30,3,0,0,1,FR_ARA_43,28,3,9
2020-03-31,2,0,0,2,FR_ARA_43,30,3,11
2020-04-01,3,0,0,2,FR_ARA_43,33,3,13
2020-04-02,2,0,0,2,FR_ARA_43,35,3,15
2020-04-03,6,0,0,3,FR_ARA_43,41,3,18
2020-04-04,5,1,0,2,FR_ARA_43,46,3,20
2020-04-05,4,0,0,2,FR_ARA_43,50,3,22
2020-04-06,7,0,0,2,FR_ARA_43,57,3,24
2020-04-07,2,1,1,4,FR_ARA_43,59,4,28
2020-04-08,5,0,0,6,FR_ARA_43,64,4,34
2020-04-09,6,0,0,3,FR_ARA_43,70,4,37
2020-04-10,5,0,1,3,FR_ARA_43,75,5,40
2020-04-11,6,0,0,0,FR_ARA_43,81,5,40
2020-04-12,2,0,0,0,FR_ARA_43,83,5,40
2020-04-13,1,0,1,1,FR_ARA_43,84,6,41
2020-04-14,2,0,0,5,FR_ARA_43,86,6,46
2020-04-15,2,0,0,2,FR_ARA_43,88,6,48
2020-04-16,1,0,0,4,FR_ARA_43,89,6,52
2020-04-17,7,0,0,2,FR_ARA_43,96,6,54
2020-04-18,14,0,0,4,FR_ARA_43,110,6,58
2020-04-19,14,0,0,0,FR_ARA_43,124,6,58
2020-04-20,0,0,0,0,FR_ARA_43,124,6,58
2020-04-21,2,1,1,0,FR_ARA_43,126,7,58
2020-04-22,2,0,0,1,FR_ARA_43,128,7,59
2020-04-23,4,0,2,3,FR_ARA_43,132,9,62
2020-04-24,3,0,0,0,FR_ARA_43,135,9,62
2020-04-25,0,0,0,0,FR_ARA_43,135,9,62
2020-04-26,0,0,0,0,FR_ARA_43,135,9,62
2020-04-27,0,0,0,0,FR_ARA_43,135,9,62
2020-04-28,4,0,0,4,FR_ARA_43,139,9,66
2020-04-29,1,0,1,3,FR_ARA_43,140,10,69
2020-04-30,1,0,1,1,FR_ARA_43,141,11,70
2020-05-01,0,0,0,0,FR_ARA_43,141,11,70
2020-05-02,0,0,0,0,FR_ARA_43,141,11,70
2020-05-03,0,0,0,0,FR_ARA_43,141,11,70
2020-05-04,1,0,0,0,FR_ARA_43,142,11,70
2020-05-05,2,0,0,1,FR_ARA_43,144,11,71
2020-05-06,0,1,0,1,FR_ARA_43,144,11,72
2020-05-07,2,1,1,9,FR_ARA_43,146,12,81
2020-05-08,1,0,0,0,FR_ARA_43,147,12,81
2020-05-09,0,0,0,0,FR_ARA_43,147,12,81
2020-05-10,0,0,1,0,FR_ARA_43,147,13,81
2020-05-11,0,0,0,0,FR_ARA_43,147,13,81
2020-05-12,2,0,0,0,FR_ARA_43,149,13,81
2020-05-13,1,0,1,1,FR_ARA_43,150,14,82
2020-05-14,1,0,0,4,FR_ARA_43,151,14,86
2020-05-15,0,1,0,0,FR_ARA_43,151,14,86
2020-05-16,0,0,0,2,FR_ARA_43,151,14,88
2020-05-17,0,0,0,0,FR_ARA_43,151,14,88
2020-05-18,0,0,0,0,FR_ARA_43,151,14,88
2020-05-19,0,0,0,0,FR_ARA_43,151,14,88
2020-05-20,0,0,0,1,FR_ARA_43,151,14,89
2020-05-21,0,0,0,0,FR_ARA_43,151,14,89
2020-05-22,0,0,0,0,FR_ARA_43,151,14,89
2020-05-23,0,0,0,0,FR_ARA_43,151,14,89
2020-05-24,0,0,0,0,FR_ARA_43,151,14,89
2020-05-25,0,0,1,2,FR_ARA_43,151,15,91
2020-05-26,0,0,0,0,FR_ARA_43,151,15,91
2020-05-27,0,0,0,0,FR_ARA_43,151,15,91
2020-05-28,0,0,0,1,FR_ARA_43,151,15,92
2020-05-29,1,0,0,1,FR_ARA_43,152,15,93
2020-05-30,2,0,0,0,FR_ARA_43,154,15,93
2020-05-31,0,0,0,0,FR_ARA_43,154,15,93
2020-06-01,0,0,1,0,FR_ARA_43,154,16,93
2020-06-02,1,0,1,0,FR_ARA_43,155,17,93
2020-06-03,0,0,0,0,FR_ARA_43,155,17,93
2020-06-04,0,0,0,0,FR_ARA_43,155,17,93
2020-06-05,0,0,0,3,FR_ARA_43,155,17,96
2020-06-06,0,0,0,1,FR_ARA_43,155,17,97
2020-06-07,0,0,0,0,FR_ARA_43,155,17,97
2020-06-08,1,0,0,0,FR_ARA_43,156,17,97
2020-06-09,0,0,0,0,FR_ARA_43,156,17,97
2020-06-10,0,0,0,0,FR_ARA_43,156,17,97
2020-06-11,1,0,0,0,FR_ARA_43,157,17,97
2020-06-12,0,0,0,7,FR_ARA_43,157,17,104
2020-06-13,0,0,0,2,FR_ARA_43,157,17,106
2020-06-14,0,0,0,0,FR_ARA_43,157,17,106
2020-06-15,0,0,0,0,FR_ARA_43,157,17,106
2020-06-16,0,0,1,1,FR_ARA_43,157,18,107
2020-06-17,0,0,0,0,FR_ARA_43,157,18,107
2020-06-18,0,0,0,0,FR_ARA_43,157,18,107
2020-06-19,0,0,0,0,FR_ARA_43,157,18,107
2020-06-20,0,0,0,0,FR_ARA_43,157,18,107
2020-06-21,0,0,0,0,FR_ARA_43,157,18,107
2020-06-22,0,0,0,0,FR_ARA_43,157,18,107
2020-06-23,0,0,0,0,FR_ARA_43,157,18,107
2020-06-24,0,0,0,0,FR_ARA_43,157,18,107
2020-03-19,12,4,0,3,FR_PDL_44,12,0,3
