dep,jour,p,t,cl_age90
95,2020-06-14,0,8,39
95,2020-06-14,0,18,49
95,2020-06-14,0,14,59
95,2020-06-14,0,13,69
95,2020-06-14,1,16,79
95,2020-06-14,0,7,89
95,2020-06-14,0,4,90
971,2020-06-14,0,11,0
971,2020-06-14,0,2,09
971,2020-06-14,0,0,19
971,2020-06-14,0,1,29
971,2020-06-14,0,1,39
971,2020-06-14,0,0,49
971,2020-06-14,0,5,59
971,2020-06-14,0,0,69
971,2020-06-14,0,1,79
971,2020-06-14,0,1,89
971,2020-06-14,0,0,90
972,2020-06-14,1,3,0
972,2020-06-14,0,0,09
972,2020-06-14,0,0,19
972,2020-06-14,0,0,29
972,2020-06-14,0,0,39
972,2020-06-14,0,0,49
972,2020-06-14,0,0,59
972,2020-06-14,1,3,69
972,2020-06-14,0,0,79
972,2020-06-14,0,0,89
972,2020-06-14,0,0,90
973,2020-06-14,16,141,0
973,2020-06-14,0,3,09
973,2020-06-14,0,8,19
973,2020-06-14,2,24,29
973,2020-06-14,6,32,39
973,2020-06-14,3,31,49
973,2020-06-14,2,19,59
973,2020-06-14,3,21,69
973,2020-06-14,0,1,79
973,2020-06-14,0,2,89
973,2020-06-14,0,0,90
974,2020-06-14,0,149,0
974,2020-06-14,0,6,09
974,2020-06-14,0,14,19
974,2020-06-14,0,41,29
974,2020-06-14,0,22,39
974,2020-06-14,0,13,49
974,2020-06-14,0,18,59
974,2020-06-14,0,20,69
974,2020-06-14,0,8,79
974,2020-06-14,0,5,89
974,2020-06-14,0,2,90
975,2020-06-14,0,0,0
975,2020-06-14,0,0,09
975,2020-06-14,0,0,19
975,2020-06-14,0,0,29
975,2020-06-14,0,0,39
975,2020-06-14,0,0,49
975,2020-06-14,0,0,59
975,2020-06-14,0,0,69
975,2020-06-14,0,0,79
975,2020-06-14,0,0,89
975,2020-06-14,0,0,90
976,2020-06-14,2,42,0
976,2020-06-14,0,4,09
976,2020-06-14,0,9,19
976,2020-06-14,0,8,29
976,2020-06-14,1,13,39
976,2020-06-14,0,2,49
976,2020-06-14,0,3,59
976,2020-06-14,0,1,69
976,2020-06-14,0,1,79
976,2020-06-14,1,1,89
976,2020-06-14,0,0,90
977,2020-06-14,0,0,0
977,2020-06-14,0,0,09
977,2020-06-14,0,0,19
977,2020-06-14,0,0,29
977,2020-06-14,0,0,39
977,2020-06-14,0,0,49
977,2020-06-14,0,0,59
977,2020-06-14,0,0,69
977,2020-06-14,0,0,79
977,2020-06-14,0,0,89
977,2020-06-14,0,0,90
978,2020-06-14,0,0,0
978,2020-06-14,0,0,09
978,2020-06-14,0,0,19
978,2020-06-14,0,0,29
978,2020-06-14,0,0,39
978,2020-06-14,0,0,49
978,2020-06-14,0,0,59
978,2020-06-14,0,0,69
978,2020-06-14,0,0,79
978,2020-06-14,0,0,89
978,2020-06-14,0,0,90
01,2020-06-15,0,322,0
01,2020-06-15,0,25,09
01,2020-06-15,0,23,19
01,2020-06-15,0,35,29
01,2020-06-15,0,40,39
01,2020-06-15,0,44,49
01,2020-06-15,0,39,59
01,2020-06-15,0,37,69
01,2020-06-15,0,38,79
01,2020-06-15,0,31,89
01,2020-06-15,0,10,90
02,2020-06-15,5,225,0
02,2020-06-15,0,11,09
02,2020-06-15,0,21,19
02,2020-06-15,0,39,29
02,2020-06-15,0,31,39
02,2020-06-15,1,28,49
02,2020-06-15,0,34,59
02,2020-06-15,1,19,69
02,2020-06-15,0,23,79
02,2020-06-15,2,11,89
02,2020-06-15,1,8,90
03,2020-06-15,0,198,0
03,2020-06-15,0,3,09
03,2020-06-15,0,10,19
03,2020-06-15,0,22,29
03,2020-06-15,0,25,39
03,2020-06-15,0,39,49
03,2020-06-15,0,29,59
03,2020-06-15,0,25,69
03,2020-06-15,0,24,79
03,2020-06-15,0,14,89
03,2020-06-15,0,7,90
04,2020-06-15,0,135,0
04,2020-06-15,0,6,09
04,2020-06-15,0,4,19
04,2020-06-15,0,9,29
04,2020-06-15,0,11,39
04,2020-06-15,0,8,49
04,2020-06-15,0,22,59
04,2020-06-15,0,27,69
04,2020-06-15,0,24,79
04,2020-06-15,0,19,89
04,2020-06-15,0,5,90
05,2020-06-15,0,69,0
05,2020-06-15,0,3,09
05,2020-06-15,0,1,19
05,2020-06-15,0,7,29
05,2020-06-15,0,6,39
05,2020-06-15,0,11,49
05,2020-06-15,0,15,59
05,2020-06-15,0,7,69
05,2020-06-15,0,8,79
05,2020-06-15,0,8,89
05,2020-06-15,0,3,90
06,2020-06-15,1,858,0
06,2020-06-15,0,46,09
06,2020-06-15,0,45,19
06,2020-06-15,1,81,29
06,2020-06-15,0,90,39
06,2020-06-15,0,88,49
06,2020-06-15,0,109,59
06,2020-06-15,0,125,69
06,2020-06-15,0,145,79
06,2020-06-15,0,91,89
06,2020-06-15,0,38,90
07,2020-06-15,8,188,0
07,2020-06-15,0,5,09
07,2020-06-15,2,10,19
07,2020-06-15,0,20,29
07,2020-06-15,0,18,39
07,2020-06-15,1,28,49
07,2020-06-15,1,20,59
07,2020-06-15,2,28,69
07,2020-06-15,1,24,79
07,2020-06-15,1,18,89
07,2020-06-15,0,17,90
08,2020-06-15,3,122,0
08,2020-06-15,0,6,09
08,2020-06-15,0,12,19
08,2020-06-15,0,11,29
08,2020-06-15,2,22,39
08,2020-06-15,0,15,49
08,2020-06-15,0,15,59
08,2020-06-15,0,16,69
08,2020-06-15,0,9,79
08,2020-06-15,1,14,89
08,2020-06-15,0,2,90
09,2020-06-15,0,37,0
09,2020-06-15,0,2,09
09,2020-06-15,0,2,19
09,2020-06-15,0,2,29
09,2020-06-15,0,3,39
09,2020-06-15,0,3,49
09,2020-06-15,0,4,59
09,2020-06-15,0,8,69
09,2020-06-15,0,2,79
09,2020-06-15,0,9,89
09,2020-06-15,0,2,90
10,2020-06-15,0,107,0
10,2020-06-15,0,8,09
10,2020-06-15,0,4,19
10,2020-06-15,0,10,29
10,2020-06-15,0,17,39
10,2020-06-15,0,11,49
10,2020-06-15,0,17,59
10,2020-06-15,0,14,69
10,2020-06-15,0,12,79
10,2020-06-15,0,11,89
10,2020-06-15,0,3,90
11,2020-06-15,1,190,0
11,2020-06-15,0,5,09
11,2020-06-15,0,9,19
11,2020-06-15,0,16,29
11,2020-06-15,0,24,39
11,2020-06-15,0,20,49
11,2020-06-15,0,28,59
11,2020-06-15,0,19,69
11,2020-06-15,0,37,79
11,2020-06-15,1,26,89
11,2020-06-15,0,6,90
12,2020-06-15,0,120,0
12,2020-06-15,0,3,09
12,2020-06-15,0,8,19
12,2020-06-15,0,4,29
12,2020-06-15,0,13,39
12,2020-06-15,0,13,49
12,2020-06-15,0,15,59
12,2020-06-15,0,17,69
12,2020-06-15,0,17,79
12,2020-06-15,0,24,89
12,2020-06-15,0,6,90
13,2020-06-15,24,2490,0
13,2020-06-15,1,111,09
13,2020-06-15,0,184,19
13,2020-06-15,3,223,29
13,2020-06-15,3,280,39
13,2020-06-15,5,287,49
13,2020-06-15,4,349,59
13,2020-06-15,3,354,69
13,2020-06-15,3,325,79
13,2020-06-15,2,229,89
13,2020-06-15,0,147,90
14,2020-06-15,1,508,0
14,2020-06-15,0,12,09
14,2020-06-15,0,37,19
14,2020-06-15,0,44,29
14,2020-06-15,0,47,39
14,2020-06-15,0,46,49
14,2020-06-15,1,72,59
14,2020-06-15,0,95,69
14,2020-06-15,0,80,79
14,2020-06-15,0,58,89
14,2020-06-15,0,17,90
15,2020-06-15,0,50,0
15,2020-06-15,0,4,09
15,2020-06-15,0,3,19
15,2020-06-15,0,5,29
15,2020-06-15,0,7,39
15,2020-06-15,0,4,49
15,2020-06-15,0,4,59
15,2020-06-15,0,6,69
15,2020-06-15,0,11,79
15,2020-06-15,0,4,89
15,2020-06-15,0,2,90
16,2020-06-15,0,92,0
16,2020-06-15,0,9,09
16,2020-06-15,0,3,19
16,2020-06-15,0,11,29
16,2020-06-15,0,9,39
16,2020-06-15,0,10,49
16,2020-06-15,0,13,59
16,2020-06-15,0,13,69
16,2020-06-15,0,8,79
16,2020-06-15,0,12,89
16,2020-06-15,0,4,90
17,2020-06-15,0,119,0
17,2020-06-15,0,6,09
17,2020-06-15,0,5,19
17,2020-06-15,0,11,29
17,2020-06-15,0,10,39
17,2020-06-15,0,9,49
17,2020-06-15,0,12,59
17,2020-06-15,0,15,69
17,2020-06-15,0,18,79
17,2020-06-15,0,22,89
17,2020-06-15,0,11,90
18,2020-06-15,1,127,0
18,2020-06-15,1,4,09
18,2020-06-15,0,4,19
18,2020-06-15,0,9,29
18,2020-06-15,0,10,39
18,2020-06-15,0,15,49
18,2020-06-15,0,21,59
18,2020-06-15,0,22,69
18,2020-06-15,0,25,79
18,2020-06-15,0,14,89
18,2020-06-15,0,3,90
19,2020-06-15,0,156,0
19,2020-06-15,0,6,09
19,2020-06-15,0,5,19
19,2020-06-15,0,8,29
19,2020-06-15,0,21,39
19,2020-06-15,0,20,49
19,2020-06-15,0,20,59
19,2020-06-15,0,24,69
19,2020-06-15,0,25,79
19,2020-06-15,0,24,89
19,2020-06-15,0,3,90
21,2020-06-15,5,261,0
21,2020-06-15,0,10,09
21,2020-06-15,2,11,19
21,2020-06-15,0,25,29
21,2020-06-15,0,30,39
21,2020-06-15,1,35,49
21,2020-06-15,0,30,59
21,2020-06-15,0,42,69
21,2020-06-15,2,41,79
21,2020-06-15,0,28,89
21,2020-06-15,0,9,90
22,2020-06-15,2,233,0
22,2020-06-15,0,10,09
22,2020-06-15,0,7,19
22,2020-06-15,1,17,29
22,2020-06-15,0,22,39
22,2020-06-15,1,20,49
22,2020-06-15,0,21,59
22,2020-06-15,0,37,69
22,2020-06-15,0,31,79
22,2020-06-15,0,49,89
22,2020-06-15,0,19,90
23,2020-06-15,0,53,0
23,2020-06-15,0,1,09
23,2020-06-15,0,5,19
23,2020-06-15,0,7,29
23,2020-06-15,0,8,39
23,2020-06-15,0,6,49
23,2020-06-15,0,10,59
23,2020-06-15,0,5,69
23,2020-06-15,0,6,79
23,2020-06-15,0,4,89
23,2020-06-15,0,1,90
24,2020-06-15,0,133,0
24,2020-06-15,0,3,09
24,2020-06-15,0,10,19
24,2020-06-15,0,20,29
24,2020-06-15,0,8,39
24,2020-06-15,0,19,49
24,2020-06-15,0,11,59
24,2020-06-15,0,22,69
24,2020-06-15,0,21,79
24,2020-06-15,0,12,89
24,2020-06-15,0,7,90
25,2020-06-15,2,373,0
25,2020-06-15,0,39,09
25,2020-06-15,0,37,19
25,2020-06-15,0,52,29
25,2020-06-15,0,37,39
25,2020-06-15,1,44,49
25,2020-06-15,1,53,59
25,2020-06-15,0,41,69
25,2020-06-15,0,35,79
25,2020-06-15,0,29,89
25,2020-06-15,0,6,90
26,2020-06-15,1,214,0
26,2020-06-15,0,11,09
26,2020-06-15,0,16,19
26,2020-06-15,0,40,29
26,2020-06-15,0,13,39
26,2020-06-15,0,27,49
26,2020-06-15,0,24,59
26,2020-06-15,0,21,69
26,2020-06-15,0,23,79
26,2020-06-15,1,24,89
26,2020-06-15,0,15,90
27,2020-06-15,0,187,0
27,2020-06-15,0,9,09
27,2020-06-15,0,14,19
27,2020-06-15,0,17,29
27,2020-06-15,0,13,39
27,2020-06-15,0,22,49
27,2020-06-15,0,33,59
27,2020-06-15,0,28,69
27,2020-06-15,0,31,79
27,2020-06-15,0,12,89
27,2020-06-15,0,8,90
28,2020-06-15,2,204,0
28,2020-06-15,0,14,09
28,2020-06-15,0,12,19
28,2020-06-15,0,29,29
28,2020-06-15,0,14,39
28,2020-06-15,0,22,49
28,2020-06-15,1,32,59
28,2020-06-15,1,25,69
28,2020-06-15,0,28,79
28,2020-06-15,0,18,89
28,2020-06-15,0,10,90
29,2020-06-15,0,330,0
29,2020-06-15,0,62,09
29,2020-06-15,0,31,19
29,2020-06-15,0,28,29
29,2020-06-15,0,37,39
29,2020-06-15,0,45,49
29,2020-06-15,0,29,59
29,2020-06-15,0,25,69
29,2020-06-15,0,29,79
29,2020-06-15,0,28,89
29,2020-06-15,0,16,90
2A,2020-06-15,1,195,0
2A,2020-06-15,0,4,09
2A,2020-06-15,0,8,19
2A,2020-06-15,0,15,29
2A,2020-06-15,0,19,39
2A,2020-06-15,0,12,49
2A,2020-06-15,0,33,59
2A,2020-06-15,0,32,69
2A,2020-06-15,1,42,79
2A,2020-06-15,0,26,89
2A,2020-06-15,0,4,90
2B,2020-06-15,0,94,0
2B,2020-06-15,0,4,09
2B,2020-06-15,0,10,19
2B,2020-06-15,0,8,29
2B,2020-06-15,0,14,39
2B,2020-06-15,0,11,49
2B,2020-06-15,0,9,59
2B,2020-06-15,0,18,69
2B,2020-06-15,0,12,79
2B,2020-06-15,0,6,89
2B,2020-06-15,0,2,90
30,2020-06-15,3,540,0
30,2020-06-15,0,13,09
30,2020-06-15,0,28,19
30,2020-06-15,0,52,29
30,2020-06-15,0,54,39
30,2020-06-15,1,54,49
30,2020-06-15,0,82,59
30,2020-06-15,0,97,69
30,2020-06-15,0,76,79
30,2020-06-15,1,64,89
30,2020-06-15,1,20,90
31,2020-06-15,4,601,0
31,2020-06-15,2,39,09
31,2020-06-15,0,42,19
31,2020-06-15,0,108,29
31,2020-06-15,2,102,39
31,2020-06-15,0,77,49
31,2020-06-15,0,73,59
31,2020-06-15,0,48,69
31,2020-06-15,0,39,79
31,2020-06-15,0,59,89
31,2020-06-15,0,14,90
32,2020-06-15,0,77,0
32,2020-06-15,0,3,09
32,2020-06-15,0,5,19
32,2020-06-15,0,8,29
32,2020-06-15,0,9,39
32,2020-06-15,0,11,49
32,2020-06-15,0,6,59
32,2020-06-15,0,10,69
32,2020-06-15,0,8,79
32,2020-06-15,0,10,89
32,2020-06-15,0,7,90
33,2020-06-15,1,691,0
33,2020-06-15,0,64,09
33,2020-06-15,0,70,19
33,2020-06-15,0,90,29
33,2020-06-15,0,84,39
33,2020-06-15,0,83,49
33,2020-06-15,0,79,59
33,2020-06-15,0,84,69
33,2020-06-15,1,65,79
33,2020-06-15,0,49,89
33,2020-06-15,0,23,90
34,2020-06-15,5,1243,0
34,2020-06-15,0,36,09
34,2020-06-15,1,67,19
34,2020-06-15,0,109,29
34,2020-06-15,1,127,39
34,2020-06-15,0,133,49
34,2020-06-15,0,169,59
34,2020-06-15,1,223,69
34,2020-06-15,0,213,79
34,2020-06-15,2,127,89
34,2020-06-15,0,36,90
35,2020-06-15,1,297,0
35,2020-06-15,0,23,09
35,2020-06-15,1,33,19
35,2020-06-15,0,39,29
35,2020-06-15,0,48,39
35,2020-06-15,0,38,49
35,2020-06-15,0,29,59
35,2020-06-15,0,32,69
35,2020-06-15,0,23,79
35,2020-06-15,0,23,89
35,2020-06-15,0,9,90
36,2020-06-15,0,41,0
36,2020-06-15,0,3,09
36,2020-06-15,0,4,19
36,2020-06-15,0,4,29
36,2020-06-15,0,4,39
36,2020-06-15,0,1,49
36,2020-06-15,0,5,59
36,2020-06-15,0,4,69
36,2020-06-15,0,9,79
36,2020-06-15,0,4,89
36,2020-06-15,0,3,90
37,2020-06-15,1,315,0
37,2020-06-15,0,7,09
37,2020-06-15,0,27,19
37,2020-06-15,1,37,29
37,2020-06-15,0,29,39
37,2020-06-15,0,30,49
37,2020-06-15,0,37,59
37,2020-06-15,0,47,69
37,2020-06-15,0,49,79
37,2020-06-15,0,34,89
37,2020-06-15,0,18,90
38,2020-06-15,2,601,0
38,2020-06-15,0,30,09
38,2020-06-15,0,45,19
38,2020-06-15,1,82,29
38,2020-06-15,0,89,39
38,2020-06-15,1,67,49
38,2020-06-15,0,79,59
38,2020-06-15,0,74,69
38,2020-06-15,0,67,79
38,2020-06-15,0,41,89
38,2020-06-15,0,26,90
39,2020-06-15,0,100,0
39,2020-06-15,0,8,09
39,2020-06-15,0,4,19
39,2020-06-15,0,5,29
39,2020-06-15,0,12,39
39,2020-06-15,0,12,49
39,2020-06-15,0,5,59
39,2020-06-15,0,13,69
39,2020-06-15,0,22,79
39,2020-06-15,0,12,89
39,2020-06-15,0,7,90
40,2020-06-15,1,150,0
40,2020-06-15,0,10,09
40,2020-06-15,0,14,19
40,2020-06-15,0,9,29
40,2020-06-15,0,18,39
40,2020-06-15,0,11,49
40,2020-06-15,1,12,59
40,2020-06-15,0,26,69
40,2020-06-15,0,26,79
40,2020-06-15,0,16,89
40,2020-06-15,0,8,90
41,2020-06-15,2,102,0
41,2020-06-15,0,2,09
41,2020-06-15,0,7,19
41,2020-06-15,0,9,29
41,2020-06-15,0,9,39
41,2020-06-15,2,15,49
41,2020-06-15,0,22,59
41,2020-06-15,0,13,69
41,2020-06-15,0,11,79
41,2020-06-15,0,12,89
41,2020-06-15,0,2,90
42,2020-06-15,1,587,0
42,2020-06-15,0,25,09
42,2020-06-15,0,32,19
42,2020-06-15,0,42,29
42,2020-06-15,0,60,39
42,2020-06-15,0,55,49
42,2020-06-15,0,89,59
42,2020-06-15,0,109,69
42,2020-06-15,0,91,79
42,2020-06-15,1,72,89
42,2020-06-15,0,12,90
43,2020-06-15,0,105,0
43,2020-06-15,0,3,09
43,2020-06-15,0,11,19
43,2020-06-15,0,8,29
43,2020-06-15,0,13,39
43,2020-06-15,0,9,49
43,2020-06-15,0,14,59
43,2020-06-15,0,15,69
43,2020-06-15,0,13,79
43,2020-06-15,0,16,89
43,2020-06-15,0,3,90
44,2020-06-15,8,689,0
44,2020-06-15,0,45,09
44,2020-06-15,2,50,19
44,2020-06-15,3,79,29
44,2020-06-15,1,80,39
44,2020-06-15,1,88,49
44,2020-06-15,0,95,59
44,2020-06-15,0,79,69
44,2020-06-15,1,82,79
44,2020-06-15,0,62,89
44,2020-06-15,0,29,90
45,2020-06-15,7,408,0
45,2020-06-15,0,17,09
45,2020-06-15,1,30,19
45,2020-06-15,0,34,29
45,2020-06-15,0,48,39
45,2020-06-15,1,48,49
45,2020-06-15,2,56,59
45,2020-06-15,1,66,69
45,2020-06-15,2,47,79
45,2020-06-15,0,43,89
45,2020-06-15,0,19,90
46,2020-06-15,0,78,0
46,2020-06-15,0,1,09
46,2020-06-15,0,0,19
46,2020-06-15,0,7,29
46,2020-06-15,0,9,39
46,2020-06-15,0,8,49
46,2020-06-15,0,8,59
46,2020-06-15,0,14,69
46,2020-06-15,0,13,79
46,2020-06-15,0,10,89
46,2020-06-15,0,8,90
47,2020-06-15,0,109,0
47,2020-06-15,0,6,09
47,2020-06-15,0,2,19
47,2020-06-15,0,20,29
47,2020-06-15,0,8,39
47,2020-06-15,0,8,49
47,2020-06-15,0,24,59
47,2020-06-15,0,9,69
47,2020-06-15,0,17,79
47,2020-06-15,0,11,89
47,2020-06-15,0,4,90
48,2020-06-15,0,40,0
48,2020-06-15,0,1,09
48,2020-06-15,0,3,19
48,2020-06-15,0,1,29
48,2020-06-15,0,1,39
48,2020-06-15,0,5,49
48,2020-06-15,0,7,59
48,2020-06-15,0,10,69
48,2020-06-15,0,8,79
48,2020-06-15,0,3,89
48,2020-06-15,0,1,90
49,2020-06-15,6,347,0
49,2020-06-15,0,19,09
49,2020-06-15,0,26,19
49,2020-06-15,1,43,29
49,2020-06-15,0,46,39
49,2020-06-15,0,42,49
49,2020-06-15,0,44,59
49,2020-06-15,0,37,69
49,2020-06-15,0,27,79
49,2020-06-15,3,40,89
49,2020-06-15,2,23,90
50,2020-06-15,3,199,0
50,2020-06-15,0,5,09
50,2020-06-15,0,8,19
50,2020-06-15,0,15,29
50,2020-06-15,0,15,39
50,2020-06-15,0,23,49
50,2020-06-15,1,32,59
50,2020-06-15,1,29,69
50,2020-06-15,1,36,79
50,2020-06-15,0,22,89
50,2020-06-15,0,14,90
51,2020-06-15,7,592,0
51,2020-06-15,0,12,09
51,2020-06-15,3,35,19
51,2020-06-15,0,47,29
51,2020-06-15,1,67,39
51,2020-06-15,1,61,49
51,2020-06-15,1,64,59
51,2020-06-15,1,85,69
51,2020-06-15,0,102,79
51,2020-06-15,0,73,89
51,2020-06-15,0,46,90
52,2020-06-15,0,97,0
52,2020-06-15,0,4,09
52,2020-06-15,0,4,19
52,2020-06-15,0,10,29
52,2020-06-15,0,8,39
52,2020-06-15,0,8,49
52,2020-06-15,0,19,59
52,2020-06-15,0,24,69
52,2020-06-15,0,14,79
52,2020-06-15,0,6,89
52,2020-06-15,0,0,90
53,2020-06-15,1,94,0
53,2020-06-15,0,3,09
53,2020-06-15,0,10,19
53,2020-06-15,0,5,29
53,2020-06-15,0,14,39
53,2020-06-15,0,10,49
53,2020-06-15,0,12,59
53,2020-06-15,0,11,69
53,2020-06-15,0,10,79
53,2020-06-15,0,13,89
53,2020-06-15,1,6,90
54,2020-06-15,15,1007,0
54,2020-06-15,1,48,09
54,2020-06-15,1,84,19
54,2020-06-15,2,111,29
54,2020-06-15,0,135,39
54,2020-06-15,2,148,49
54,2020-06-15,0,146,59
54,2020-06-15,3,135,69
54,2020-06-15,0,104,79
54,2020-06-15,5,70,89
54,2020-06-15,1,26,90
55,2020-06-15,3,244,0
55,2020-06-15,0,10,09
55,2020-06-15,0,8,19
55,2020-06-15,0,37,29
55,2020-06-15,0,24,39
55,2020-06-15,0,27,49
55,2020-06-15,0,37,59
55,2020-06-15,0,39,69
55,2020-06-15,0,26,79
55,2020-06-15,3,28,89
55,2020-06-15,0,8,90
56,2020-06-15,0,277,0
56,2020-06-15,0,19,09
56,2020-06-15,0,24,19
56,2020-06-15,0,35,29
56,2020-06-15,0,31,39
56,2020-06-15,0,34,49
56,2020-06-15,0,36,59
56,2020-06-15,0,32,69
56,2020-06-15,0,28,79
56,2020-06-15,0,27,89
56,2020-06-15,0,11,90
57,2020-06-15,3,757,0
57,2020-06-15,0,26,09
57,2020-06-15,0,30,19
57,2020-06-15,1,73,29
57,2020-06-15,1,110,39
57,2020-06-15,0,97,49
57,2020-06-15,0,125,59
57,2020-06-15,0,132,69
57,2020-06-15,0,85,79
57,2020-06-15,1,65,89
57,2020-06-15,0,14,90
58,2020-06-15,0,89,0
58,2020-06-15,0,2,09
58,2020-06-15,0,6,19
58,2020-06-15,0,5,29
58,2020-06-15,0,11,39
58,2020-06-15,0,9,49
58,2020-06-15,0,7,59
58,2020-06-15,0,15,69
58,2020-06-15,0,13,79
58,2020-06-15,0,15,89
58,2020-06-15,0,6,90
59,2020-06-15,38,1722,0
59,2020-06-15,7,106,09
59,2020-06-15,2,156,19
59,2020-06-15,3,226,29
59,2020-06-15,11,252,39
59,2020-06-15,2,218,49
59,2020-06-15,2,228,59
59,2020-06-15,4,193,69
59,2020-06-15,1,184,79
59,2020-06-15,4,109,89
59,2020-06-15,2,50,90
60,2020-06-15,3,276,0
60,2020-06-15,0,11,09
60,2020-06-15,0,14,19
60,2020-06-15,1,31,29
60,2020-06-15,1,30,39
60,2020-06-15,0,32,49
60,2020-06-15,0,43,59
60,2020-06-15,0,42,69
60,2020-06-15,0,33,79
60,2020-06-15,1,32,89
60,2020-06-15,0,8,90
61,2020-06-15,0,184,0
61,2020-06-15,0,11,09
61,2020-06-15,0,14,19
61,2020-06-15,0,8,29
61,2020-06-15,0,13,39
61,2020-06-15,0,19,49
61,2020-06-15,0,25,59
61,2020-06-15,0,32,69
61,2020-06-15,0,28,79
61,2020-06-15,0,24,89
61,2020-06-15,0,10,90
62,2020-06-15,11,914,0
62,2020-06-15,0,52,09
62,2020-06-15,2,70,19
62,2020-06-15,1,86,29
62,2020-06-15,0,108,39
62,2020-06-15,2,121,49
62,2020-06-15,2,126,59
62,2020-06-15,3,145,69
62,2020-06-15,1,103,79
62,2020-06-15,0,79,89
62,2020-06-15,0,24,90
63,2020-06-15,0,412,0
63,2020-06-15,0,17,09
63,2020-06-15,0,34,19
63,2020-06-15,0,32,29
63,2020-06-15,0,42,39
63,2020-06-15,0,40,49
63,2020-06-15,0,51,59
63,2020-06-15,0,57,69
63,2020-06-15,0,83,79
63,2020-06-15,0,44,89
63,2020-06-15,0,12,90
64,2020-06-15,0,284,0
64,2020-06-15,0,20,09
64,2020-06-15,0,24,19
64,2020-06-15,0,28,29
64,2020-06-15,0,28,39
64,2020-06-15,0,50,49
64,2020-06-15,0,42,59
64,2020-06-15,0,36,69
64,2020-06-15,0,32,79
64,2020-06-15,0,18,89
64,2020-06-15,0,6,90
65,2020-06-15,0,160,0
65,2020-06-15,0,5,09
65,2020-06-15,0,19,19
65,2020-06-15,0,8,29
65,2020-06-15,0,14,39
65,2020-06-15,0,16,49
65,2020-06-15,0,27,59
65,2020-06-15,0,27,69
65,2020-06-15,0,29,79
65,2020-06-15,0,13,89
65,2020-06-15,0,2,90
66,2020-06-15,0,206,0
66,2020-06-15,0,5,09
66,2020-06-15,0,10,19
66,2020-06-15,0,16,29
66,2020-06-15,0,14,39
66,2020-06-15,0,18,49
66,2020-06-15,0,35,59
66,2020-06-15,0,30,69
66,2020-06-15,0,39,79
66,2020-06-15,0,32,89
66,2020-06-15,0,7,90
67,2020-06-15,7,970,0
67,2020-06-15,0,39,09
67,2020-06-15,2,48,19
67,2020-06-15,0,94,29
67,2020-06-15,1,117,39
67,2020-06-15,0,105,49
67,2020-06-15,0,130,59
67,2020-06-15,0,143,69
67,2020-06-15,0,165,79
67,2020-06-15,2,106,89
67,2020-06-15,2,23,90
68,2020-06-15,7,549,0
68,2020-06-15,0,24,09
68,2020-06-15,0,26,19
68,2020-06-15,0,39,29
68,2020-06-15,1,75,39
68,2020-06-15,0,75,49
68,2020-06-15,3,93,59
68,2020-06-15,0,75,69
68,2020-06-15,3,77,79
68,2020-06-15,0,55,89
68,2020-06-15,0,10,90
69,2020-06-15,19,1019,0
69,2020-06-15,5,52,09
69,2020-06-15,2,70,19
69,2020-06-15,3,141,29
69,2020-06-15,6,132,39
69,2020-06-15,0,125,49
69,2020-06-15,1,118,59
69,2020-06-15,0,110,69
69,2020-06-15,0,109,79
69,2020-06-15,1,107,89
69,2020-06-15,1,55,90
70,2020-06-15,0,144,0
70,2020-06-15,0,4,09
70,2020-06-15,0,16,19
70,2020-06-15,0,10,29
70,2020-06-15,0,10,39
70,2020-06-15,0,15,49
70,2020-06-15,0,23,59
70,2020-06-15,0,20,69
70,2020-06-15,0,17,79
70,2020-06-15,0,19,89
70,2020-06-15,0,10,90
71,2020-06-15,1,334,0
71,2020-06-15,0,6,09
71,2020-06-15,0,11,19
71,2020-06-15,0,34,29
71,2020-06-15,1,36,39
71,2020-06-15,0,37,49
71,2020-06-15,0,49,59
71,2020-06-15,0,54,69
71,2020-06-15,0,51,79
71,2020-06-15,0,41,89
71,2020-06-15,0,15,90
72,2020-06-15,0,176,0
72,2020-06-15,0,8,09
72,2020-06-15,0,11,19
72,2020-06-15,0,20,29
72,2020-06-15,0,17,39
72,2020-06-15,0,27,49
72,2020-06-15,0,20,59
72,2020-06-15,0,24,69
72,2020-06-15,0,18,79
72,2020-06-15,0,19,89
72,2020-06-15,0,12,90
73,2020-06-15,0,222,0
73,2020-06-15,0,8,09
73,2020-06-15,0,12,19
73,2020-06-15,0,18,29
73,2020-06-15,0,31,39
73,2020-06-15,0,27,49
73,2020-06-15,0,31,59
73,2020-06-15,0,42,69
73,2020-06-15,0,33,79
73,2020-06-15,0,17,89
73,2020-06-15,0,3,90
74,2020-06-15,2,239,0
74,2020-06-15,0,17,09
74,2020-06-15,1,10,19
74,2020-06-15,0,25,29
74,2020-06-15,0,23,39
74,2020-06-15,0,33,49
74,2020-06-15,1,37,59
74,2020-06-15,0,27,69
74,2020-06-15,0,24,79
74,2020-06-15,0,27,89
74,2020-06-15,0,16,90
75,2020-06-15,18,1720,0
75,2020-06-15,2,79,09
75,2020-06-15,2,83,19
75,2020-06-15,1,284,29
75,2020-06-15,4,276,39
75,2020-06-15,2,220,49
75,2020-06-15,0,183,59
75,2020-06-15,2,201,69
75,2020-06-15,4,216,79
75,2020-06-15,1,119,89
