key,date,new_confirmed_male,new_confirmed_female,total_confirmed_male,total_confirmed_female,new_deceased_male,new_deceased_female,total_deceased_male,total_deceased_female,new_recovered_male,new_recovered_female,total_recovered_male,total_recovered_female,new_tested_male,new_tested_female,total_tested_male,total_tested_female,new_hospitalized_male,new_hospitalized_female,total_hospitalized_male,total_hospitalized_female,current_hospitalized_male,current_hospitalized_female,new_intensive_care_male,new_intensive_care_female,total_intensive_care_male,total_intensive_care_female,current_intensive_care_male,current_intensive_care_female,new_ventilator_male,new_ventilator_female,total_ventilator_male,total_ventilator_female,current_ventilator_male,current_ventilator_female
CO_52_52399,2020-06-17,1,,5,0,0,,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52411,2020-05-12,0,,1,0,1,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52427,2020-06-25,4,4,7,12,0,0,0,2,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52435,2020-06-24,0,0,16,16,0,0,1,0,1,5,11,15,,,,,,,,,,,,,,,,,,,,,,
CO_52_52473,2020-06-22,0,2,26,28,0,0,3,0,1,4,20,26,,,,,,,,,,,,,,,,,,,,,,
CO_52_52480,2020-06-25,1,0,7,5,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_52_52490,2020-06-25,0,0,37,24,0,0,1,1,1,3,9,6,,,,,,,,,,,,,,,,,,,,,,
CO_52_52520,2020-06-25,0,0,19,9,0,0,0,0,1,1,4,1,,,,,,,,,,,,,,,,,,,,,,
CO_52_52560,2020-06-25,0,0,6,4,0,0,1,0,1,1,4,4,,,,,,,,,,,,,,,,,,,,,,
CO_52_52573,2020-06-21,1,0,1,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_52_52585,2020-06-24,1,1,5,7,0,0,0,0,0,1,0,2,,,,,,,,,,,,,,,,,,,,,,
CO_52_52612,2020-06-24,0,0,6,4,0,0,0,0,5,2,5,4,,,,,,,,,,,,,,,,,,,,,,
CO_52_52621,2020-06-24,3,1,12,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52678,2020-06-21,1,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52683,2020-06-21,4,1,4,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52685,2020-06-24,4,3,20,14,0,0,0,1,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_52_52687,2020-06-25,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52693,2020-06-23,0,0,25,21,0,0,0,0,5,5,5,5,,,,,,,,,,,,,,,,,,,,,,
CO_52_52696,2020-06-25,1,2,25,28,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52786,2020-06-24,1,1,6,4,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_52_52835,2020-06-25,10,9,896,488,0,0,36,17,64,8,537,360,,,,,,,,,,,,,,,,,,,,,,
CO_52_52838,2020-06-25,0,0,10,6,0,0,2,0,1,1,3,3,,,,,,,,,,,,,,,,,,,,,,
CO_52_52885,2020-06-22,1,1,3,1,0,0,0,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,
CO_54,2020-06-25,3,4,159,114,0,0,11,9,0,0,84,62,,,,,,,,,,,,,,,,,,,,,,
CO_54_54001,2020-06-25,2,2,103,73,0,0,6,7,0,0,57,38,,,,,,,,,,,,,,,,,,,,,,
CO_54_54003,2020-05-21,0,,1,0,1,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54125,2020-06-16,,0,0,1,,1,0,1,,0,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_54_54206,2020-06-22,,0,0,1,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_54_54261,2020-05-24,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54313,2020-05-31,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54377,2020-06-20,1,0,1,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_54_54398,2020-06-18,0,,1,0,1,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54405,2020-06-24,0,3,8,16,0,0,1,0,1,2,2,7,,,,,,,,,,,,,,,,,,,,,,
CO_54_54480,2020-06-20,,0,0,1,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_54_54498,2020-06-25,1,1,11,7,0,0,2,1,0,0,7,3,,,,,,,,,,,,,,,,,,,,,,
CO_54_54518,2020-06-25,1,1,5,2,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,
CO_54_54520,2020-06-20,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54553,2020-05-05,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54680,2020-06-19,3,,3,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54720,2020-06-24,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54743,2020-06-22,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54810,2020-06-19,1,0,2,3,0,0,0,0,0,1,1,3,,,,,,,,,,,,,,,,,,,,,,
CO_54_54820,2020-06-20,0,0,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_54_54871,2020-06-20,0,,2,0,0,,0,0,2,,2,0,,,,,,,,,,,,,,,,,,,,,,
CO_54_54874,2020-06-24,0,0,15,7,0,0,0,0,3,2,8,5,,,,,,,,,,,,,,,,,,,,,,
CO_63,2020-06-25,1,3,76,79,0,0,2,3,0,3,60,52,,,,,,,,,,,,,,,,,,,,,,
CO_63_63001,2020-06-25,1,3,48,56,0,0,2,0,0,3,35,36,,,,,,,,,,,,,,,,,,,,,,
CO_63_63130,2020-06-24,0,1,14,12,0,0,0,1,1,0,12,8,,,,,,,,,,,,,,,,,,,,,,
CO_63_63190,2020-06-01,0,0,2,2,0,0,0,0,1,1,2,2,,,,,,,,,,,,,,,,,,,,,,
CO_63_63212,2020-05-15,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_63_63272,2020-05-11,0,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_63_63401,2020-05-27,0,0,3,1,0,0,0,0,1,1,3,1,,,,,,,,,,,,,,,,,,,,,,
CO_63_63470,2020-06-19,0,0,3,7,0,0,0,2,1,1,3,5,,,,,,,,,,,,,,,,,,,,,,
CO_63_63594,2020-06-19,1,,4,0,0,,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_66,2020-06-25,3,5,246,225,0,0,8,3,3,1,128,132,,,,,,,,,,,,,,,,,,,,,,
CO_66_66001,2020-06-25,1,3,134,126,0,0,5,2,2,0,84,87,,,,,,,,,,,,,,,,,,,,,,
CO_66_66045,2020-06-24,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_66_66088,2020-06-24,0,2,4,2,0,0,0,0,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_66_66170,2020-06-25,1,2,62,65,0,0,2,1,1,1,32,40,,,,,,,,,,,,,,,,,,,,,,
CO_66_66400,2020-06-25,1,2,29,20,0,0,0,0,0,0,5,4,,,,,,,,,,,,,,,,,,,,,,
CO_66_66572,2020-06-18,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_66_66682,2020-06-24,3,1,15,12,0,0,1,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,
CO_68,2020-06-25,20,8,346,169,0,0,9,4,1,2,78,61,,,,,,,,,,,,,,,,,,,,,,
CO_68_68001,2020-06-25,7,4,85,41,0,0,4,0,0,0,17,14,,,,,,,,,,,,,,,,,,,,,,
CO_68_68077,2020-06-12,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68081,2020-06-25,1,0,146,50,0,0,2,2,0,1,30,23,,,,,,,,,,,,,,,,,,,,,,
CO_68_68190,2020-04-12,0,1,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_68_68207,2020-04-10,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68229,2020-06-13,1,0,1,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_68_68276,2020-06-25,8,2,51,19,0,0,2,0,1,1,10,6,,,,,,,,,,,,,,,,,,,,,,
CO_68_68307,2020-06-25,2,0,19,16,0,0,0,1,0,1,8,9,,,,,,,,,,,,,,,,,,,,,,
CO_68_68322,2020-06-17,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68377,2020-06-22,2,1,4,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68406,2020-06-25,2,1,6,4,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,
CO_68_68432,2020-06-20,,1,0,2,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68547,2020-06-25,0,1,19,15,0,0,0,0,2,0,6,5,,,,,,,,,,,,,,,,,,,,,,
CO_68_68575,2020-06-23,1,,2,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68655,2020-06-22,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68689,2020-06-17,1,8,2,8,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68755,2020-06-19,1,4,4,8,0,0,1,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68770,2020-06-21,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_68_68872,2020-05-18,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_70,2020-06-25,67,45,532,300,1,0,24,7,0,0,44,21,,,,,,,,,,,,,,,,,,,,,,
CO_70_70001,2020-06-25,60,36,427,249,1,0,24,7,0,0,33,17,,,,,,,,,,,,,,,,,,,,,,
CO_70_70110,2020-06-25,0,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70124,2020-06-14,2,1,2,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70204,2020-06-20,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70215,2020-06-25,4,2,28,14,0,0,0,0,0,0,2,1,,,,,,,,,,,,,,,,,,,,,,
CO_70_70221,2020-06-23,13,,13,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70230,2020-06-22,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70233,2020-06-20,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70235,2020-06-21,1,,2,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70265,2020-06-17,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70400,2020-06-16,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70418,2020-06-25,1,1,3,4,0,0,0,0,0,0,0,2,,,,,,,,,,,,,,,,,,,,,,
CO_70_70429,2020-06-13,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70473,2020-06-19,0,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70508,2020-06-24,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70523,2020-06-24,1,1,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70670,2020-06-25,3,1,7,7,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70678,2020-06-24,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70702,2020-06-23,1,1,7,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70708,2020-06-25,1,1,10,4,0,0,0,0,0,0,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_70_70713,2020-06-25,1,1,3,4,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70717,2020-06-25,1,1,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70742,2020-06-21,1,1,7,1,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70771,2020-06-25,1,1,4,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70820,2020-06-21,0,1,3,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_70_70823,2020-06-25,1,1,2,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_73,2020-06-25,6,4,514,216,0,0,14,6,3,1,185,98,,,,,,,,,,,,,,,,,,,,,,
CO_73_73001,2020-06-25,2,3,150,104,0,0,5,1,2,1,104,65,,,,,,,,,,,,,,,,,,,,,,
CO_73_73168,2020-06-20,1,1,1,1,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73217,2020-06-18,1,1,1,1,0,0,0,1,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73268,2020-06-25,2,1,249,62,0,0,2,1,0,0,13,12,,,,,,,,,,,,,,,,,,,,,,
CO_73_73275,2020-06-25,1,0,9,9,0,0,0,0,0,3,4,6,,,,,,,,,,,,,,,,,,,,,,
CO_73_73283,2020-06-23,0,0,3,3,0,0,0,0,1,1,2,3,,,,,,,,,,,,,,,,,,,,,,
CO_73_73319,2020-06-25,0,0,4,1,0,1,0,1,1,0,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73349,2020-06-24,1,2,9,4,0,0,0,0,0,0,4,1,,,,,,,,,,,,,,,,,,,,,,
CO_73_73408,2020-06-23,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73411,2020-06-20,1,0,7,5,0,1,0,1,1,0,2,3,,,,,,,,,,,,,,,,,,,,,,
CO_73_73443,2020-06-24,4,2,12,8,0,0,3,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73449,2020-06-23,1,1,7,11,0,0,1,1,0,0,3,5,,,,,,,,,,,,,,,,,,,,,,
CO_73_73483,2020-06-18,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73547,2020-06-16,0,1,1,1,0,0,0,0,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73555,2020-05-17,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73624,2020-06-24,0,0,3,2,1,0,1,0,0,1,1,2,,,,,,,,,,,,,,,,,,,,,,
CO_73_73675,2020-06-25,1,1,1,2,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_73_73678,2020-06-21,0,0,53,1,0,0,1,0,2,1,47,1,,,,,,,,,,,,,,,,,,,,,,
CO_73_73873,2020-06-13,1,1,1,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76,2020-06-25,202,133,5207,3325,2,0,247,119,97,64,2044,1595,,,,,,,,,,,,,,,,,,,,,,
CO_76_76001,2020-06-25,164,109,3848,2478,2,0,167,65,70,32,1497,1213,,,,,,,,,,,,,,,,,,,,,,
CO_76_76020,2020-04-27,1,,1,0,0,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76036,2020-06-23,0,1,2,1,1,0,1,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76041,2020-06-05,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76054,2020-06-25,2,1,11,6,0,0,0,0,0,0,3,1,,,,,,,,,,,,,,,,,,,,,,
CO_76_76109,2020-06-25,6,8,854,435,0,0,48,33,21,24,350,190,,,,,,,,,,,,,,,,,,,,,,
CO_76_76111,2020-06-25,5,2,34,21,0,0,0,0,0,2,9,9,,,,,,,,,,,,,,,,,,,,,,
CO_76_76113,2020-06-25,1,,3,0,0,,0,0,0,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76122,2020-06-24,,1,0,1,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76126,2020-04-05,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76130,2020-06-25,5,2,55,41,0,0,2,2,2,0,23,17,,,,,,,,,,,,,,,,,,,,,,
CO_76_76147,2020-06-24,1,1,11,12,0,0,0,0,0,0,6,11,,,,,,,,,,,,,,,,,,,,,,
CO_76_76233,2020-06-24,1,1,21,9,0,0,5,0,0,0,8,4,,,,,,,,,,,,,,,,,,,,,,
CO_76_76243,2020-06-25,,2,0,2,,0,0,0,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76246,2020-06-24,0,0,1,3,0,0,0,0,1,1,1,2,,,,,,,,,,,,,,,,,,,,,,
CO_76_76248,2020-06-23,2,1,17,15,0,0,2,1,0,0,9,9,,,,,,,,,,,,,,,,,,,,,,
CO_76_76250,2020-04-20,0,0,2,2,0,0,0,1,1,1,2,1,,,,,,,,,,,,,,,,,,,,,,
CO_76_76275,2020-06-25,4,1,34,35,0,0,2,2,0,1,7,13,,,,,,,,,,,,,,,,,,,,,,
CO_76_76306,2020-06-23,1,1,2,3,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76318,2020-06-24,1,1,3,3,0,0,1,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_76_76364,2020-06-25,1,1,57,53,0,0,1,2,0,3,25,30,,,,,,,,,,,,,,,,,,,,,,
CO_76_76377,2020-06-23,1,1,2,2,0,0,1,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76400,2020-06-24,1,1,10,7,0,0,1,0,0,1,4,4,,,,,,,,,,,,,,,,,,,,,,
CO_76_76497,2020-06-22,0,0,1,2,0,0,0,1,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_76_76520,2020-06-25,7,3,79,58,0,0,5,5,2,0,35,31,,,,,,,,,,,,,,,,,,,,,,
CO_76_76563,2020-06-25,2,2,27,22,0,0,5,4,0,2,3,7,,,,,,,,,,,,,,,,,,,,,,
CO_76_76606,2020-06-23,0,1,4,3,0,0,0,0,1,0,2,1,,,,,,,,,,,,,,,,,,,,,,
CO_76_76622,2020-05-01,1,,1,0,0,,1,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76670,2020-06-20,1,2,3,4,0,0,0,0,0,0,1,2,,,,,,,,,,,,,,,,,,,,,,
CO_76_76736,2020-06-24,1,1,3,3,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76828,2020-06-19,1,0,3,1,0,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,
CO_76_76834,2020-06-25,3,15,34,41,0,0,2,2,0,0,12,15,,,,,,,,,,,,,,,,,,,,,,
CO_76_76845,2020-04-14,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_76_76869,2020-06-24,1,1,5,5,0,0,0,0,0,0,4,3,,,,,,,,,,,,,,,,,,,,,,
CO_76_76890,2020-06-21,1,0,3,1,0,0,0,0,0,1,2,1,,,,,,,,,,,,,,,,,,,,,,
CO_76_76892,2020-06-25,2,2,71,56,0,0,1,1,2,0,33,28,,,,,,,,,,,,,,,,,,,,,,
CO_76_76895,2020-06-23,1,,2,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_81,2020-06-24,3,1,40,6,0,0,0,0,0,0,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_81_81001,2020-06-24,1,1,26,4,0,0,0,0,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_81_81065,2020-06-18,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_81_81736,2020-06-24,1,1,11,1,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_81_81794,2020-06-24,1,0,2,1,0,0,0,0,0,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_85,2020-06-25,2,1,43,21,0,0,0,0,0,0,22,13,,,,,,,,,,,,,,,,,,,,,,
CO_85_85001,2020-06-25,2,1,32,15,0,0,0,0,0,0,17,11,,,,,,,,,,,,,,,,,,,,,,
CO_85_85010,2020-06-23,1,1,1,4,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_85_85139,2020-06-24,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_85_85250,2020-06-05,0,0,1,1,0,0,0,0,1,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_85_85410,2020-06-12,1,0,2,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_85_85440,2020-06-19,2,,6,0,0,,0,0,0,,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_86,2020-06-23,1,1,12,7,0,0,3,3,0,0,7,2,,,,,,,,,,,,,,,,,,,,,,
CO_86_86001,2020-06-22,0,0,1,1,0,1,0,1,1,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_86_86219,2020-06-03,,1,0,1,,0,0,1,,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_86_86320,2020-06-10,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_86_86568,2020-06-11,1,0,2,1,0,0,0,0,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_86_86571,2020-06-04,,0,0,1,,0,0,0,,1,0,1,,,,,,,,,,,,,,,,,,,,,,
CO_86_86573,2020-06-03,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_86_86757,2020-06-23,0,1,3,1,0,0,1,0,1,0,2,0,,,,,,,,,,,,,,,,,,,,,,
CO_86_86865,2020-06-23,1,0,4,2,0,1,2,1,0,0,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_88,2020-06-19,3,1,18,5,0,0,0,0,0,0,14,3,,,,,,,,,,,,,,,,,,,,,,
CO_88_88001,2020-06-19,3,1,15,5,0,0,0,0,0,0,11,3,,,,,,,,,,,,,,,,,,,,,,
CO_88_88564,2020-05-31,0,,3,0,0,,0,0,3,,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_91,2020-06-25,2,1,1392,776,0,0,61,26,13,12,1187,651,,,,,,,,,,,,,,,,,,,,,,
CO_91_91001,2020-06-25,2,1,1325,741,0,0,60,25,10,12,1154,630,,,,,,,,,,,,,,,,,,,,,,
CO_91_91540,2020-06-25,0,1,67,35,0,0,1,1,3,1,33,21,,,,,,,,,,,,,,,,,,,,,,
CO_94,2020-06-20,7,0,11,3,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_94_94001,2020-06-20,7,0,11,3,0,0,0,1,0,1,1,1,,,,,,,,,,,,,,,,,,,,,,
CO_95,2020-06-20,1,2,33,4,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_95_95001,2020-06-20,1,2,33,4,0,0,0,0,0,0,3,0,,,,,,,,,,,,,,,,,,,,,,
CO_97,2020-06-22,1,6,20,8,0,0,0,0,0,0,9,2,,,,,,,,,,,,,,,,,,,,,,
CO_97_97001,2020-06-04,0,0,9,2,0,0,0,0,9,2,9,2,,,,,,,,,,,,,,,,,,,,,,
CO_97_97666,2020-06-22,1,,1,0,0,,0,0,0,,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_97_97889,2020-06-13,10,6,10,6,0,0,0,0,0,0,0,0,,,,,,,,,,,,,,,,,,,,,,
CO_99,2020-06-07,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
CO_99_99001,2020-06-07,0,,1,0,0,,0,0,1,,1,0,,,,,,,,,,,,,,,,,,,,,,
FR,2020-06-26,,,,,15,11,11325,7877,130,167,39079,36224,,,,,,,,,4505,4271,,,,,447,156,,,,,,
FR_ARA,2020-06-26,,,,,1,0,1039,678,-1,13,3751,3849,,,,,,,,,294,246,,,,,22,8,,,,,,
FR_ARA_01,2020-06-26,,,,,0,0,60,43,0,0,212,207,,,,,,,,,29,26,,,,,0,0,,,,,,
FR_ARA_03,2020-06-26,,,,,0,0,22,18,0,3,80,116,,,,,,,,,6,2,,,,,1,0,,,,,,
FR_ARA_07,2020-06-26,,,,,0,0,76,31,0,1,212,226,,,,,,,,,1,0,,,,,1,0,,,,,,
FR_ARA_15,2020-06-26,,,,,0,0,6,3,0,0,28,20,,,,,,,,,5,4,,,,,0,0,,,,,,
FR_ARA_26,2020-06-26,,,,,0,0,79,50,-1,1,269,235,,,,,,,,,17,9,,,,,0,1,,,,,,
FR_ARA_38,2020-06-26,,,,,0,0,88,65,0,2,327,343,,,,,,,,,20,20,,,,,2,0,,,,,,
FR_ARA_42,2020-06-26,,,,,0,0,167,79,0,0,485,461,,,,,,,,,57,35,,,,,6,2,,,,,,
FR_ARA_43,2020-06-26,,,,,0,0,11,7,0,0,41,64,,,,,,,,,0,2,,,,,0,0,,,,,,
FR_ARA_63,2020-06-26,,,,,0,0,25,17,0,0,91,83,,,,,,,,,9,8,,,,,2,0,,,,,,
FR_ARA_69,2020-06-26,,,,,1,0,357,281,2,5,1393,1488,,,,,,,,,90,88,,,,,7,5,,,,,,
FR_ARA_73,2020-06-26,,,,,0,0,40,29,0,0,171,221,,,,,,,,,10,12,,,,,0,0,,,,,,
FR_ARA_74,2020-06-26,,,,,0,0,108,55,-2,1,442,385,,,,,,,,,50,40,,,,,3,0,,,,,,
FR_BFC,2020-06-26,,,,,0,0,584,451,0,1,1815,1999,,,,,,,,,96,61,,,,,9,3,,,,,,
FR_BFC_21,2020-06-26,,,,,0,0,141,107,0,0,415,500,,,,,,,,,15,8,,,,,2,0,,,,,,
FR_BFC_25,2020-06-26,,,,,0,0,86,64,0,0,318,303,,,,,,,,,12,7,,,,,1,1,,,,,,
FR_BFC_39,2020-06-26,,,,,0,0,30,30,0,0,129,174,,,,,,,,,7,5,,,,,0,0,,,,,,
FR_BFC_58,2020-06-26,,,,,0,0,15,12,0,1,30,60,,,,,,,,,3,5,,,,,1,0,,,,,,
FR_BFC_70,2020-06-26,,,,,0,0,51,26,0,0,148,140,,,,,,,,,14,5,,,,,0,0,,,,,,
FR_BFC_71,2020-06-26,,,,,0,0,107,92,0,0,327,410,,,,,,,,,16,12,,,,,4,1,,,,,,
FR_BFC_89,2020-06-26,,,,,0,0,47,41,0,0,168,174,,,,,,,,,13,10,,,,,1,0,,,,,,
FR_BFC_90,2020-06-26,,,,,0,0,107,79,0,0,280,238,,,,,,,,,16,9,,,,,0,1,,,,,,
