key,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
US_CA_06027,2020-05-31,0,0,,,20,1,,
US_CA_06029,2020-05-31,105,0,,,2260,38,,
US_CA_06031,2020-05-31,376,1,,,1122,5,,
US_CA_06033,2020-05-31,0,0,,,23,0,,
US_CA_06035,2020-05-31,0,0,,,5,0,,
US_CA_06037,2020-05-31,1345,24,,,54996,2362,,
US_CA_06039,2020-05-31,2,0,,,106,2,,
US_CA_06041,2020-05-31,17,0,,,483,14,,
US_CA_06043,2020-05-31,0,0,,,16,1,,
US_CA_06045,2020-05-31,0,0,,,30,0,,
US_CA_06047,2020-05-31,0,0,,,285,7,,
US_CA_06049,2020-05-27,0,0,,,1,0,,
US_CA_06051,2020-05-31,3,0,,,38,1,,
US_CA_06053,2020-05-31,21,0,,,530,10,,
US_CA_06055,2020-05-31,0,0,,,114,3,,
US_CA_06057,2020-05-31,0,0,,,41,1,,
US_CA_06059,2020-05-31,178,1,,,6354,147,,
US_CA_06061,2020-05-31,1,0,,,215,9,,
US_CA_06063,2020-05-31,0,0,,,4,0,,
US_CA_06065,2020-05-31,6,0,,,7492,339,,
US_CA_06067,2020-05-31,15,0,,,1414,57,,
US_CA_06069,2020-05-31,0,0,,,87,2,,
US_CA_06071,2020-05-31,46,0,,,5246,204,,
US_CA_06073,2020-05-31,96,0,,,7544,312,,
US_CA_06075,2020-05-31,26,1,,,2561,42,,
US_CA_06077,2020-05-31,30,0,,,888,35,,
US_CA_06079,2020-05-31,0,0,,,270,1,,
US_CA_06081,2020-05-31,25,0,,,2129,84,,
US_CA_06083,2020-05-31,4,0,,,1660,12,,
US_CA_06085,2020-05-31,45,0,,,2776,142,,
US_CA_06087,2020-05-31,0,0,,,212,3,,
US_CA_06089,2020-05-31,0,0,,,39,4,,
US_CA_06091,2020-05-31,0,0,,,1,0,,
US_CA_06093,2020-05-31,0,0,,,7,0,,
US_CA_06095,2020-05-31,0,0,,,522,22,,
US_CA_06097,2020-05-31,11,0,,,564,4,,
US_CA_06099,2020-05-31,26,1,,,744,29,,
US_CA_06101,2020-05-31,3,0,,,46,2,,
US_CA_06103,2020-05-31,0,0,,,4,1,,
US_CA_06105,2020-05-31,0,0,,,2,0,,
US_CA_06107,2020-05-31,27,0,,,1879,84,,
US_CA_06109,2020-05-31,0,0,,,4,0,,
US_CA_06111,2020-05-31,23,0,,,1116,33,,
US_CA_06113,2020-05-31,0,0,,,211,24,,
US_CA_06115,2020-05-31,0,0,,,30,1,,
US_CO,2020-05-31,280,2,60,4886,26364,1445,3919,180627
US_CO_08001,2020-05-31,34,0,,,3258,120,,
US_CO_08003,2020-05-31,2,0,,,76,2,,
US_CO_08005,2020-05-31,41,0,,,4394,305,,
US_CO_08007,2020-05-31,0,0,,,8,0,,
US_CO_08009,2020-05-31,0,0,,,12,0,,
US_CO_08011,2020-05-31,0,0,,,2,0,,
US_CO_08013,2020-05-31,6,1,,,980,65,,
US_CO_08014,2020-05-31,4,0,,,240,26,,
US_CO_08015,2020-05-31,0,0,,,72,20,,
US_CO_08017,2020-05-31,0,0,,,5,0,,
US_CO_08019,2020-05-31,0,0,,,16,1,,
US_CO_08021,2020-05-31,1,0,,,2,0,,
US_CO_08023,2020-05-31,0,0,,,6,0,,
US_CO_08025,2020-05-31,0,0,,,64,1,,
US_CO_08027,2020-05-31,0,0,,,2,0,,
US_CO_08029,2020-05-31,0,0,,,69,1,,
US_CO_08031,2020-05-31,85,0,,,5775,327,,
US_CO_08035,2020-05-31,5,0,,,720,45,,
US_CO_08037,2020-05-31,0,0,,,587,8,,
US_CO_08039,2020-05-31,1,0,,,53,2,,
US_CO_08041,2020-05-31,15,0,,,1732,88,,
US_CO_08043,2020-05-31,0,0,,,26,0,,
US_CO_08045,2020-05-31,1,0,,,139,2,,
US_CO_08047,2020-05-31,0,0,,,3,0,,
US_CO_08049,2020-05-31,0,0,,,14,0,,
US_CO_08051,2020-05-31,0,0,,,177,6,,
US_CO_08053,2020-05-31,0,0,,,3,0,,
US_CO_08055,2020-05-31,0,0,,,3,0,,
US_CO_08059,2020-05-31,25,0,,,2221,171,,
US_CO_08063,2020-05-31,0,0,,,26,3,,
US_CO_08065,2020-05-31,2,0,,,31,0,,
US_CO_08067,2020-05-31,1,0,,,81,1,,
US_CO_08069,2020-05-31,7,0,,,583,27,,
US_CO_08071,2020-05-31,0,0,,,5,0,,
US_CO_08073,2020-05-31,0,0,,,3,0,,
US_CO_08075,2020-05-31,12,0,,,614,3,,
US_CO_08077,2020-05-31,0,0,,,54,0,,
US_CO_08079,2020-05-31,0,0,,,2,0,,
US_CO_08081,2020-05-31,0,0,,,7,0,,
US_CO_08083,2020-05-31,2,0,,,45,3,,
US_CO_08085,2020-05-31,3,0,,,172,12,,
US_CO_08087,2020-05-31,1,0,,,629,43,,
US_CO_08089,2020-05-31,1,0,,,19,1,,
US_CO_08091,2020-05-31,0,0,,,8,1,,
US_CO_08093,2020-05-31,0,0,,,23,0,,
US_CO_08095,2020-05-31,0,0,,,13,0,,
US_CO_08097,2020-05-31,0,0,,,58,2,,
US_CO_08099,2020-05-31,1,0,,,14,0,,
US_CO_08101,2020-05-31,6,1,,,295,17,,
US_CO_08103,2020-05-31,0,0,,,1,0,,
US_CO_08105,2020-05-31,10,0,,,33,0,,
US_CO_08107,2020-05-31,1,0,,,62,6,,
US_CO_08109,2020-05-31,2,0,,,81,1,,
US_CO_08111,2020-05-31,0,0,,,1,0,,
US_CO_08113,2020-05-31,0,0,,,23,0,,
US_CO_08117,2020-05-31,2,0,,,226,2,,
US_CO_08119,2020-05-31,0,0,,,32,2,,
US_CO_08121,2020-05-31,1,0,,,41,0,,
US_CO_08123,2020-05-31,8,0,,,2488,131,,
US_CO_08125,2020-05-31,0,0,,,35,0,,
US_CT,2020-05-31,179,32,0,3111,42201,3944,7127,250046
US_CT_09001,2020-05-31,47,10,,,15549,1277,,
US_CT_09003,2020-05-31,89,12,,,10296,1250,,
US_CT_09005,2020-05-31,16,2,,,1397,133,,
US_CT_09007,2020-05-31,0,2,,,1104,152,,
US_CT_09009,2020-05-31,14,6,,,11323,972,,
US_CT_09011,2020-05-31,2,0,,,1078,89,,
US_CT_09013,2020-05-31,3,0,,,836,57,,
US_CT_09015,2020-05-31,3,0,,,384,14,,
US_DC,2020-05-31,84,4,16,854,8801,466,1116,46483
US_DC_11001,2020-05-31,84,4,,,8801,466,,
US_DE,2020-05-31,76,5,61,1342,9498,366,5266,60671
US_DE_10001,2020-05-31,4,0,,,1436,63,,
US_DE_10003,2020-05-31,35,4,,,3758,170,,
US_DE_10005,2020-05-31,38,1,,,4253,133,,
US_FL,2020-05-31,739,4,,27713,56155,2450,,1022681
US_FL_12001,2020-05-31,1,0,,,380,7,,
US_FL_12003,2020-05-31,0,0,,,29,3,,
US_FL_12005,2020-05-31,1,0,,,98,3,,
US_FL_12007,2020-05-31,0,0,,,51,2,,
US_FL_12009,2020-05-31,2,0,,,422,12,,
US_FL_12011,2020-05-31,56,0,,,7123,313,,
US_FL_12013,2020-05-31,7,0,,,63,4,,
US_FL_12015,2020-05-31,8,0,,,458,63,,
US_FL_12017,2020-05-31,0,0,,,121,12,,
US_FL_12019,2020-05-31,2,0,,,382,28,,
US_FL_12021,2020-05-31,25,0,,,1539,49,,
US_FL_12023,2020-05-31,0,0,,,144,2,,
US_FL_12027,2020-05-31,9,0,,,182,7,,
US_FL_12029,2020-05-31,2,0,,,51,2,,
US_FL_12031,2020-05-31,36,2,,,1644,50,,
US_FL_12033,2020-05-31,5,0,,,815,33,,
US_FL_12035,2020-05-31,4,0,,,189,4,,
US_FL_12037,2020-05-31,0,0,,,2,0,,
US_FL_12039,2020-05-31,4,0,,,272,2,,
US_FL_12041,2020-05-31,-1,0,,,12,0,,
US_FL_12043,2020-05-31,1,0,,,30,1,,
US_FL_12045,2020-05-31,0,0,,,1,0,,
US_FL_12047,2020-05-31,3,0,,,233,0,,
US_FL_12049,2020-05-31,6,0,,,99,0,,
US_FL_12051,2020-05-31,10,0,,,415,14,,
US_FL_12053,2020-05-31,2,0,,,115,5,,
US_FL_12055,2020-05-31,2,0,,,129,9,,
US_FL_12057,2020-05-31,72,0,,,2201,81,,
US_FL_12059,2020-05-31,0,0,,,19,0,,
US_FL_12061,2020-05-31,4,0,,,130,10,,
US_FL_12063,2020-05-31,2,0,,,251,1,,
US_FL_12065,2020-05-31,0,0,,,29,3,,
US_FL_12067,2020-05-31,0,0,,,8,0,,
US_FL_12069,2020-05-31,3,0,,,301,15,,
US_FL_12071,2020-05-31,14,0,,,1907,105,,
US_FL_12073,2020-05-31,-2,1,,,403,7,,
US_FL_12075,2020-05-31,1,0,,,32,1,,
US_FL_12077,2020-05-31,0,0,,,213,0,,
US_FL_12079,2020-05-31,0,0,,,69,4,,
US_FL_12081,2020-05-31,8,0,,,1045,97,,
US_FL_12083,2020-05-31,4,0,,,248,7,,
US_FL_12085,2020-05-31,25,0,,,651,9,,
US_FL_12086,2020-05-31,174,0,,,17999,700,,
US_FL_12087,2020-05-31,0,0,,,108,4,,
US_FL_12089,2020-05-31,1,0,,,76,1,,
US_FL_12091,2020-05-31,11,0,,,222,6,,
US_FL_12093,2020-05-31,7,0,,,83,0,,
US_FL_12095,2020-05-31,26,0,,,2001,40,,
US_FL_12097,2020-05-31,3,0,,,701,19,,
US_FL_12099,2020-05-31,98,0,,,5994,337,,
US_FL_12101,2020-05-31,5,0,,,386,13,,
US_FL_12103,2020-05-31,35,0,,,1297,82,,
US_FL_12105,2020-05-31,22,0,,,1027,55,,
US_FL_12107,2020-05-31,2,1,,,152,6,,
US_FL_12109,2020-05-31,4,0,,,260,6,,
US_FL_12111,2020-05-31,8,0,,,471,30,,
US_FL_12113,2020-05-31,3,0,,,245,9,,
US_FL_12115,2020-05-31,6,0,,,635,77,,
US_FL_12117,2020-05-31,6,0,,,490,12,,
US_FL_12119,2020-05-31,0,0,,,253,17,,
US_FL_12121,2020-05-31,0,0,,,167,18,,
US_FL_12123,2020-05-31,2,0,,,22,0,,
US_FL_12125,2020-05-31,1,0,,,32,1,,
US_FL_12127,2020-05-31,6,0,,,736,38,,
US_FL_12129,2020-05-31,0,0,,,34,1,,
US_FL_12131,2020-05-31,3,0,,,117,9,,
US_FL_12133,2020-05-31,0,0,,,57,4,,
US_GA,2020-05-31,715,46,,10687,45051,2019,,465525
US_GA_13001,2020-05-31,3,0,,,159,13,,
US_GA_13003,2020-05-31,1,0,,,48,2,,
US_GA_13005,2020-05-31,14,0,,,122,3,,
US_GA_13007,2020-05-31,0,0,,,34,2,,
US_GA_13009,2020-05-31,2,0,,,345,26,,
US_GA_13011,2020-05-31,0,0,,,88,1,,
US_GA_13013,2020-05-31,0,0,,,326,14,,
US_GA_13015,2020-05-31,0,0,,,478,39,,
US_GA_13017,2020-05-31,0,0,,,74,1,,
US_GA_13019,2020-05-31,0,0,,,46,0,,
US_GA_13021,2020-05-31,-1,1,,,453,28,,
US_GA_13023,2020-05-31,0,0,,,45,0,,
US_GA_13025,2020-05-31,0,0,,,56,2,,
US_GA_13027,2020-05-31,0,0,,,68,8,,
US_GA_13029,2020-05-31,0,0,,,74,5,,
US_GA_13031,2020-05-31,0,0,,,60,2,,
US_GA_13033,2020-05-31,0,0,,,121,5,,
US_GA_13035,2020-05-31,-1,2,,,228,24,,
US_GA_13037,2020-05-31,0,1,,,132,6,,
US_GA_13039,2020-05-31,1,0,,,62,1,,
US_GA_13043,2020-05-31,0,0,,,13,0,,
US_GA_13045,2020-05-31,7,0,,,525,24,,
US_GA_13047,2020-05-31,0,0,,,133,0,,
US_GA_13049,2020-05-31,0,0,,,32,1,,
US_GA_13051,2020-05-31,0,0,,,501,24,,
US_GA_13053,2020-05-31,11,0,,,54,0,,
US_GA_13055,2020-05-31,0,0,,,24,2,,
US_GA_13057,2020-05-31,19,0,,,909,33,,
US_GA_13059,2020-05-31,0,0,,,283,13,,
US_GA_13061,2020-05-31,0,0,,,39,2,,
US_GA_13063,2020-05-31,5,4,,,1221,49,,
US_GA_13065,2020-05-31,0,0,,,59,2,,
US_GA_13067,2020-05-31,18,4,,,3027,175,,
US_GA_13069,2020-05-31,3,0,,,271,15,,
US_GA_13071,2020-05-31,2,1,,,467,15,,
US_GA_13073,2020-05-31,0,0,,,248,7,,
US_GA_13075,2020-05-31,0,0,,,48,2,,
US_GA_13077,2020-05-31,2,1,,,417,9,,
US_GA_13079,2020-05-31,0,0,,,28,0,,
US_GA_13081,2020-05-31,0,0,,,232,7,,
US_GA_13083,2020-05-31,0,0,,,28,1,,
US_GA_13085,2020-05-31,0,0,,,109,1,,
US_GA_13087,2020-05-31,0,1,,,186,5,,
US_GA_13089,2020-05-31,3,8,,,3734,120,,
US_GA_13091,2020-05-31,0,0,,,51,2,,
US_GA_13093,2020-05-31,0,0,,,179,12,,
US_GA_13095,2020-05-31,0,3,,,1770,148,,
US_GA_13097,2020-05-31,4,0,,,543,25,,
US_GA_13099,2020-05-31,0,0,,,238,31,,
US_GA_13101,2020-05-31,7,0,,,117,0,,
US_GA_13103,2020-05-31,1,0,,,74,1,,
US_GA_13105,2020-05-31,0,0,,,75,0,,
US_GA_13107,2020-05-31,0,0,,,27,2,,
US_GA_13109,2020-05-31,0,0,,,5,0,,
US_GA_13111,2020-05-31,1,0,,,44,1,,
US_GA_13113,2020-05-31,0,0,,,235,13,,
US_GA_13115,2020-05-31,2,0,,,265,15,,
US_GA_13117,2020-05-31,0,0,,,512,12,,
US_GA_13119,2020-05-31,0,0,,,46,1,,
US_GA_13121,2020-05-31,17,5,,,4524,235,,
US_GA_13123,2020-05-31,4,0,,,153,0,,
US_GA_13125,2020-05-31,0,0,,,1,0,,
US_GA_13127,2020-05-31,0,0,,,115,1,,
US_GA_13129,2020-05-31,3,0,,,163,16,,
US_GA_13131,2020-05-31,16,0,,,110,4,,
US_GA_13133,2020-05-31,0,0,,,68,7,,
US_GA_13135,2020-05-31,11,1,,,3780,128,,
US_GA_13137,2020-05-31,0,0,,,520,23,,
US_GA_13139,2020-05-31,0,0,,,2467,47,,
US_GA_13141,2020-05-31,1,1,,,195,24,,
US_GA_13143,2020-05-31,0,1,,,43,3,,
US_GA_13145,2020-05-31,0,0,,,91,5,,
US_GA_13147,2020-05-31,0,0,,,30,0,,
US_GA_13149,2020-05-31,1,0,,,34,2,,
US_GA_13151,2020-05-31,2,1,,,690,23,,
US_GA_13153,2020-05-31,1,0,,,366,17,,
US_GA_13155,2020-05-31,0,0,,,28,1,,
US_GA_13157,2020-05-31,0,0,,,184,5,,
US_GA_13159,2020-05-31,0,0,,,36,1,,
US_GA_13161,2020-05-31,-1,0,,,37,1,,
US_GA_13163,2020-05-31,2,0,,,43,1,,
US_GA_13165,2020-05-31,0,0,,,19,1,,
US_GA_13167,2020-05-31,0,0,,,82,2,,
US_GA_13169,2020-05-31,0,0,,,37,0,,
US_GA_13171,2020-05-31,0,0,,,67,2,,
US_GA_13173,2020-05-31,0,0,,,21,2,,
US_GA_13175,2020-05-31,1,0,,,106,1,,
US_GA_13177,2020-05-31,0,0,,,361,22,,
US_GA_13179,2020-05-31,0,0,,,82,0,,
US_GA_13181,2020-05-31,0,0,,,16,0,,
US_GA_13183,2020-05-31,0,0,,,16,1,,
US_GA_13185,2020-05-31,1,0,,,302,4,,
US_GA_13187,2020-05-31,0,0,,,99,1,,
US_GA_13189,2020-05-31,0,0,,,67,5,,
US_GA_13191,2020-05-31,0,0,,,16,1,,
US_GA_13193,2020-05-31,0,0,,,101,6,,
US_GA_13195,2020-05-31,0,0,,,54,1,,
US_GA_13197,2020-05-31,0,0,,,57,2,,
US_GA_13199,2020-05-31,0,0,,,85,2,,
US_GA_13201,2020-05-31,0,0,,,41,0,,
US_GA_13205,2020-05-31,1,0,,,409,32,,
US_GA_13207,2020-05-31,0,3,,,120,11,,
US_GA_13209,2020-05-31,0,0,,,9,0,,
US_GA_13211,2020-05-31,0,0,,,37,0,,
US_GA_13213,2020-05-31,1,0,,,91,1,,
US_GA_13215,2020-05-31,11,0,,,615,17,,
US_GA_13217,2020-05-31,0,0,,,352,11,,
US_GA_13219,2020-05-31,0,0,,,116,6,,
US_GA_13221,2020-05-31,0,1,,,61,7,,
US_GA_13223,2020-05-31,2,0,,,328,11,,
US_GA_13225,2020-05-31,0,0,,,72,4,,
US_GA_13227,2020-05-31,1,0,,,48,3,,
US_GA_13229,2020-05-31,1,0,,,100,3,,
US_GA_13231,2020-05-31,0,0,,,54,2,,
US_GA_13233,2020-05-31,0,0,,,118,1,,
US_GA_13235,2020-05-31,0,0,,,42,2,,
US_GA_13237,2020-05-31,0,0,,,90,9,,
US_GA_13239,2020-05-31,0,0,,,12,1,,
US_GA_13241,2020-05-31,0,0,,,20,1,,
US_GA_13243,2020-05-31,0,0,,,179,19,,
US_GA_13245,2020-05-31,0,0,,,595,22,,
US_GA_13247,2020-05-31,0,0,,,285,8,,
US_GA_13249,2020-05-31,0,0,,,16,1,,
US_GA_13251,2020-05-31,0,1,,,51,3,,
US_GA_13253,2020-05-31,0,0,,,44,2,,
US_GA_13255,2020-05-31,0,1,,,275,22,,
US_GA_13257,2020-05-31,1,0,,,139,2,,
US_GA_13259,2020-05-31,0,0,,,52,1,,
US_GA_13261,2020-05-31,0,1,,,475,44,,
US_GA_13263,2020-05-31,0,0,,,38,1,,
US_GA_13265,2020-05-31,0,0,,,1,0,,
US_GA_13267,2020-05-31,4,0,,,27,0,,
US_GA_13269,2020-05-31,0,0,,,22,2,,
US_GA_13271,2020-05-31,0,0,,,37,1,,
US_GA_13273,2020-05-31,0,0,,,213,26,,
US_GA_13275,2020-05-31,0,0,,,324,32,,
US_GA_13277,2020-05-31,0,0,,,256,17,,
US_GA_13279,2020-05-31,0,0,,,56,4,,
US_GA_13281,2020-05-31,0,0,,,24,1,,
US_GA_13283,2020-05-31,1,0,,,10,0,,
US_GA_13285,2020-05-31,6,0,,,313,11,,
US_GA_13287,2020-05-31,0,1,,,118,13,,
US_GA_13289,2020-05-31,0,1,,,17,1,,
US_GA_13291,2020-05-31,2,0,,,46,1,,
US_GA_13293,2020-05-31,1,0,,,281,34,,
US_GA_13295,2020-05-31,0,0,,,141,0,,
US_GA_13297,2020-05-31,0,0,,,265,12,,
US_GA_13299,2020-05-31,0,0,,,228,14,,
US_GA_13301,2020-05-31,0,0,,,18,0,,
US_GA_13303,2020-05-31,0,0,,,74,1,,
US_GA_13305,2020-05-31,-1,0,,,19,0,,
US_GA_13307,2020-05-31,1,0,,,13,1,,
US_GA_13309,2020-05-31,0,0,,,13,0,,
US_GA_13311,2020-05-31,0,0,,,101,3,,
US_GA_13313,2020-05-31,23,0,,,374,7,,
US_GA_13315,2020-05-31,0,0,,,111,13,,
US_GA_13317,2020-05-31,0,0,,,33,1,,
US_GA_13319,2020-05-31,0,1,,,69,6,,
US_GA_13321,2020-05-31,1,0,,,211,21,,
US_GU,2020-05-31,3,0,0,0,1144,6,144,6102
US_HI,2020-05-31,1,0,1,606,642,17,606,54620
US_HI_15001,2020-05-31,0,0,,,81,0,,
US_HI_15003,2020-05-31,0,0,,,421,11,,
US_HI_15007,2020-05-31,0,0,,,20,0,,
US_HI_15009,2020-05-31,1,0,,,120,6,,
US_IA,2020-05-31,285,6,128,5873,19621,537,11147,156296
US_IA_19001,2020-05-31,0,0,,,9,0,,
US_IA_19003,2020-05-31,0,0,,,7,0,,
US_IA_19005,2020-05-31,1,0,,,121,4,,
US_IA_19007,2020-05-31,0,0,,,15,3,,
US_IA_19009,2020-05-31,0,0,,,12,1,,
US_IA_19011,2020-05-31,1,0,,,43,1,,
US_IA_19013,2020-05-31,4,0,,,1747,44,,
US_IA_19015,2020-05-31,1,0,,,62,0,,
US_IA_19017,2020-05-31,1,0,,,70,6,,
US_IA_19019,2020-05-31,0,0,,,33,0,,
US_IA_19021,2020-05-31,50,0,,,793,0,,
US_IA_19023,2020-05-31,1,0,,,16,1,,
US_IA_19025,2020-05-31,0,0,,,2,0,,
US_IA_19027,2020-05-31,2,0,,,11,0,,
US_IA_19029,2020-05-31,0,0,,,12,0,,
US_IA_19031,2020-05-31,2,0,,,48,1,,
US_IA_19033,2020-05-31,0,0,,,29,1,,
US_IA_19035,2020-05-31,3,0,,,31,0,,
US_IA_19037,2020-05-31,0,0,,,10,0,,
US_IA_19039,2020-05-31,1,0,,,55,0,,
US_IA_19041,2020-05-31,1,0,,,16,0,,
US_IA_19043,2020-05-31,1,0,,,35,3,,
US_IA_19045,2020-05-31,3,0,,,64,1,,
US_IA_19047,2020-05-31,7,0,,,524,2,,
US_IA_19049,2020-05-31,5,1,,,905,21,,
US_IA_19051,2020-05-31,1,0,,,22,0,,
US_IA_19053,2020-05-31,0,0,,,1,0,,
US_IA_19055,2020-05-31,0,0,,,15,0,,
US_IA_19057,2020-05-31,3,0,,,65,1,,
US_IA_19059,2020-05-31,1,0,,,21,0,,
US_IA_19061,2020-05-31,1,0,,,344,18,,
US_IA_19063,2020-05-31,1,0,,,15,0,,
US_IA_19065,2020-05-31,0,0,,,27,0,,
US_IA_19067,2020-05-31,0,0,,,19,1,,
US_IA_19069,2020-05-31,0,0,,,13,0,,
US_IA_19071,2020-05-31,0,0,,,4,0,,
US_IA_19073,2020-05-31,0,0,,,13,0,,
US_IA_19075,2020-05-31,0,0,,,20,0,,
US_IA_19077,2020-05-31,1,0,,,51,3,,
US_IA_19079,2020-05-31,2,0,,,37,0,,
US_IA_19081,2020-05-31,0,0,,,16,0,,
US_IA_19083,2020-05-31,0,0,,,17,0,,
US_IA_19085,2020-05-31,0,0,,,23,0,,
US_IA_19087,2020-05-31,0,0,,,71,1,,
US_IA_19089,2020-05-31,0,0,,,12,0,,
US_IA_19091,2020-05-31,1,0,,,18,0,,
US_IA_19093,2020-05-31,0,0,,,14,0,,
US_IA_19095,2020-05-31,0,0,,,33,0,,
US_IA_19097,2020-05-31,0,0,,,12,0,,
US_IA_19099,2020-05-31,-1,0,,,260,16,,
US_IA_19101,2020-05-31,3,0,,,29,0,,
US_IA_19103,2020-05-31,1,0,,,615,9,,
US_IA_19105,2020-05-31,0,0,,,36,0,,
US_IA_19107,2020-05-31,0,0,,,15,0,,
US_IA_19109,2020-05-31,1,0,,,10,0,,
US_IA_19111,2020-05-31,2,0,,,27,0,,
US_IA_19113,2020-05-31,3,3,,,955,79,,
US_IA_19115,2020-05-31,1,0,,,344,11,,
US_IA_19117,2020-05-31,0,0,,,17,0,,
US_IA_19119,2020-05-31,3,0,,,24,0,,
US_IA_19121,2020-05-31,1,0,,,29,2,,
US_IA_19123,2020-05-31,1,0,,,94,10,,
US_IA_19125,2020-05-31,0,0,,,32,0,,
US_IA_19127,2020-05-31,2,0,,,894,16,,
US_IA_19129,2020-05-31,0,0,,,19,0,,
US_IA_19131,2020-05-31,0,0,,,4,0,,
US_IA_19133,2020-05-31,1,0,,,25,0,,
US_IA_19135,2020-05-31,0,0,,,38,5,,
US_IA_19137,2020-05-31,0,0,,,7,0,,
US_IA_19139,2020-05-31,0,0,,,557,41,,
US_IA_19141,2020-05-31,3,0,,,31,0,,
US_IA_19143,2020-05-31,0,0,,,33,0,,
US_IA_19145,2020-05-31,0,0,,,13,0,,
US_IA_19147,2020-05-31,0,0,,,6,0,,
US_IA_19149,2020-05-31,4,0,,,133,2,,
US_IA_19151,2020-05-31,1,0,,,12,0,,
US_IA_19153,2020-05-31,50,1,,,4239,126,,
US_IA_19155,2020-05-31,5,0,,,264,8,,
US_IA_19157,2020-05-31,0,0,,,90,8,,
US_IA_19159,2020-05-31,0,0,,,4,0,,
US_IA_19161,2020-05-31,1,0,,,19,0,,
US_IA_19163,2020-05-31,2,0,,,361,10,,
US_IA_19165,2020-05-31,0,0,,,37,0,,
US_IA_19167,2020-05-31,63,0,,,282,0,,
US_IA_19169,2020-05-31,5,0,,,116,1,,
US_IA_19171,2020-05-31,0,0,,,403,27,,
US_IA_19173,2020-05-31,2,0,,,56,0,,
US_IA_19175,2020-05-31,1,0,,,8,0,,
US_IA_19177,2020-05-31,0,0,,,9,0,,
US_IA_19179,2020-05-31,18,1,,,595,10,,
US_IA_19181,2020-05-31,3,0,,,133,0,,
US_IA_19183,2020-05-31,0,0,,,189,8,,
US_IA_19185,2020-05-31,0,0,,,1,0,,
US_IA_19187,2020-05-31,2,0,,,41,1,,
US_IA_19189,2020-05-31,0,0,,,11,0,,
US_IA_19191,2020-05-31,0,0,,,24,0,,
US_IA_19193,2020-05-31,9,0,,,2754,34,,
US_IA_19195,2020-05-31,0,0,,,3,0,,
US_IA_19197,2020-05-31,2,0,,,169,0,,
US_ID,2020-05-31,15,0,23,1273,2855,82,2248,46697
US_ID_16001,2020-05-31,0,0,,,812,22,,
US_ID_16003,2020-05-31,0,0,,,3,0,,
US_ID_16005,2020-05-31,3,0,,,31,0,,
US_ID_16009,2020-05-31,0,0,,,8,0,,
US_ID_16011,2020-05-31,1,0,,,7,0,,
US_ID_16013,2020-05-31,0,0,,,512,5,,
US_ID_16017,2020-05-31,0,0,,,6,0,,
US_ID_16019,2020-05-31,0,0,,,47,0,,
US_ID_16025,2020-05-31,0,0,,,1,0,,
US_ID_16027,2020-05-31,0,0,,,303,6,,
US_ID_16029,2020-05-31,0,0,,,1,0,,
US_ID_16031,2020-05-31,0,0,,,63,1,,
US_ID_16037,2020-05-31,0,0,,,2,0,,
US_ID_16039,2020-05-31,0,0,,,31,2,,
US_ID_16041,2020-05-31,0,0,,,2,0,,
US_ID_16043,2020-05-31,1,0,,,4,0,,
US_ID_16045,2020-05-31,0,0,,,17,0,,
US_ID_16047,2020-05-31,1,0,,,48,0,,
US_ID_16049,2020-05-31,0,0,,,3,0,,
US_ID_16051,2020-05-31,0,0,,,7,0,,
US_ID_16053,2020-05-31,3,0,,,172,2,,
US_ID_16055,2020-05-31,0,0,,,68,0,,
US_ID_16057,2020-05-31,0,0,,,7,0,,
US_ID_16059,2020-05-31,0,0,,,1,0,,
US_ID_16063,2020-05-31,0,0,,,33,0,,
US_ID_16065,2020-05-31,1,0,,,22,0,,
US_ID_16067,2020-05-31,0,0,,,50,0,,
US_ID_16069,2020-05-31,0,0,,,82,19,,
US_ID_16073,2020-05-31,-1,0,,,8,0,,
US_ID_16075,2020-05-31,0,0,,,23,2,,
US_ID_16077,2020-05-31,1,0,,,6,0,,
US_ID_16081,2020-05-31,0,0,,,11,0,,
US_ID_16083,2020-05-31,5,0,,,424,23,,
US_ID_16085,2020-05-31,0,0,,,2,0,,
US_ID_16087,2020-05-31,0,0,,,38,0,,
US_IL,2020-05-31,1298,58,,21154,120588,5426,,898259
US_IL_17001,2020-05-31,0,0,,,44,1,,
US_IL_17003,2020-05-31,0,0,,,8,0,,
US_IL_17005,2020-05-31,0,0,,,12,1,,
US_IL_17007,2020-05-31,11,0,,,452,17,,
US_IL_17009,2020-05-31,0,0,,,10,0,,
US_IL_17011,2020-05-31,0,0,,,15,1,,
US_IL_17013,2020-05-31,0,0,,,1,0,,
US_IL_17015,2020-05-31,-1,0,,,15,2,,
US_IL_17017,2020-05-31,0,0,,,73,0,,
US_IL_17019,2020-05-31,13,0,,,640,7,,
US_IL_17021,2020-05-31,0,0,,,35,5,,
US_IL_17023,2020-05-31,0,0,,,11,0,,
US_IL_17025,2020-05-31,0,0,,,2,0,,
US_IL_17027,2020-05-31,0,0,,,186,17,,
US_IL_17029,2020-05-31,1,0,,,127,15,,
US_IL_17031,2020-05-31,806,39,,,77925,3642,,
US_IL_17033,2020-05-31,0,0,,,11,0,,
US_IL_17035,2020-05-31,0,0,,,10,0,,
US_IL_17037,2020-05-31,12,0,,,428,4,,
US_IL_17039,2020-05-31,0,0,,,4,0,,
