key,date,new_confirmed,new_deceased,new_recovered,new_tested,total_confirmed,total_deceased,total_recovered,total_tested
GB_SCT_S08000019,2020-06-01,3,,,,931,,,
GB_SCT_S08000020,2020-06-01,4,,,,1278,,,
GB_SCT_S08000022,2020-06-01,1,,,,338,,,
GB_SCT_S08000024,2020-06-01,5,,,,2714,,,
GB_SCT_S08000025,2020-06-01,0,,,,8,,,
GB_SCT_S08000026,2020-06-01,0,,,,54,,,
GB_SCT_S08000028,2020-06-01,0,,,,6,,,
GB_SCT_S08000029,2020-06-01,1,,,,836,,,
GB_SCT_S08000030,2020-06-01,0,,,,1671,,,
GB_SCT_S08000031,2020-06-01,3,,,,3949,,,
GB_SCT_S08000032,2020-06-01,0,,,,1987,,,
GB_WLS,2020-05-31,0,0,,5,14054,1347,,77555
GB_WLS_W11000023,2020-05-31,0,,,,2787,,,
GB_WLS_W11000024,2020-05-31,0,,,,285,,,
GB_WLS_W11000025,2020-05-31,0,,,,1049,,,
GB_WLS_W11000028,2020-05-31,0,,,,2555,,,
GB_WLS_W11000029,2020-05-31,0,,,,2730,,,
GB_WLS_W11000030,2020-05-31,0,,,,2555,,,
GB_WLS_W11000031,2020-05-31,0,,,,1871,,,
GD,2020-06-01,0,0,,,23,0,,
GE,2020-05-31,26,0,,,783,12,,
GG,2020-05-31,0,0,,,252,13,,
GH,2020-05-31,302,1,,2507,8070,36,,204909
GI,2020-05-31,8,0,,,169,0,,
GL,2020-05-31,0,0,,,13,0,,
GM,2020-05-31,0,0,,,25,1,,
GN,2020-05-31,65,0,,,3771,23,,
GQ,2020-05-31,0,0,,,1306,12,,
GR,2020-05-31,2,0,,1905,2917,175,,182423
GT,2020-05-31,348,6,,,5087,108,,
GU,2020-05-31,2,0,,,175,5,,
GW,2020-05-31,66,0,,,1322,8,,
GY,2020-05-31,1,0,,,153,12,,
HK,2020-05-25,0,0,,,0,0,,222048
HN,2020-05-31,108,11,,,5202,212,,
HR,2020-05-31,0,0,,290,2246,103,,66695
HT,2020-05-31,259,3,,,2124,44,,
HU,2020-05-31,9,2,,1985,3876,526,,187965
ID,2020-05-31,700,40,,8489,26473,1613,,232113
IE,2020-05-31,61,1,,,24990,1652,,325795
IL,2020-05-31,59,1,,5968,17071,285,,525728
IM,2020-05-31,0,0,,,336,24,,
IN,2020-05-31,8392,230,,125428,190535,5394,,3737027
IN_AN,2020-04-26,6,,,,33,,,
IN_AP,2020-05-31,133,0,,,3569,60,,
IN_AR,2020-05-31,1,,,,4,,,
IN_AS,2020-05-31,161,0,,,1185,4,,
IN_BR,2020-05-31,260,5,,,3636,20,,
IN_CH,2020-05-30,1,0,,,289,4,,
IN_CT,2020-05-31,32,0,,,447,1,,
IN_DL,2020-05-31,1163,18,,,18549,416,,
IN_DN,2020-05-24,1,,,,2,,,
IN_GA,2020-05-31,1,,,,70,,,
IN_GJ,2020-05-31,409,27,,,16343,1007,,
IN_HP,2020-05-31,18,0,,,313,5,,
IN_HR,2020-05-31,202,1,,,1923,20,,
IN_JH,2020-05-31,52,0,,,563,5,,
IN_JK,2020-05-31,177,0,,,2341,28,,
IN_KA,2020-05-31,141,0,,,2922,48,,
IN_KL,2020-05-31,58,1,,,1208,9,,
IN_LA,2020-05-30,1,,,,74,,,
IN_MH,2020-05-31,2940,99,,,65168,2197,,
IN_ML,2020-05-30,6,0,,,27,1,,
IN_MN,2020-05-31,3,,,,62,,,
IN_MP,2020-05-31,246,9,,,7891,343,,
IN_MZ,2020-03-25,1,,,,1,,,
IN_NL,2020-05-31,11,,,,36,,,
IN_OR,2020-05-31,96,0,,,1819,7,,
IN_PB,2020-05-31,36,2,,,2233,44,,
IN_PY,2020-05-29,5,0,,,51,1,,
IN_RJ,2020-05-31,252,9,,,8617,193,,
IN_SK,2020-05-24,1,,,,1,,,
IN_TG,2020-05-31,74,6,,,2499,77,,
IN_TN,2020-05-31,938,6,,,21184,160,,
IN_TR,2020-05-31,17,,,,268,,,
IN_UP,2020-05-31,161,3,,,7445,201,,
IN_UT,2020-05-31,33,0,,,749,5,,
IN_WB,2020-05-31,317,7,,,5130,309,,
IQ,2020-05-31,260,10,,,6439,205,,
IR,2020-05-31,2516,63,,19896,151466,7797,,935894
IS,2020-05-31,0,0,,97,1806,10,,61081
IT,2020-06-01,178,60,848,31394,233197,33475,158355,3910133
IT_21,2020-06-01,21,9,111,2343,30658,3876,21720,321476
IT_23,2020-06-01,3,0,1,27,1187,143,1027,15230
IT_25,2020-06-01,50,19,166,3572,89018,16131,52026,757446
IT_34,2020-06-01,2,0,34,6166,19154,1918,15768,675934
IT_36,2020-06-01,1,2,11,1053,3274,335,2673,135431
IT_42,2020-06-01,56,2,112,1424,9719,1467,7641,107787
IT_45,2020-06-01,19,10,104,3876,27809,4124,20617,329358
IT_52,2020-06-01,3,7,25,1755,10107,1048,7977,253845
IT_55,2020-06-01,0,0,0,188,1431,76,1324,70741
IT_57,2020-06-01,0,0,11,360,6730,987,4416,103994
IT_62,2020-06-01,10,4,95,2089,7738,739,4105,257563
IT_65,2020-06-01,1,3,29,1272,3245,408,2093,76924
IT_67,2020-06-01,0,0,10,188,436,22,279,14819
IT_72,2020-06-01,4,1,44,2315,4806,413,3454,203858
IT_75,2020-06-01,4,2,24,998,4498,506,2837,119650
IT_77,2020-06-01,0,0,1,76,399,27,344,29956
IT_78,2020-06-01,0,0,9,618,1158,97,926,70892
IT_82,2020-06-01,0,0,19,1132,3443,274,2202,151186
IT_88,2020-06-01,1,1,24,391,1357,131,1065,57687
IT_BZ,2020-06-01,1,0,5,874,2598,291,2184,67121
IT_TN,2020-06-01,2,0,13,677,4432,462,3677,89235
JE,2020-05-31,0,0,,,308,29,,
JM,2020-05-31,5,0,,,586,9,,
JO,2020-05-31,5,0,,,739,9,,
JP,2020-05-31,33,1,,,16884,892,,292569
JP_01,2020-06-01,5,1,,,1079,87,,
JP_02,2020-05-15,1,1,,,27,1,,
JP_04,2020-05-09,2,1,,,88,1,,
JP_05,2020-04-14,1,,,,15,0,,
JP_06,2020-05-04,1,,,,69,0,,
JP_07,2020-05-08,1,,,,81,0,,
JP_08,2020-05-26,1,1,,,168,10,,
JP_09,2020-05-25,1,,,,65,0,,
JP_10,2020-05-22,1,1,,,149,19,,
JP_11,2020-05-29,2,1,,,999,48,,
JP_12,2020-05-31,1,1,,,902,45,,
JP_13,2020-06-01,13,1,,,5249,305,,
JP_14,2020-06-01,1,1,,,1366,86,,
JP_15,2020-05-15,1,,,,82,0,,
JP_16,2020-05-27,2,1,,,227,22,,
JP_17,2020-05-30,1,1,,,298,25,,
JP_18,2020-04-30,1,1,,,122,8,,
JP_19,2020-05-28,3,1,,,63,1,,
JP_20,2020-05-13,1,,,,76,0,,
JP_21,2020-06-01,1,1,,,151,7,,
JP_22,2020-05-24,1,1,,,75,1,,
JP_23,2020-05-30,1,1,,,505,34,,
JP_24,2020-04-24,2,0,,,44,1,,
JP_25,2020-05-23,1,1,,,100,1,,
JP_26,2020-05-28,1,1,,,358,17,,
JP_27,2020-05-31,1,1,,,1783,83,,
JP_28,2020-05-29,1,1,,,699,42,,
JP_29,2020-05-27,1,1,,,87,2,,
JP_30,2020-05-12,1,1,,,63,3,,
JP_31,2020-04-18,2,,,,3,0,,
JP_32,2020-05-03,1,,,,24,0,,
JP_33,2020-05-11,1,,,,24,0,,
JP_34,2020-05-24,3,1,,,164,3,,
JP_35,2020-05-05,1,,,,36,0,,
JP_36,2020-04-28,2,1,,,5,1,,
JP_37,2020-04-20,2,,,,28,0,,
JP_38,2020-05-28,1,1,,,82,4,,
JP_39,2020-04-29,1,1,,,74,3,,
JP_40,2020-06-01,16,1,,,769,28,,
JP_41,2020-05-04,1,,,,45,0,,
JP_42,2020-04-25,57,1,,,165,1,,
JP_43,2020-05-09,1,1,,,47,3,,
JP_44,2020-04-21,5,1,,,60,1,,
JP_45,2020-04-11,1,,,,17,0,,
JP_46,2020-04-20,2,,,,10,0,,
JP_47,2020-05-12,1,1,,,142,6,,
KE,2020-05-31,74,1,,3831,1962,64,,78536
KG,2020-05-31,69,0,,,1817,16,,
KH,2020-05-31,0,0,,,125,0,,
KM,2020-05-31,0,0,,,106,2,,
KN,2020-05-31,0,0,,,15,0,,
KR,2020-05-31,35,1,,10569,11503,271,,921391
KR_11,2020-05-31,1,0,,,856,4,,
KR_26,2020-05-30,1,0,,,139,3,,
KR_27,2020-05-31,1,1,,,6899,158,,
KR_28,2020-05-31,18,,,,223,,,
KR_29,2020-05-30,2,,,,35,,,
KR_30,2020-05-30,1,0,,,52,1,,
KR_31,2020-05-30,2,0,,,50,1,,
KR_41,2020-05-31,12,0,,,851,19,,
KR_42,2020-05-29,1,0,,,56,3,,
KR_43,2020-05-25,1,,,,61,,,
KR_44,2020-05-27,1,,,,134,,,
KR_45,2020-05-19,1,,,,21,,,
KR_46,2020-05-31,1,,,,23,,,
KR_47,2020-05-27,1,0,,,1377,50,,
KR_48,2020-05-22,1,,,,120,,,
KR_49,2020-05-30,1,,,,16,,,
KR_50,2020-05-10,1,,,,53,,,
KW,2020-05-31,851,7,,,27043,212,,
KY,2020-05-31,0,0,,,141,1,,
KZ,2020-05-31,450,3,,24592,11308,41,,812881
LA,2020-05-31,0,0,,,19,0,,
LB,2020-05-31,29,1,,,1220,27,,
LC,2020-05-31,0,0,,,18,0,,
LI,2020-05-31,0,0,,,83,1,,
LK,2020-05-31,13,0,,,1633,10,,
LR,2020-05-31,8,0,,,288,27,,
LS,2020-05-31,0,0,,,2,0,,
LT,2020-05-31,5,0,,1995,1675,70,,304854
LU,2020-05-31,2,0,2,1066,4018,110,607,75432
LV,2020-05-31,1,0,,652,1066,24,,109723
LY,2020-05-31,26,0,,,156,5,,
MA,2020-05-31,27,1,,5579,7807,205,,95536
MC,2020-05-31,0,0,,,99,5,,
MD,2020-05-31,153,4,,,8251,295,,
ME,2020-05-31,0,0,,,324,9,,
MG,2020-05-31,13,0,,,771,6,,
MK,2020-05-31,62,2,,,2226,133,,
ML,2020-05-31,15,1,,,1265,77,,
MM,2020-05-31,4,0,,923,228,6,,24710
MN,2020-05-31,6,0,,,185,0,,
MP,2020-05-31,0,0,,,22,2,,
MR,2020-05-31,47,2,,,530,23,,
MS,2020-05-31,0,0,,,11,1,,
MT,2020-05-31,0,0,,,616,7,,
MU,2020-05-31,0,0,,,335,10,,
MV,2020-05-31,101,0,,808,1773,5,,23127
MW,2020-05-31,5,0,,,284,4,,
MX,2020-05-31,3152,151,,3651,90664,9930,,273893
MX_AGU,2020-05-30,1,0,,10,826,35,,4612
MX_BCN,2020-05-30,0,0,,90,5154,865,,9075
MX_BCS,2020-05-30,7,0,,42,614,35,,2193
MX_CAM,2020-05-30,0,1,,28,684,90,,1643
MX_CHH,2020-05-30,0,0,,29,1616,318,,4825
MX_CHP,2020-05-30,0,0,,67,1821,135,,3469
MX_CMX,2020-05-30,0,5,,773,30103,2658,,73719
MX_COA,2020-05-30,0,0,,203,1090,81,,9437
MX_COL,2020-05-30,0,0,,15,146,21,,632
MX_DUR,2020-05-30,8,0,,75,373,37,,2313
MX_GRO,2020-05-30,0,0,,67,1826,266,,4495
MX_GUA,2020-06-01,0,0,,163,1650,21,,12910
MX_HID,2020-05-30,3,3,,52,1688,304,,3369
MX_JAL,2020-05-30,0,4,,213,1787,143,,12924
MX_MEX,2020-05-30,0,1,,242,9855,1159,,27867
MX_MIC,2020-05-30,0,0,,49,1951,165,,6964
MX_MOR,2020-05-30,0,0,,10,1341,265,,2756
MX_NAY,2020-05-30,3,0,,30,555,53,,1619
MX_NLE,2020-05-30,0,0,,252,1423,88,,15109
MX_OAX,2020-05-30,0,2,,66,1397,152,,3446
MX_PUE,2020-05-30,3,0,,192,3076,350,,8736
MX_QUE,2020-05-30,4,0,,33,982,105,,2777
MX_ROO,2020-05-30,0,2,,46,1871,352,,3456
MX_SIN,2020-05-30,1,0,,116,3437,501,,7663
MX_SLP,2020-05-30,0,0,,49,937,51,,4775
MX_SON,2020-05-30,0,1,,122,1990,111,,6360
MX_TAB,2020-05-30,0,9,,191,4149,519,,9709
MX_TAM,2020-05-30,0,1,,170,1569,108,,8830
MX_TLA,2020-05-30,0,0,,55,1043,148,,3332
MX_VER,2020-05-30,0,1,,128,3604,518,,8221
MX_YUC,2020-05-30,1,1,,62,1819,155,,5079
MX_ZAC,2020-05-30,0,0,,11,287,34,,1578
MY,2020-05-31,57,0,,7555,7819,115,,560738
MY_01,2020-06-01,0,0,,,675,1,,
MY_02,2020-06-01,0,0,,,96,1,,
MY_03,2020-06-01,0,0,,,156,1,,
MY_04,2020-06-01,13,12,,,232,13,,
MY_05,2020-06-01,2,0,,,860,2,,
MY_06,2020-06-01,0,0,,,361,15,,
MY_07,2020-06-01,0,0,,,121,2,,
MY_08,2020-06-01,0,0,,,256,1,,
MY_09,2020-06-01,0,0,,,18,1,,
MY_10,2020-06-01,11,-20,,,1920,11,,
MY_11,2020-06-01,0,0,,,111,1,,
MY_12,2020-06-01,1,-1,,,347,1,,
MY_13,2020-06-01,0,0,,,552,3,,
MY_14,2020-06-01,11,3,,,2039,11,,
MY_15,2020-06-01,0,0,,,16,1,,
MY_16,2020-06-01,0,0,,,97,4,,
MZ,2020-05-31,10,0,,,254,2,,
"NA",2020-06-01,1,0,,,24,0,,
NC,2020-05-31,0,0,,,19,0,,
NE,2020-05-31,2,0,,,958,64,,
NG,2020-05-31,307,14,,2099,10162,287,,63882
NI,2020-05-31,0,0,,,759,35,,
NL,2020-06-01,100,6,,4940,46076,5945,,349274
NL_DR,2020-06-01,0,0,,,511,40,,
NL_DR_0106,2020-06-01,0,0,,,42,2,,
NL_DR_0109,2020-06-01,0,0,,,57,2,,
NL_DR_0114,2020-06-01,0,0,,,102,11,,
NL_DR_0118,2020-06-01,0,0,,,93,8,,
NL_DR_0119,2020-06-01,0,0,,,39,4,,
NL_DR_1680,2020-06-01,0,0,,,14,0,,
NL_DR_1681,2020-06-01,0,0,,,9,3,,
NL_DR_1690,2020-06-01,0,0,,,45,5,,
NL_DR_1699,2020-06-01,0,0,,,18,1,,
NL_DR_1701,2020-06-01,0,0,,,32,4,,
NL_DR_1730,2020-06-01,0,0,,,38,0,,
NL_DR_1731,2020-06-01,0,0,,,22,0,,
NL_FL,2020-06-01,2,0,,,928,88,,
NL_FL_0034,2020-06-01,2,0,,,425,30,,
NL_FL_0050,2020-06-01,0,0,,,46,5,,
NL_FL_0171,2020-06-01,0,0,,,81,10,,
NL_FL_0184,2020-06-01,0,0,,,82,4,,
NL_FL_0303,2020-06-01,0,0,,,120,11,,
NL_FL_0995,2020-06-01,0,0,,,174,28,,
NL_FR,2020-06-01,0,0,,,608,64,,
NL_FR_0059,2020-06-01,0,0,,,11,0,,
NL_FR_0060,2020-06-01,0,0,,,0,0,,
NL_FR_0072,2020-06-01,0,0,,,17,1,,
NL_FR_0074,2020-06-01,0,0,,,91,20,,
NL_FR_0080,2020-06-01,0,0,,,58,6,,
NL_FR_0085,2020-06-01,0,0,,,7,0,,
NL_FR_0086,2020-06-01,0,0,,,23,0,,
NL_FR_0088,2020-06-01,0,0,,,0,0,,
NL_FR_0090,2020-06-01,0,0,,,55,5,,
NL_FR_0093,2020-06-01,0,0,,,2,0,,
NL_FR_0096,2020-06-01,0,0,,,0,0,,
NL_FR_0098,2020-06-01,0,0,,,28,4,,
NL_FR_0737,2020-06-01,0,0,,,15,1,,
NL_FR_1891,2020-06-01,0,0,,,6,0,,
NL_FR_1900,2020-06-01,0,0,,,102,3,,
NL_FR_1940,2020-06-01,0,0,,,67,5,,
NL_FR_1949,2020-06-01,0,0,,,100,15,,
NL_FR_1970,2020-06-01,0,0,,,26,4,,
NL_GE,2020-06-01,21,0,,,5976,667,,
NL_GE_0197,2020-06-01,0,0,,,58,7,,
NL_GE_0200,2020-06-01,0,0,,,402,49,,
NL_GE_0202,2020-06-01,3,0,,,337,28,,
NL_GE_0203,2020-06-01,1,0,,,126,6,,
NL_GE_0209,2020-06-01,1,0,,,73,5,,
NL_GE_0213,2020-06-01,0,0,,,35,5,,
NL_GE_0214,2020-06-01,0,0,,,53,7,,
NL_GE_0216,2020-06-01,4,0,,,68,7,,
NL_GE_0221,2020-06-01,0,0,,,32,6,,
NL_GE_0222,2020-06-01,0,0,,,100,15,,
NL_GE_0225,2020-06-01,0,0,,,114,8,,
NL_GE_0226,2020-06-01,0,0,,,49,6,,
NL_GE_0228,2020-06-01,0,0,,,212,20,,
NL_GE_0230,2020-06-01,0,0,,,142,8,,
NL_GE_0232,2020-06-01,0,0,,,134,23,,
NL_GE_0233,2020-06-01,0,0,,,132,21,,
NL_GE_0243,2020-06-01,0,0,,,167,19,,
NL_GE_0244,2020-06-01,0,0,,,41,5,,
NL_GE_0246,2020-06-01,0,0,,,190,28,,
NL_GE_0252,2020-06-01,0,0,,,71,9,,
NL_GE_0262,2020-06-01,0,0,,,95,14,,
NL_GE_0263,2020-06-01,0,0,,,49,7,,
NL_GE_0267,2020-06-01,0,0,,,58,3,,
NL_GE_0268,2020-06-01,2,0,,,620,68,,
NL_GE_0269,2020-06-01,0,0,,,161,19,,
NL_GE_0273,2020-06-01,1,0,,,29,0,,
NL_GE_0274,2020-06-01,0,0,,,76,7,,
NL_GE_0275,2020-06-01,0,0,,,137,14,,
NL_GE_0277,2020-06-01,0,0,,,3,0,,
NL_GE_0279,2020-06-01,0,0,,,32,2,,
NL_GE_0281,2020-06-01,3,0,,,125,18,,
NL_GE_0285,2020-06-01,0,0,,,49,11,,
NL_GE_0289,2020-06-01,0,0,,,51,9,,
NL_GE_0293,2020-06-01,1,0,,,37,5,,
NL_GE_0294,2020-06-01,0,0,,,43,3,,
NL_GE_0296,2020-06-01,0,0,,,142,13,,
NL_GE_0297,2020-06-01,0,0,,,97,9,,
NL_GE_0299,2020-06-01,1,0,,,107,15,,
NL_GE_0301,2020-06-01,1,0,,,99,13,,
NL_GE_0302,2020-06-01,0,0,,,220,20,,
NL_GE_0668,2020-06-01,0,0,,,84,9,,
NL_GE_1509,2020-06-01,0,0,,,78,9,,
NL_GE_1586,2020-06-01,1,0,,,64,6,,
NL_GE_1705,2020-06-01,0,0,,,124,10,,
NL_GE_1734,2020-06-01,0,0,,,129,16,,
NL_GE_1740,2020-06-01,0,0,,,131,20,,
NL_GE_1859,2020-06-01,0,0,,,88,7,,
NL_GE_1876,2020-06-01,0,0,,,73,7,,
NL_GE_1945,2020-06-01,0,0,,,161,16,,
NL_GE_1955,2020-06-01,0,0,,,88,9,,
NL_GE_1960,2020-06-01,2,0,,,190,26,,
NL_GR,2020-06-01,0,0,,,349,17,,
NL_GR_0003,2020-06-01,0,0,,,5,0,,
NL_GR_0010,2020-06-01,0,0,,,18,0,,
NL_GR_0014,2020-06-01,0,0,,,166,3,,
NL_GR_0024,2020-06-01,0,0,,,2,0,,
NL_GR_0037,2020-06-01,0,0,,,8,2,,
NL_GR_0047,2020-06-01,0,0,,,8,0,,
NL_GR_0765,2020-06-01,0,0,,,5,0,,
NL_GR_1895,2020-06-01,0,0,,,13,2,,
NL_GR_1950,2020-06-01,0,0,,,6,0,,
NL_GR_1952,2020-06-01,0,0,,,32,3,,
NL_GR_1966,2020-06-01,0,0,,,29,3,,
NL_GR_1969,2020-06-01,0,0,,,57,4,,
NL_LI,2020-06-01,9,2,,,4687,735,,
NL_LI_0882,2020-06-01,0,0,,,142,13,,
NL_LI_0888,2020-06-01,0,0,,,44,5,,
NL_LI_0889,2020-06-01,0,0,,,41,8,,
NL_LI_0893,2020-06-01,0,0,,,23,2,,
NL_LI_0899,2020-06-01,0,1,,,103,17,,
NL_LI_0907,2020-06-01,0,0,,,55,10,,
NL_LI_0917,2020-06-01,0,0,,,371,54,,
NL_LI_0928,2020-06-01,0,0,,,203,33,,
NL_LI_0935,2020-06-01,4,0,,,885,136,,
NL_LI_0938,2020-06-01,1,0,,,112,12,,
NL_LI_0944,2020-06-01,1,0,,,37,5,,
NL_LI_0946,2020-06-01,0,0,,,50,7,,
NL_LI_0957,2020-06-01,0,0,,,131,23,,
NL_LI_0965,2020-06-01,0,0,,,47,5,,
NL_LI_0971,2020-06-01,0,0,,,115,15,,
NL_LI_0981,2020-06-01,0,0,,,30,1,,
NL_LI_0983,2020-06-01,1,1,,,301,63,,
NL_LI_0984,2020-06-01,1,0,,,105,17,,
NL_LI_0986,2020-06-01,0,0,,,45,7,,
NL_LI_0988,2020-06-01,0,0,,,132,14,,
NL_LI_0994,2020-06-01,0,0,,,86,7,,
NL_LI_1507,2020-06-01,0,0,,,120,24,,
NL_LI_1640,2020-06-01,0,0,,,183,32,,
NL_LI_1641,2020-06-01,0,0,,,104,14,,
NL_LI_1669,2020-06-01,0,0,,,48,7,,
NL_LI_1711,2020-06-01,0,0,,,93,16,,
NL_LI_1729,2020-06-01,0,0,,,76,14,,
NL_LI_1883,2020-06-01,0,0,,,400,61,,
NL_LI_1894,2020-06-01,0,0,,,269,64,,
NL_LI_1903,2020-06-01,1,0,,,166,27,,
NL_LI_1954,2020-06-01,0,0,,,170,22,,
NL_NB,2020-06-01,7,0,,,9010,1510,,
NL_NB_0743,2020-06-01,0,0,,,73,12,,
NL_NB_0744,2020-06-01,0,0,,,25,2,,
NL_NB_0748,2020-06-01,0,0,,,164,11,,
NL_NB_0753,2020-06-01,0,0,,,75,10,,
NL_NB_0755,2020-06-01,0,0,,,89,21,,
NL_NB_0756,2020-06-01,0,0,,,120,27,,
NL_NB_0757,2020-06-01,0,0,,,102,24,,
NL_NB_0758,2020-06-01,0,0,,,474,61,,
NL_NB_0762,2020-06-01,0,0,,,178,23,,
NL_NB_0766,2020-06-01,0,0,,,81,12,,
NL_NB_0770,2020-06-01,0,0,,,68,10,,
NL_NB_0772,2020-06-01,0,0,,,504,83,,
NL_NB_0777,2020-06-01,0,0,,,184,30,,
NL_NB_0779,2020-06-01,0,0,,,43,6,,
NL_NB_0784,2020-06-01,0,0,,,75,15,,
NL_NB_0785,2020-06-01,1,0,,,77,17,,
NL_NB_0786,2020-06-01,0,0,,,69,11,,
NL_NB_0788,2020-06-01,0,0,,,51,7,,
NL_NB_0794,2020-06-01,0,0,,,362,41,,
NL_NB_0796,2020-06-01,1,0,,,475,77,,
NL_NB_0797,2020-06-01,0,0,,,137,22,,
NL_NB_0798,2020-06-01,0,0,,,43,6,,
NL_NB_0809,2020-06-01,0,0,,,58,6,,
NL_NB_0815,2020-06-01,0,0,,,38,5,,
NL_NB_0820,2020-06-01,0,0,,,54,9,,
NL_NB_0823,2020-06-01,0,0,,,62,9,,
NL_NB_0824,2020-06-01,0,0,,,72,11,,
NL_NB_0826,2020-06-01,0,0,,,128,16,,
NL_NB_0828,2020-06-01,0,0,,,471,87,,
NL_NB_0840,2020-06-01,0,0,,,67,9,,
NL_NB_0845,2020-06-01,-1,0,,,109,19,,
NL_NB_0847,2020-06-01,0,0,,,99,8,,
NL_NB_0848,2020-06-01,0,0,,,74,14,,
NL_NB_0851,2020-06-01,0,0,,,86,13,,
NL_NB_0855,2020-06-01,3,0,,,764,159,,
NL_NB_0856,2020-06-01,0,0,,,259,63,,
NL_NB_0858,2020-06-01,0,0,,,176,37,,
NL_NB_0861,2020-06-01,0,0,,,128,16,,
NL_NB_0865,2020-06-01,0,0,,,102,18,,
NL_NB_0866,2020-06-01,0,0,,,29,5,,
NL_NB_0867,2020-06-01,2,0,,,159,32,,
NL_NB_0873,2020-06-01,0,0,,,64,7,,
NL_NB_0879,2020-06-01,0,0,,,86,10,,
NL_NB_1652,2020-06-01,0,0,,,180,31,,
NL_NB_1655,2020-06-01,1,0,,,56,6,,
NL_NB_1658,2020-06-01,0,0,,,62,8,,
NL_NB_1659,2020-06-01,0,0,,,120,26,,
NL_NB_1667,2020-06-01,0,0,,,23,2,,
NL_NB_1674,2020-06-01,0,0,,,215,21,,
NL_NB_1684,2020-06-01,0,0,,,70,10,,
NL_NB_1685,2020-06-01,-1,0,,,141,21,,
NL_NB_1702,2020-06-01,0,0,,,62,11,,
NL_NB_1706,2020-06-01,0,0,,,166,36,,
NL_NB_1709,2020-06-01,0,0,,,78,8,,
NL_NB_1719,2020-06-01,0,0,,,66,8,,
NL_NB_1721,2020-06-01,0,0,,,272,65,,
NL_NB_1723,2020-06-01,0,0,,,46,5,,
NL_NB_1724,2020-06-01,0,0,,,55,5,,
NL_NB_1728,2020-06-01,0,0,,,67,8,,
NL_NB_1771,2020-06-01,1,0,,,108,16,,
NL_NB_1948,2020-06-01,0,0,,,544,131,,
NL_NB_1959,2020-06-01,0,0,,,125,11,,
NL_NH,2020-06-01,11,1,,,6706,800,,
NL_NH_0358,2020-06-01,0,0,,,39,3,,
NL_NH_0361,2020-06-01,0,0,,,243,30,,
NL_NH_0362,2020-06-01,0,0,,,307,35,,
NL_NH_0363,2020-06-01,9,1,,,2363,274,,
NL_NH_0370,2020-06-01,0,0,,,13,1,,
NL_NH_0373,2020-06-01,0,0,,,86,4,,
NL_NH_0375,2020-06-01,0,0,,,77,10,,
NL_NH_0376,2020-06-01,0,0,,,28,2,,
NL_NH_0377,2020-06-01,0,0,,,49,5,,
NL_NH_0383,2020-06-01,0,0,,,79,9,,
NL_NH_0384,2020-06-01,0,0,,,102,14,,
NL_NH_0385,2020-06-01,0,0,,,121,3,,
NL_NH_0388,2020-06-01,0,0,,,29,4,,
NL_NH_0392,2020-06-01,0,0,,,279,54,,
NL_NH_0394,2020-06-01,0,0,,,271,27,,
NL_NH_0396,2020-06-01,0,0,,,83,10,,
NL_NH_0397,2020-06-01,0,0,,,89,32,,
NL_NH_0398,2020-06-01,0,0,,,143,9,,
NL_NH_0399,2020-06-01,0,0,,,48,8,,
NL_NH_0400,2020-06-01,0,0,,,37,2,,
NL_NH_0402,2020-06-01,0,0,,,195,25,,
NL_NH_0405,2020-06-01,0,0,,,87,12,,
NL_NH_0406,2020-06-01,0,0,,,126,10,,
NL_NH_0415,2020-06-01,0,0,,,23,3,,
NL_NH_0416,2020-06-01,0,0,,,45,4,,
NL_NH_0417,2020-06-01,0,0,,,26,2,,
NL_NH_0420,2020-06-01,0,0,,,70,6,,
NL_NH_0431,2020-06-01,0,0,,,26,2,,
NL_NH_0432,2020-06-01,0,0,,,8,1,,
NL_NH_0437,2020-06-01,0,0,,,33,0,,
NL_NH_0439,2020-06-01,0,0,,,216,34,,
NL_NH_0441,2020-06-01,0,0,,,74,10,,
NL_NH_0448,2020-06-01,0,0,,,11,2,,
NL_NH_0450,2020-06-01,0,0,,,23,1,,
NL_NH_0451,2020-06-01,0,0,,,51,2,,
NL_NH_0453,2020-06-01,0,0,,,271,39,,
NL_NH_0457,2020-06-01,0,0,,,77,11,,
NL_NH_0473,2020-06-01,0,0,,,32,8,,
NL_NH_0479,2020-06-01,1,0,,,423,48,,
NL_NH_0498,2020-06-01,0,0,,,44,8,,
NL_NH_0532,2020-06-01,0,0,,,48,5,,
NL_NH_0852,2020-06-01,0,0,,,30,4,,
NL_NH_0880,2020-06-01,0,0,,,45,6,,
NL_NH_1598,2020-06-01,1,0,,,35,6,,
NL_NH_1696,2020-06-01,0,0,,,32,0,,
NL_NH_1911,2020-06-01,0,0,,,62,6,,
NL_NH_1942,2020-06-01,0,0,,,107,9,,
NL_OV,2020-06-01,1,0,,,2982,307,,
NL_OV_0141,2020-06-01,0,0,,,92,9,,
NL_OV_0147,2020-06-01,0,0,,,50,6,,
NL_OV_0148,2020-06-01,0,0,,,77,6,,
NL_OV_0150,2020-06-01,0,0,,,266,32,,
NL_OV_0153,2020-06-01,0,0,,,227,25,,
NL_OV_0158,2020-06-01,0,0,,,55,7,,
NL_OV_0160,2020-06-01,0,0,,,170,8,,
NL_OV_0163,2020-06-01,0,0,,,95,12,,
